x,y,sigma,time,energy
-1.0,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.999182415541976,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.9978189838979966,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.9959228941652414,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.9950220578927395,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.993758626123149,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.9915355305206176,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.990852488810551,0.10486207677047081,0.0005845314607613992,1.0,0.6
-0.9892598878801128,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.9876413972403942,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.9868727310740292,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.985386689674779,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.9830710610412352,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.9825225620791262,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.9807007918622292,0.1051102262077983,0.0005318498784270953,1.0,0.6
-0.9793599003155472,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.978723404255319,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.9770147532264088,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.9746065915618526,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.9741926353477014,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.9721416958443456,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.9710784033907006,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.9705740774366088,0.10528979147584863,0.0004405643281410407,1.0,0.6
-0.968642816778039,0.10549881968613704,0.0002870648439503944,1.0,0.6
-0.9661421220824702,0.10549881968613704,0.0002870648439503944,1.0,0.6
-0.9658627086162764,0.10549881968613704,0.0002870648439503944,1.0,0.6
-0.963582599826462,0.10549881968613704,0.0002870648439503944,1.0,0.6
-0.9627969064658536,0.10549881968613704,0.0002870648439503944,1.0,0.6
-0.9624247506178986,0.10549881968613704,0.0002870648439503944,1.0,0.6
