# Training inputs, Training outputs, Predictions
-0.993972,0.824613,0.797735
-0.978204,0.865784,0.819034
-0.967397,0.874797,0.835460
-0.965073,0.937646,0.839189
-0.953233,0.713617,0.859512
-0.948521,0.718367,0.868215
-0.930458,0.899413,0.905202
-0.929401,1.044460,0.907558
-0.929401,0.845079,0.907558
-0.925333,0.727656,0.916839
-0.921622,1.113145,0.925613
-0.884964,0.698061,1.029928
-0.875257,1.243843,1.063764
-0.873130,1.070991,1.071580
-0.858179,1.224824,1.130761
-0.848646,1.342751,1.172683
-0.848646,1.109678,1.172683
-0.841845,1.111237,1.204723
-0.837819,1.450514,1.224565
-0.837120,1.292425,1.228080
-0.833849,1.165189,1.244780
-0.804611,1.259710,1.414958
-0.795215,1.176956,1.478016
-0.783118,2.132718,1.565423
-0.767891,2.232483,1.685319
-0.767837,1.863602,1.685762
-0.753233,1.725801,1.810751
-0.749628,1.779982,1.843000
-0.746077,1.753002,1.875311
-0.746077,1.337105,1.875311
-0.709930,2.163619,2.228467
-0.690978,3.301917,2.425782
-0.687136,3.277750,2.466292
-0.687136,1.323265,2.466292
-0.680763,2.043259,2.533693
-0.677495,3.286901,2.568337
-0.664621,2.747265,2.704844
-0.660692,2.602449,2.746459
-0.615250,3.468202,3.221852
-0.608561,3.269097,3.290962
-0.606381,2.347932,3.313457
-0.605247,1.967150,3.325171
-0.597300,4.232835,3.407127
-0.587153,4.264553,3.511773
-0.582432,4.781145,3.560505
-0.573248,3.408948,3.655457
-0.572478,3.557838,3.663424
-0.570532,4.003965,3.683582
-0.520569,4.293075,4.202069
-0.515234,3.873207,4.256908
-0.506699,2.873824,4.344019
-0.505356,3.898717,4.357621
-0.499117,3.832688,4.420574
-0.496812,5.240365,4.443668
-0.487396,5.389119,4.537012
-0.482759,4.774591,4.582322
-0.444872,4.777738,4.933797
-0.444872,6.153534,4.933797
-0.421907,6.516692,5.130149
-0.418768,4.480327,5.156156
-0.414559,4.548449,5.190783
-0.413413,4.604312,5.200169
-0.408293,5.191931,5.241849
-0.406470,5.120754,5.256640
-0.404352,3.353721,5.273764
-0.398784,7.502064,5.318635
-0.396867,5.734396,5.334056
-0.396050,4.588230,5.340600
-0.394987,7.605040,5.349143
-0.364117,5.008355,5.600609
-0.331208,5.191060,5.901783
-0.328580,5.002481,5.928727
-0.325529,5.596569,5.960715
-0.322419,5.957447,5.994155
-0.321470,4.805556,6.004543
-0.317470,5.347975,6.049259
-0.310171,5.249532,6.135124
-0.307836,7.202539,6.163834
-0.307214,7.363509,6.171589
-0.307214,6.604571,6.171589
-0.283362,8.117915,6.507213
-0.236527,8.647678,7.412786
-0.232290,8.231338,7.509593
-0.229526,7.438977,7.573702
-0.226272,6.669663,7.650111
-0.225786,6.852145,7.661592
-0.221559,7.820197,7.762229
-0.219442,6.725019,7.813063
-0.219442,7.576299,7.813063
-0.202607,9.488786,8.222053
-0.202607,7.836491,8.222053
-0.141925,8.882267,9.443421
-0.135824,9.829734,9.525951
-0.135444,10.254525,9.530838
-0.131669,10.024712,9.577985
-0.131409,9.086037,9.581148
-0.121852,8.943865,9.691473
-0.121852,9.954463,9.691473
-0.048598,10.767742,10.505320
-0.048192,10.080791,10.486927
-0.047166,10.521043,10.441506
-0.045811,11.103113,10.384308
-0.045640,10.069256,10.377322
-0.045000,10.357086,10.351812
-0.044105,10.145683,10.317585
-0.043897,10.283121,10.309897
-0.043195,10.290069,10.284710
-0.041097,9.978755,10.216714
0.040848,9.793426,9.948071
0.043875,9.945040,9.944578
0.044085,10.015250,9.944330
0.044729,9.604963,9.943563
0.045823,9.864874,9.942242
0.046139,10.204649,9.941856
0.046304,9.931207,9.941653
0.047428,9.965049,9.940262
