# Training inputs, Training outputs, Predictions
-0.988091,1.617701,1.369974
-0.966580,1.423927,1.412472
-0.961236,1.347757,1.424064
-0.956050,1.440002,1.435738
-0.956050,1.545724,1.435738
-0.940815,1.364600,1.472565
-0.928202,1.345677,1.506114
-0.918004,1.577417,1.535415
-0.908000,1.333643,1.566161
-0.902951,1.451905,1.582467
-0.898104,1.552618,1.598633
-0.898104,1.445963,1.598633
-0.868313,1.980949,1.709702
-0.849421,1.928430,1.791319
-0.844666,2.021629,1.813312
-0.840158,1.710333,1.834711
-0.840158,1.915887,1.834711
-0.826772,1.818647,1.901451
-0.786381,2.432335,2.132487
-0.782211,2.313421,2.158871
-0.782211,2.635925,2.158871
-0.769751,2.358110,2.240474
-0.748536,2.005731,2.388572
-0.740324,2.498798,2.448824
-0.732263,2.365116,2.509458
-0.728096,2.743174,2.541357
-0.724265,1.959986,2.570997
-0.712729,2.103988,2.662013
-0.688647,3.467671,2.859526
-0.681098,3.295808,2.923224
-0.673684,3.178725,2.986459
-0.669811,3.105921,3.019744
-0.666319,3.018571,3.049886
-0.666319,2.933570,3.049886
-0.655708,3.350644,3.142172
-0.628759,3.529411,3.380176
-0.621871,4.056095,3.441597
-0.615105,4.102270,3.502097
-0.611525,2.609165,3.534164
-0.608373,3.560931,3.562437
-0.608373,3.093680,3.562437
-0.598687,3.256241,3.649451
-0.562645,3.966076,3.975283
-0.553240,3.487855,4.061032
-0.541665,4.066428,4.167261
-0.508981,3.958417,4.474061
-0.503418,3.932124,4.527790
-0.494955,4.134151,4.610682
-0.484644,4.951926,4.713893
-0.449093,4.918013,5.095461
-0.389204,6.779483,5.885877
-0.380789,6.795640,6.017565
-0.378385,6.571332,6.056252
-0.376587,7.049012,6.085493
-0.329315,6.296008,6.946097
-0.322209,7.411463,7.087527
-0.320100,6.542088,7.129809
-0.318641,7.277109,7.159093
-0.269427,8.253338,8.080835
-0.266512,8.223062,8.123693
-0.263630,7.984237,8.163643
-0.261814,8.185116,8.187493
-0.256558,8.388062,8.250169
-0.209538,7.701856,8.276630
-0.207285,8.210515,8.264502
-0.205051,9.382729,8.254540
-0.202749,8.393635,8.247113
-0.202749,7.553029,8.247113
-0.146472,8.993403,9.328291
-0.144802,9.507089,9.369134
-0.144802,9.572535,9.369134
-0.087893,10.050625,10.018050
-0.086959,9.842447,10.021312
-0.086856,9.966880,10.021665
-0.085493,10.347469,10.026219
-0.029872,10.611086,10.110424
-0.029605,9.743646,10.110579
-0.029314,9.945764,10.110747
-0.028910,10.009659,10.110979
-0.028910,9.949789,10.110979
-0.028674,9.971588,10.111112
0.028550,9.813816,10.123820
0.029037,10.605827,10.123786
0.029037,9.564811,10.123786
0.029265,9.957353,10.123769
0.029611,10.421708,10.123742
0.030017,10.233952,10.123710
0.085571,10.761414,10.077542
0.086983,10.165333,10.073717
0.087844,9.270637,10.071235
0.089905,10.656535,10.064809
0.144929,10.435877,9.414526
0.144929,8.080787,9.414526
0.146182,9.137438,9.389801
0.149794,9.437893,9.318059
0.202875,8.983560,8.448287
0.202875,9.025297,8.448287
0.205002,8.608388,8.423998
0.207301,7.758320,8.398546
0.256636,7.499242,7.976519
0.260822,7.613518,7.945486
0.260822,8.264355,7.945486
0.262752,8.156128,7.931161
0.266527,8.555013,7.903047
0.313657,7.537674,7.509947
0.318768,7.292051,7.459787
0.318768,7.484991,7.459787
0.321037,6.073380,7.436914
0.322161,7.282307,7.425454
0.325754,6.667632,7.388152
0.329460,7.281545,7.348646
0.370679,7.485269,6.834138
0.376714,6.877154,6.747107
0.379322,7.599062,6.708617
0.380740,7.212822,6.687477
0.389349,7.647332,6.555888
0.444207,4.668964,5.624805
0.449237,4.531387,5.535810
0.484722,4.312854,4.923241
0.492607,5.770085,4.793937
0.492607,4.200520,4.793937
0.495893,4.347922,4.741037
0.497898,5.254811,4.709040
0.503434,3.675174,4.621919
0.550553,3.524159,3.952420
0.550553,4.339699,3.952420
0.562660,3.130387,3.799477
0.569015,5.711651,3.721820
0.598765,2.836784,3.378697
0.612463,3.354135,3.230523
0.615056,2.943547,3.203100
0.621887,3.562891,3.131794
0.628903,2.947819,3.059925
0.655786,2.570466,2.797398
0.666446,2.774189,2.699016
0.666446,3.064751,2.699016
0.673635,3.491492,2.634547
0.688792,2.110073,2.503739
0.712808,1.773741,2.311066
0.724392,2.505144,2.224659
0.724392,2.038960,2.224659
0.729033,2.026070,2.191243
0.732214,2.692375,2.168736
0.740340,1.690304,2.112707
0.748681,1.807641,2.057364
0.769829,2.145910,1.926726
0.782338,2.007254,1.855812
0.782338,1.818608,1.855812
0.790793,2.397935,1.810460
0.799566,1.676702,1.765535
0.808569,1.268021,1.721621
0.840285,1.257709,1.583465
0.840285,1.551098,1.583465
0.845604,1.566247,1.562652
0.849373,1.771693,1.548289
0.858793,1.704269,1.513742
0.868458,1.581272,1.480228
0.883872,1.801834,1.430584
0.898231,1.466622,1.388258
0.898231,1.229557,1.388258
0.903889,1.296980,1.372552
0.940894,1.248304,1.281958
0.956177,1.345504,1.250024
0.956177,1.283830,1.250024
0.962174,1.201043,1.238271
0.966531,1.205496,1.229991
0.977246,1.251829,1.210526
0.997915,1.098037,1.176319
