# Training inputs, Training outputs, Predictions
-0.993972,0.943821,0.921160
-0.978204,0.836753,0.919558
-0.967397,0.822543,0.917425
-0.965073,0.827334,0.916767
-0.953233,1.170826,0.911367
-0.948521,0.958752,0.907646
-0.930458,0.844245,0.872129
-0.929401,0.960899,0.868340
-0.929401,0.759381,0.868340
-0.925333,0.787533,0.851605
-0.921622,0.863632,0.834017
-0.884964,1.011827,1.195034
-0.875257,1.302996,1.329117
-0.873130,1.766979,1.349084
-0.858179,1.419504,1.426543
-0.848646,1.337598,1.443728
-0.848646,1.182650,1.443728
-0.841845,1.165945,1.449480
-0.837819,1.621626,1.451490
-0.837120,1.514779,1.451766
-0.833849,1.212723,1.452827
-0.804611,1.477302,1.455345
-0.795215,1.057423,1.455420
-0.783118,2.447471,1.455466
-0.767891,2.054168,1.455546
-0.767837,1.749242,1.455547
-0.753233,1.576783,1.455801
-0.749628,1.082610,1.455942
-0.746077,1.632298,1.456146
-0.746077,1.372904,1.456146
-0.709930,1.467128,1.521011
-0.690978,1.512804,2.150572
-0.687136,3.338922,2.469646
-0.687136,1.848450,2.469646
-0.680763,3.674616,3.070127
-0.677495,3.084905,3.328306
-0.664621,3.029898,3.506483
-0.660692,3.653924,3.282657
-0.615250,3.358571,2.531640
-0.608561,1.823119,2.592990
-0.606381,2.979433,2.615379
-0.605247,2.048036,2.627483
-0.597300,1.459715,2.720592
-0.587153,3.672562,2.859864
-0.582432,4.013887,2.932034
-0.573248,2.126501,3.084644
-0.572478,3.896824,3.098105
-0.570532,2.933156,3.132577
-0.520569,4.988517,4.120046
-0.515234,5.016448,4.223528
-0.506699,3.421899,4.383238
-0.505356,4.579452,4.407612
-0.499117,3.687852,4.518021
-0.496812,2.840136,4.557547
-0.487396,5.680681,4.711520
-0.482759,5.552442,4.782810
-0.444872,5.523519,5.254219
-0.444872,6.183408,5.254219
-0.421907,5.072921,5.455022
-0.418768,3.662476,5.478422
-0.414559,4.208817,5.508488
-0.413413,5.860493,5.516426
-0.408293,6.120827,5.550634
-0.406470,5.074467,5.562360
-0.404352,4.882921,5.575683
-0.398784,5.606419,5.609362
-0.396867,6.228754,5.620533
-0.396050,5.698163,5.625234
-0.394987,6.333612,5.631304
-0.364117,6.378169,5.795790
-0.331208,7.038410,6.066705
-0.328580,6.310772,6.104173
-0.325529,6.799009,6.153046
-0.322419,5.774228,6.209681
-0.321470,6.238409,6.228506
-0.317470,6.372643,6.316568
-0.310171,5.848135,6.519888
-0.307836,6.184675,6.598238
-0.307214,6.046491,6.620282
-0.307214,6.771735,6.620282
-0.283362,8.603392,7.757362
-0.236527,6.882972,8.441324
-0.232290,8.078064,8.386975
-0.229526,9.097093,8.303032
-0.226272,9.362505,8.095153
-0.225786,7.885381,8.048159
-0.221559,7.465950,7.394920
-0.219442,6.519734,6.944731
-0.219442,6.822729,6.944731
-0.202607,7.406718,7.348205
-0.202607,7.442282,7.348205
-0.141925,9.455319,9.482164
-0.135824,9.493813,9.510433
-0.135444,9.255056,9.512088
-0.131669,9.869072,9.528082
-0.131409,9.562760,9.529156
-0.121852,9.737119,9.567035
-0.121852,9.122154,9.567035
-0.048598,9.903484,9.887715
-0.048192,10.613976,9.889758
-0.047166,10.012979,9.894920
-0.045811,9.826508,9.901741
-0.045640,10.553271,9.902603
-0.045000,10.207552,9.905825
-0.044105,9.068865,9.910341
-0.043897,10.002672,9.911392
-0.043195,9.298291,9.914935
-0.041097,9.814096,9.925529
0.040848,10.342117,10.259073
0.043875,9.963015,10.264662
0.044085,10.659355,10.265014
0.044729,10.477190,10.266064
0.045823,10.330357,10.267745
0.046139,9.934359,10.268206
0.046304,10.351858,10.268441
0.047428,10.307504,10.269959
0.047515,10.071418,10.270073
0.120413,9.618645,9.586564
