# Training inputs, Training outputs, Predictions
-0.988091,1.228312,1.397462
-0.966580,1.708612,1.438996
-0.961236,1.298360,1.450110
-0.956050,1.549645,1.461220
-0.956050,1.597647,1.461220
-0.940815,1.396195,1.495770
-0.928202,1.557065,1.526670
-0.918004,1.655292,1.553281
-0.908000,1.508782,1.580880
-0.902951,1.417634,1.595399
-0.898104,1.534949,1.609720
-0.898104,1.537960,1.609720
-0.868313,1.689126,1.706597
-0.849421,1.868536,1.776680
-0.844666,1.699533,1.795474
-0.840158,1.988748,1.813741
-0.840158,1.897959,1.813741
-0.826772,1.708145,1.870647
-0.786381,2.490492,2.068929
-0.782211,2.626752,2.091873
-0.782211,2.129485,2.091873
-0.769751,1.983655,2.163437
-0.748536,1.664182,2.296111
-0.740324,2.165096,2.351315
-0.732263,2.434779,2.407680
-0.728096,2.835346,2.437680
-0.724265,2.467925,2.465779
-0.712729,2.321080,2.553468
-0.688647,2.995512,2.751673
-0.681098,3.869217,2.818055
-0.673684,3.142348,2.885190
-0.669811,3.385989,2.921025
-0.666319,2.659574,2.953769
-0.666319,2.786529,2.953769
-0.655708,3.345958,3.055771
-0.628759,3.075116,3.330310
-0.621871,2.996638,3.403543
-0.615105,3.121651,3.476462
-0.611525,3.283504,3.515381
-0.608373,3.224738,3.549833
-0.608373,3.323600,3.549833
-0.598687,3.512158,3.656504
-0.562645,3.779465,4.056229
-0.553240,4.216397,4.158704
-0.541665,4.377895,4.282332
-0.508981,4.342939,4.610411
-0.503418,4.120430,4.662692
-0.494955,4.281949,4.740218
-0.484644,4.990719,4.831642
-0.449093,5.024704,5.130548
-0.389204,6.068308,5.708574
-0.380789,5.967061,5.816007
-0.378385,6.504207,5.848523
-0.376587,6.837605,5.873396
-0.329315,6.216476,6.711901
-0.322209,6.019578,6.865065
-0.320100,6.433948,6.911388
-0.318641,7.013180,6.943594
-0.269427,7.540910,8.009991
-0.266512,8.025538,8.066038
-0.263630,9.351408,8.120197
-0.261814,8.703128,8.153681
-0.256558,9.336224,8.247735
-0.209538,8.995436,8.904981
-0.207285,8.817576,8.929192
-0.205051,8.119494,8.952657
-0.202749,8.701152,8.976297
-0.202749,8.268247,8.976297
-0.146472,9.983322,9.419281
-0.144802,9.144080,9.429331
-0.144802,8.857170,9.429331
-0.087893,10.030500,9.697704
-0.086959,9.779545,9.701054
-0.086856,9.960078,9.701422
-0.085493,10.004598,9.706247
-0.029872,9.550402,9.850365
-0.029605,9.742464,9.850815
-0.029314,9.530852,9.851305
-0.028910,10.245102,9.851978
-0.028910,10.665247,9.851978
-0.028674,9.332652,9.852369
0.028550,10.378949,9.891790
0.029037,9.422984,9.891613
0.029037,9.431194,9.891613
0.029265,9.594915,9.891527
0.029611,9.643130,9.891392
0.030017,9.939238,9.891228
0.085571,10.366507,9.796583
0.086983,9.893910,9.792038
0.087844,9.834091,9.789206
0.089905,10.304744,9.782240
0.144929,9.299230,9.486279
0.144929,9.129028,9.486279
0.146182,9.879370,9.476730
0.149794,8.141152,9.448393
0.202875,9.237216,8.880379
0.202875,9.339399,8.880379
0.205002,8.235184,8.851656
0.207301,8.182041,8.820171
0.256636,8.251533,8.079034
0.260822,7.932393,8.014929
0.260822,9.262907,8.014929
0.262752,8.680404,7.985510
0.266527,7.594924,7.928265
0.313657,7.421943,7.258623
0.318768,7.634715,7.191003
0.318768,6.742717,7.191003
0.321037,7.250559,7.161236
0.322161,6.158248,7.146553
0.325754,6.053247,7.099817
0.329460,6.046657,7.051957
0.370679,7.305045,6.533756
0.376714,6.824483,6.458700
0.379322,6.945227,6.426250
0.380740,6.562322,6.408603
0.389349,6.987866,6.301253
0.444207,6.093617,5.604377
0.449237,4.805984,5.539281
0.484722,4.942508,5.076487
0.492607,5.117252,4.973182
0.492607,5.041439,4.973182
0.495893,5.667554,4.930130
0.497898,4.396176,4.903854
0.503434,3.203402,4.831342
0.550553,4.946507,4.218947
0.550553,3.592231,4.218947
0.562660,3.909696,4.064475
0.569015,2.907583,3.984155
0.598765,3.746757,3.617356
0.612463,4.004750,3.454962
0.615056,2.978659,3.424770
0.621887,3.078462,3.346150
0.628903,3.048857,3.266822
0.655786,3.463026,2.977688
0.666446,3.173018,2.870068
0.666446,4.093440,2.870068
0.673635,3.496519,2.799860
0.688792,3.097878,2.658258
0.712808,2.412807,2.451834
0.724392,1.784685,2.360013
0.724392,2.398660,2.360013
0.729033,1.626292,2.324606
0.732214,1.883666,2.300783
0.740340,2.295036,2.241556
0.748681,2.503194,2.183127
0.769829,2.363533,2.045136
0.782338,2.227330,1.969891
0.782338,2.260285,1.969891
0.790793,1.979042,1.921494
0.799566,1.556667,1.873238
0.808569,1.367102,1.825660
0.840285,1.413305,1.671682
0.840285,2.077132,1.671682
0.845604,1.451510,1.647648
0.849373,1.782547,1.630883
0.858793,1.331557,1.589880
0.868458,2.043559,1.549015
0.883872,2.027873,1.485966
0.898231,1.783119,1.429103
0.898231,1.377683,1.429103
0.903889,1.170065,1.407082
0.940894,1.371809,1.266172
0.956177,1.250297,1.208526
0.956177,0.832910,1.208526
0.962174,1.201523,1.185854
0.966531,1.297667,1.169345
0.977246,1.349205,1.128557
0.997915,0.932340,1.048902
