# Training inputs, Training outputs, Predictions
-0.988091,1.524157,1.309860
-0.966580,1.302714,1.368484
-0.961236,1.320272,1.383887
-0.956050,1.428158,1.399168
-0.956050,1.739006,1.399168
-0.940815,1.094575,1.446024
-0.928202,1.607165,1.487129
-0.918004,1.446773,1.521969
-0.908000,1.267876,1.557594
-0.902951,1.584018,1.576138
-0.898104,1.583946,1.594303
-0.898104,1.468610,1.594303
-0.868313,1.716765,1.714126
-0.849421,1.835746,1.797831
-0.844666,1.603797,1.819895
-0.840158,1.868353,1.841195
-0.840158,2.081989,1.841195
-0.826772,2.009911,1.906651
-0.786381,2.066725,2.125272
-0.782211,2.415545,2.149718
-0.782211,2.059530,2.149718
-0.769751,2.344412,2.224937
-0.748536,2.654754,2.360573
-0.740324,2.362966,2.415669
-0.732263,2.500753,2.471170
-0.728096,2.481395,2.500415
-0.724265,2.689129,2.527627
-0.712729,2.632828,2.611495
-0.688647,3.298726,2.795795
-0.681098,3.024516,2.856108
-0.673684,3.701422,2.916488
-0.669811,2.780010,2.948490
-0.666319,2.480840,2.977598
-0.666319,2.568177,2.977598
-0.655708,3.019953,3.067571
-0.628759,3.384634,3.306008
-0.621871,2.992878,3.369149
-0.615105,2.888359,3.432015
-0.611525,3.190346,3.465608
-0.608373,2.948314,3.495381
-0.608373,3.011462,3.495381
-0.598687,2.810895,3.587933
-0.562645,4.364773,3.946052
-0.553240,4.231863,4.042911
-0.541665,3.948003,4.164015
-0.508981,3.580453,4.517161
-0.503418,4.088364,4.578941
-0.494955,4.236786,4.673880
-0.484644,5.023104,4.791153
-0.449093,5.054145,5.209696
-0.389204,7.352670,5.970815
-0.380789,5.501436,6.083884
-0.378385,6.335169,6.116460
-0.376587,7.333855,6.140900
-0.329315,6.418205,6.807045
-0.322209,6.017522,6.910581
-0.320100,7.482382,6.941457
-0.318641,6.999644,6.962835
-0.269427,7.832975,7.692643
-0.266512,7.949323,7.735832
-0.263630,7.824751,7.778448
-0.261814,8.178214,7.805261
-0.256558,8.728777,7.882658
-0.209538,7.387583,8.548182
-0.207285,8.296161,8.578322
-0.205051,7.525243,8.608007
-0.202749,8.360374,8.638390
-0.202749,7.822538,8.638390
-0.146472,9.349517,9.298759
-0.144802,9.401727,9.315609
-0.144802,9.788214,9.315609
-0.087893,9.695864,9.781483
-0.086959,9.930950,9.787312
-0.086856,10.000199,9.787952
-0.085493,10.425566,9.796339
-0.029872,9.548973,10.027426
-0.029605,9.315312,10.027998
-0.029314,9.415291,10.028618
-0.028910,10.481774,10.029469
-0.028910,9.595971,10.029469
-0.028674,10.393341,10.029959
0.028550,10.157309,10.022749
0.029037,10.269797,10.021566
0.029037,9.544487,10.021566
0.029265,10.012483,10.021006
0.029611,9.730937,10.020147
0.030017,10.275104,10.019127
0.085571,9.555235,9.750324
0.086983,9.881043,9.740246
0.087844,10.131347,9.734022
0.089905,10.272061,9.718908
0.144929,8.468346,9.218439
0.144929,8.735704,9.218439
0.146182,8.937251,9.205406
0.149794,9.547047,9.167559
0.202875,10.389207,8.584911
0.202875,8.891998,8.584911
0.205002,7.387863,8.561030
0.207301,8.212467,8.535199
0.256636,7.696634,7.970299
0.260822,8.226356,7.920846
0.260822,8.082369,7.920846
0.262752,7.884069,7.897923
0.266527,7.955763,7.852847
0.313657,6.951663,7.255931
0.318768,6.763680,7.186619
0.318768,7.125862,7.186619
0.321037,7.264828,7.155527
0.322161,6.665792,7.140061
0.325754,7.078862,7.090264
0.329460,6.988508,7.038383
0.370679,7.537263,6.427206
0.376714,6.176714,6.333067
0.379322,6.243198,6.292095
0.380740,6.960724,6.269758
0.389349,6.301788,6.133152
0.444207,6.228423,5.249759
0.449237,3.789126,5.170087
0.484722,4.681690,4.629323
0.492607,5.386224,4.515524
0.492607,4.874291,4.515524
0.495893,4.257895,4.468891
0.497898,3.811993,4.440660
0.503434,2.944032,4.363659
0.550553,4.165282,3.764810
0.550553,2.945220,3.764810
0.562660,2.793954,3.626885
0.569015,3.766603,3.556917
0.598765,3.826963,3.249736
0.612463,2.550568,3.118533
0.615056,3.131672,3.094353
0.621887,3.347922,3.031621
0.628903,2.273815,2.968573
0.655786,2.958071,2.739072
0.666446,3.781984,2.652947
0.666446,3.266095,2.652947
0.673635,2.860041,2.596312
0.688792,3.018937,2.480587
0.712808,2.335939,2.306935
0.724392,2.156470,2.227274
0.724392,2.147218,2.227274
0.729033,1.631851,2.196093
0.732214,1.953593,2.174962
0.740340,1.900642,2.121876
0.748681,1.927653,2.068703
0.769829,2.518692,1.939867
0.782338,2.216791,1.867693
0.782338,2.452228,1.867693
0.790793,1.630912,1.820607
0.799566,1.270528,1.773197
0.808569,1.589027,1.726072
0.840285,1.460003,1.572295
0.840285,1.441696,1.572295
0.845604,1.654909,1.548351
0.849373,1.634932,1.531701
0.858793,1.597137,1.491222
0.868458,2.197566,1.451361
0.883872,1.537790,1.391220
0.898231,1.336827,1.338885
0.898231,1.800236,1.338885
0.903889,0.874641,1.319213
0.940894,1.218754,1.203114
0.956177,1.192919,1.161139
0.956177,1.051052,1.161139
0.962174,1.226969,1.145559
0.966531,0.991984,1.134546
0.977246,1.214156,1.108518
0.997915,1.176494,1.062368
