# Training inputs, Training outputs, Predictions
-0.992079,0.086604,0.068539
-0.982921,0.069500,0.069747
-0.971825,0.076872,0.071265
-0.969544,0.070681,0.071584
-0.953044,0.083467,0.073977
-0.950225,0.065537,0.074401
-0.937208,0.064254,0.076413
-0.926628,0.065712,0.078120
-0.924409,0.076413,0.078486
-0.906913,0.079345,0.081483
-0.906025,0.079071,0.081640
-0.890286,0.084726,0.084514
-0.881431,0.087004,0.086206
-0.860782,0.095762,0.090373
-0.845780,0.086663,0.093607
-0.836233,0.097528,0.095762
-0.817627,0.084554,0.100190
-0.800066,0.086322,0.104666
-0.791036,0.130012,0.107086
-0.788493,0.142860,0.107783
-0.768521,0.120574,0.113500
-0.754352,0.159876,0.117833
-0.745839,0.131556,0.120553
-0.743870,0.172012,0.121195
-0.729229,0.146244,0.126131
-0.722390,0.123443,0.128537
-0.708638,0.117257,0.133577
-0.700642,0.147717,0.136638
-0.698735,0.136229,0.137382
-0.686700,0.133549,0.142217
-0.685029,0.166431,0.142907
-0.662924,0.151229,0.152495
-0.655444,0.149153,0.155942
-0.653601,0.134994,0.156808
-0.640830,0.154103,0.162993
-0.635804,0.145611,0.165519
-0.617210,0.196820,0.175342
-0.610247,0.178701,0.179224
-0.608466,0.185020,0.180236
-0.596631,0.136089,0.187155
-0.583997,0.215412,0.194938
-0.571497,0.247685,0.203066
-0.563331,0.221535,0.208617
-0.552432,0.222884,0.216339
-0.534011,0.213149,0.230248
-0.525783,0.237855,0.236830
-0.519853,0.213018,0.241722
-0.518196,0.158503,0.243110
-0.508232,0.224439,0.251680
-0.491735,0.346742,0.266710
-0.480069,0.343243,0.278005
-0.473062,0.320282,0.285067
-0.464033,0.353105,0.294484
-0.445604,0.437964,0.314863
-0.434355,0.241533,0.328100
-0.432218,0.386845,0.330685
-0.419834,0.392317,0.346119
-0.399474,0.294652,0.373226
-0.384261,0.636983,0.394928
-0.375635,0.436644,0.407796
-0.342927,0.372332,0.460301
-0.339063,0.575339,0.466889
-0.331436,0.432919,0.480125
-0.307212,0.323665,0.524123
-0.297213,0.285685,0.543096
-0.287236,0.663930,0.562453
-0.279528,0.699828,0.577672
-0.261081,0.635131,0.614885
-0.251500,0.611126,0.634562
-0.248669,0.597223,0.640409
-0.247388,0.575156,0.643059
-0.243037,0.688224,0.652077
-0.228632,0.629835,0.682055
-0.205786,0.626417,0.729483
-0.202253,0.737783,0.736748
-0.198838,0.743233,0.743742
-0.177735,0.883659,0.786106
-0.168819,0.870949,0.803416
-0.160072,0.816925,0.819960
-0.158274,0.840101,0.823300
-0.157118,0.852723,0.825437
-0.126839,0.840523,0.877739
-0.122688,0.809687,0.884283
-0.114358,0.906562,0.896903
-0.113077,0.885638,0.898780
-0.110439,0.844950,0.902591
-0.076558,0.994642,0.944496
-0.067880,0.971986,0.952968
-0.066240,0.966769,0.954459
-0.022930,0.970412,0.980700
-0.022683,0.967431,0.980775
-0.022041,1.020598,0.980967
-0.021714,0.987059,0.981062
0.022158,0.952847,0.980234
0.022515,0.956975,0.980118
0.023421,0.952653,0.979814
0.025851,0.923978,0.978942
0.061835,0.929167,0.956790
0.066357,0.956084,0.952822
0.068556,0.984189,0.950801
0.076747,1.003715,0.942752
0.107966,0.928867,0.904998
0.112909,0.926570,0.898062
0.113690,0.834240,0.896944
0.114211,0.919115,0.896195
0.127644,0.803936,0.875989
0.158106,0.871040,0.824493
0.159925,1.040378,0.821202
0.198955,0.813612,0.746190
0.200228,0.538748,0.743632
0.203304,0.578276,0.737427
0.203960,0.582613,0.736099
0.229437,0.690085,0.683789
0.246358,0.785219,0.648609
0.248501,0.695729,0.644153
0.251353,0.740975,0.638223
0.280333,0.513844,0.578497
0.292489,0.570181,0.553950
0.294229,0.491552,0.550470
0.297067,0.802526,0.544816
0.331229,0.450110,0.479046
0.331553,0.462272,0.478447
0.338620,0.426402,0.465462
0.338896,0.403420,0.464961
0.339364,0.337479,0.464109
0.342781,0.427897,0.457928
0.375752,0.500341,0.401281
0.382126,0.444497,0.390987
0.384093,0.394216,0.387855
0.384751,0.407962,0.386812
0.388495,0.504664,0.380921
0.419951,0.300486,0.334457
0.429634,0.326373,0.321245
0.430882,0.344244,0.319579
0.433022,0.251463,0.316740
0.434208,0.276510,0.315179
0.464150,0.191238,0.278214
0.474487,0.339547,0.266524
0.479922,0.301681,0.260591
0.519685,0.213088,0.221410
0.523144,0.212039,0.218335
0.525636,0.175833,0.216151
0.552549,0.193787,0.194170
0.565038,0.231688,0.184913
0.569274,0.207676,0.181901
0.585712,0.238891,0.170798
0.610079,0.128095,0.155938
0.610173,0.158326,0.155884
0.615405,0.137705,0.152927
0.617064,0.139392,0.152005
0.640947,0.127009,0.139568
0.655308,0.097069,0.132789
0.662778,0.136766,0.129455
0.685146,0.129692,0.120205
0.687505,0.155852,0.119290
0.707667,0.085701,0.111908
0.708492,0.093712,0.111622
0.729346,0.057379,0.104781
0.738401,0.088525,0.102032
0.745577,0.068626,0.099943
0.773545,0.118679,0.092501
0.789298,0.095930,0.088758
0.790712,0.101177,0.088437
0.790868,0.093847,0.088401
0.799919,0.088540,0.086400
0.799929,0.083329,0.086398
0.817744,0.078316,0.082722
0.835847,0.077959,0.079316
0.836065,0.084891,0.079277
0.840194,0.082053,0.078544
0.845633,0.078584,0.077603
0.846060,0.098376,0.077530
0.881263,0.070857,0.072043
0.891091,0.069512,0.070680
0.892190,0.079818,0.070531
0.926460,0.059197,0.066304
0.937061,0.063489,0.065139
0.938321,0.078759,0.065005
0.941987,0.060171,0.064619
0.971251,0.061025,0.061784
0.971657,0.041274,0.061747
0.984452,0.065607,0.060637
0.994541,0.056621,0.059810
