# Training inputs, Training outputs, Predictions
-0.992079,0.081050,0.071777
-0.982921,0.076500,0.072675
-0.971825,0.087385,0.073816
-0.969544,0.075926,0.074058
-0.953044,0.075695,0.075884
-0.950225,0.071398,0.076210
-0.937208,0.083078,0.077772
-0.926628,0.071531,0.079112
-0.924409,0.062554,0.079401
-0.906913,0.071449,0.081791
-0.906025,0.072539,0.081917
-0.890286,0.082838,0.084247
-0.881431,0.094499,0.085634
-0.860782,0.103391,0.089096
-0.845780,0.100009,0.091828
-0.836233,0.104341,0.093667
-0.817627,0.089988,0.097492
-0.800066,0.081308,0.101418
-0.791036,0.159857,0.103564
-0.788493,0.120066,0.104185
-0.768521,0.142128,0.109322
-0.754352,0.135298,0.113266
-0.745839,0.097104,0.115762
-0.743870,0.088771,0.116354
-0.729229,0.132566,0.120927
-0.722390,0.113991,0.123171
-0.708638,0.096351,0.127905
-0.700642,0.116540,0.130800
-0.698735,0.125434,0.131506
-0.686700,0.184121,0.136110
-0.685029,0.139453,0.136770
-0.662924,0.109964,0.145996
-0.655444,0.159793,0.149338
-0.653601,0.155573,0.150180
-0.640830,0.160913,0.156211
-0.635804,0.137930,0.158684
-0.617210,0.151898,0.168347
-0.610247,0.138989,0.172185
-0.608466,0.121270,0.173187
-0.596631,0.201560,0.180055
-0.583997,0.245933,0.187811
-0.571497,0.209164,0.195939
-0.563331,0.226024,0.201505
-0.552432,0.211862,0.209265
-0.534011,0.187871,0.223284
-0.525783,0.209030,0.229932
-0.519853,0.289797,0.234878
-0.518196,0.237072,0.236283
-0.508232,0.227853,0.244959
-0.491735,0.372910,0.260191
-0.480069,0.363419,0.271648
-0.473062,0.432675,0.278814
-0.464033,0.317667,0.288371
-0.445604,0.392778,0.309051
-0.434355,0.355841,0.322478
-0.432218,0.339894,0.325099
-0.419834,0.278286,0.340742
-0.399474,0.322554,0.368176
-0.384261,0.398171,0.390097
-0.375635,0.541692,0.403075
-0.342927,0.454203,0.455855
-0.339063,0.432004,0.462456
-0.331436,0.390903,0.475707
-0.307212,0.472757,0.519617
-0.297213,0.493367,0.538488
-0.287236,0.600390,0.557703
-0.279528,0.644648,0.572783
-0.261081,0.633347,0.609566
-0.251500,0.627111,0.628966
-0.248669,0.723087,0.634724
-0.247388,0.686166,0.637334
-0.243037,0.482989,0.646209
-0.228632,0.675652,0.675672
