,0,1,time,energy
0,-0.398870068359375,-32.9877,10,60
1,-0.396610205078125,-38.4186,10,60
2,-0.394350341796875,-68.5081,10,60
3,-0.392090478515625,-61.5937,10,60
4,-0.389830615234375,-118.91,10,60
5,-0.387570751953125,-25.9292,10,60
6,-0.385310888671875,-38.958,10,60
7,-0.383051025390625,-51.122,10,60
8,-0.380791162109375,-26.0433,10,60
9,-0.37853129882812503,-57.6584,10,60
10,-0.37627143554687503,2.03136,10,60
11,-0.37401157226562504,29.5117,10,60
12,-0.37175170898437504,20.0473,10,60
13,-0.36949184570312504,-135.444,10,60
14,-0.36723198242187505,-81.3521,10,60
15,-0.364972119140625,2.32026,10,60
16,-0.362712255859375,2.98977,10,60
17,-0.360452392578125,54.3195,10,60
18,-0.358192529296875,-116.88,10,60
19,-0.355932666015625,-7.34217,10,60
20,-0.353672802734375,99.6541,10,60
21,-0.351412939453125,12.4825,10,60
22,-0.349153076171875,32.8822,10,60
23,-0.346893212890625,35.5918,10,60
24,-0.34463334960937503,-95.8434,10,60
25,-0.34237348632812503,108.447,10,60
26,-0.34011362304687504,17.4302,10,60
27,-0.33785375976562504,-170.478,10,60
28,-0.335593896484375,-26.6915,10,60
29,-0.33333403320312505,18.8408,10,60
30,-0.331074169921875,-111.311,10,60
31,-0.328814306640625,-33.8448,10,60
32,-0.326554443359375,2.54143,10,60
33,-0.324294580078125,-13.7743,10,60
34,-0.322034716796875,-60.9811,10,60
35,-0.319774853515625,-72.636,10,60
36,-0.317514990234375,8.00833,10,60
37,-0.315255126953125,-80.9207,10,60
38,-0.312995263671875,36.4454,10,60
39,-0.310735400390625,-69.7703,10,60
40,-0.30847553710937503,-3.65719,10,60
41,-0.306215673828125,28.6745,10,60
42,-0.30395581054687504,64.0136,10,60
43,-0.301695947265625,-37.2637,10,60
44,-0.299436083984375,16.7084,10,60
45,-0.297176220703125,-6.68267,10,60
46,-0.294916357421875,-142.459,10,60
47,-0.292656494140625,21.035,10,60
48,-0.290396630859375,59.2719,10,60
49,-0.288136767578125,-38.2856,10,60
50,-0.285876904296875,58.2449,10,60
51,-0.283617041015625,-11.0636,10,60
52,-0.281357177734375,13.3542,10,60
53,-0.279097314453125,62.6992,10,60
54,-0.276837451171875,-67.4016,10,60
55,-0.27457758789062503,102.718,10,60
56,-0.272317724609375,-39.0982,10,60
57,-0.27005786132812504,38.9367,10,60
58,-0.267797998046875,-45.5422,10,60
59,-0.26553813476562504,98.1009,10,60
60,-0.263278271484375,144.705,10,60
61,-0.261018408203125,-88.8825,10,60
62,-0.258758544921875,68.0918,10,60
63,-0.256498681640625,-51.7156,10,60
64,-0.254238818359375,-33.1495,10,60
65,-0.251978955078125,48.655,10,60
66,-0.24971909179687501,-157.786,10,60
67,-0.24745922851562502,48.2484,10,60
68,-0.245199365234375,109.571,10,60
69,-0.242939501953125,-31.6083,10,60
70,-0.240679638671875,-120.355,10,60
71,-0.238419775390625,-58.9456,10,60
72,-0.236159912109375,-138.018,10,60
73,-0.233900048828125,-93.2697,10,60
74,-0.23164018554687502,72.0505,10,60
75,-0.229380322265625,12.4236,10,60
76,-0.227120458984375,83.3063,10,60
77,-0.224860595703125,-15.0939,10,60
78,-0.222600732421875,26.1003,10,60
79,-0.220340869140625,136.969,10,60
80,-0.218081005859375,171.097,10,60
81,-0.215821142578125,179.093,10,60
82,-0.213561279296875,51.5959,10,60
83,-0.211301416015625,78.8621,10,60
84,-0.209041552734375,58.7787,10,60
85,-0.206781689453125,29.1085,10,60
86,-0.204521826171875,39.0019,10,60
87,-0.202261962890625,-135.13,10,60
88,-0.200002099609375,9.0346,10,60
89,-0.197742236328125,-58.6949,10,60
90,-0.195482373046875,-61.6147,10,60
91,-0.193222509765625,115.796,10,60
92,-0.190962646484375,-61.7198,10,60
93,-0.188702783203125,54.8992,10,60
94,-0.186442919921875,-12.4389,10,60
95,-0.184183056640625,74.3017,10,60
96,-0.18192319335937499,61.507,10,60
97,-0.179663330078125,84.852,10,60
98,-0.177403466796875,67.0359,10,60
99,-0.175143603515625,-16.2466,10,60
100,-0.172883740234375,158.737,10,60
101,-0.170623876953125,122.347,10,60
102,-0.168364013671875,3.17186,10,60
103,-0.16610415039062498,46.5973,10,60
104,-0.163844287109375,163.071,10,60
105,-0.161584423828125,116.372,10,60
106,-0.159324560546875,110.773,10,60
107,-0.157064697265625,145.403,10,60
108,-0.154804833984375,150.247,10,60
109,-0.152544970703125,252.62,10,60
110,-0.15028510742187498,168.144,10,60
111,-0.148025244140625,282.13,10,60
112,-0.14576538085937502,116.313,10,60
113,-0.14350551757812502,160.464,10,60
114,-0.14124565429687497,205.836,10,60
115,-0.13898579101562497,185.431,10,60
116,-0.13672592773437497,88.8156,10,60
117,-0.13446606445312498,181.251,10,60
118,-0.13220620117187498,217.204,10,60
119,-0.12994633789062499,141.956,10,60
120,-0.127686474609375,181.843,10,60
121,-0.125426611328125,205.438,10,60
122,-0.123166748046875,247.957,10,60
123,-0.120906884765625,293.93,10,60
