,0,1,time,energy
0,-0.53474287109375,216.824,100,60
1,-0.53182861328125,263.408,100,60
2,-0.52891435546875,151.076,100,60
3,-0.52600009765625,148.804,100,60
4,-0.52308583984375,58.0984,100,60
5,-0.52017158203125,175.388,100,60
6,-0.51725732421875,188.297,100,60
7,-0.51434306640625,285.199,100,60
8,-0.5114288085937501,165.077,100,60
9,-0.50851455078125,333.935,100,60
10,-0.50560029296875,288.184,100,60
11,-0.50268603515625,150.452,100,60
12,-0.49977177734375,46.7294,100,60
13,-0.49685751953125,167.377,100,60
14,-0.49394326171875,242.789,100,60
15,-0.49102900390625004,293.511,100,60
16,-0.48811474609375,216.984,100,60
17,-0.48520048828125,273.072,100,60
18,-0.48228623046875,175.578,100,60
19,-0.47937197265625003,296.377,100,60
20,-0.47645771484375,161.58,100,60
21,-0.47354345703125,164.093,100,60
22,-0.47062919921875,220.022,100,60
23,-0.46771494140625003,265.04,100,60
24,-0.46480068359375004,276.682,100,60
25,-0.46188642578125,181.624,100,60
26,-0.45897216796875,356.689,100,60
27,-0.45605791015625,213.31,100,60
28,-0.45314365234375,405.534,100,60
29,-0.45022939453125,370.84,100,60
30,-0.44731513671875,429.62,100,60
31,-0.44440087890625,189.437,100,60
32,-0.44148662109375003,240.951,100,60
33,-0.43857236328125004,410.565,100,60
34,-0.43565810546875,194.452,100,60
35,-0.43274384765625,449.31,100,60
36,-0.42982958984375,357.839,100,60
37,-0.42691533203125,345.007,100,60
38,-0.42400107421875,359.867,100,60
39,-0.42108681640625,246.044,100,60
40,-0.41817255859375,352.009,100,60
41,-0.41525830078125003,147.878,100,60
42,-0.41234404296875,325.948,100,60
43,-0.40942978515625,432.535,100,60
44,-0.40651552734375,426.282,100,60
45,-0.40360126953125,356.276,100,60
46,-0.40068701171875,482.76,100,60
47,-0.39777275390625,384.015,100,60
48,-0.39485849609375,513.8,100,60
49,-0.39194423828125,430.667,100,60
50,-0.38902998046875004,381.064,100,60
51,-0.38611572265625005,663.692,100,60
52,-0.38320146484375,459.954,100,60
53,-0.38028720703125,477.478,100,60
54,-0.37737294921875,527.172,100,60
55,-0.37445869140625,456.48,100,60
56,-0.37154443359375,486.884,100,60
57,-0.36863017578125,352.916,100,60
58,-0.36571591796875,513.348,100,60
59,-0.36280166015625004,584.552,100,60
60,-0.35988740234375005,454.786,100,60
61,-0.35697314453125,567.506,100,60
62,-0.35405888671875,501.583,100,60
63,-0.35114462890625,432.678,100,60
64,-0.34823037109375,433.206,100,60
65,-0.34531611328125,594.485,100,60
66,-0.34240185546875,492.533,100,60
67,-0.33948759765625003,668.898,100,60
68,-0.33657333984375004,627.408,100,60
69,-0.33365908203125005,667.744,100,60
70,-0.33074482421875,646.051,100,60
71,-0.32783056640625,606.112,100,60
72,-0.32491630859375,622.192,100,60
73,-0.32200205078125,579.172,100,60
74,-0.31908779296875,559.271,100,60
75,-0.31617353515625,668.418,100,60
