,x,y,time,energy
22482,1.2599600341796875,1.2599600341796875,10,200
22483,1.2606831103515623,1.2606831103515623,10,200
22484,1.2614061865234374,1.2614061865234374,10,200
22485,1.2621292626953124,1.2621292626953124,10,200
22486,1.2628523388671875,1.2628523388671875,10,200
22487,1.2635754150390623,1.2635754150390623,10,200
22488,1.2642984912109374,1.2642984912109374,10,200
22489,1.2650215673828125,1.2650215673828125,10,200
22490,1.2657446435546873,1.2657446435546873,10,200
22491,1.2664677197265624,1.2664677197265624,10,200
22492,1.2671907958984374,1.2671907958984374,10,200
22493,1.2679138720703125,1.2679138720703125,10,200
22494,1.2686369482421873,1.2686369482421873,10,200
22495,1.2693600244140624,1.2693600244140624,10,200
22496,1.2700831005859374,1.2700831005859374,10,200
22497,1.2708061767578125,1.2708061767578125,10,200
22498,1.2715292529296873,1.2715292529296873,10,200
22499,1.2722523291015624,1.2722523291015624,10,200
22500,1.2729754052734374,1.2729754052734374,10,200
22501,1.2736984814453125,1.2736984814453125,10,200
22502,1.2744215576171873,1.2744215576171873,10,200
22503,1.2751446337890624,1.2751446337890624,10,200
22504,1.2758677099609375,1.2758677099609375,10,200
22505,1.2765907861328123,1.2765907861328123,10,200
22506,1.2773138623046874,1.2773138623046874,10,200
22507,1.2780369384765624,1.2780369384765624,10,200
22508,1.2787600146484375,1.2787600146484375,10,200
22509,1.2794830908203123,1.2794830908203123,10,200
22510,1.2802061669921874,1.2802061669921874,10,200
22511,1.2809292431640624,1.2809292431640624,10,200
22512,1.2816523193359375,1.2816523193359375,10,200
22513,1.2823753955078123,1.2823753955078123,10,200
22514,1.2830984716796874,1.2830984716796874,10,200
22515,1.2838215478515624,1.2838215478515624,10,200
22516,1.2845446240234375,1.2845446240234375,10,200
22517,1.2852677001953123,1.2852677001953123,10,200
22518,1.2859907763671874,1.2859907763671874,10,200
22519,1.2867138525390625,1.2867138525390625,10,200
22520,1.2874369287109373,1.2874369287109373,10,200
22521,1.2881600048828123,1.2881600048828123,10,200
22522,1.2888830810546874,1.2888830810546874,10,200
22523,1.2896061572265625,1.2896061572265625,10,200
22524,1.2903292333984373,1.2903292333984373,10,200
22525,1.2910523095703124,1.2910523095703124,10,200
22526,1.2917753857421874,1.2917753857421874,10,200
22527,1.2924984619140625,1.2924984619140625,10,200
22528,-0.1876370654296875,-0.1876370654296875,10,200
22529,-0.1869111962890625,-0.1869111962890625,10,200
22530,-0.1861853271484375,-0.1861853271484375,10,200
22531,-0.1854594580078125,-0.1854594580078125,10,200
22532,-0.1847335888671875,-0.1847335888671875,10,200
22533,-0.1840077197265625,-0.1840077197265625,10,200
22534,-0.1832818505859375,-0.1832818505859375,10,200
22535,-0.1825559814453125,-0.1825559814453125,10,200
22536,-0.1818301123046875,-0.1818301123046875,10,200
22537,-0.1811042431640625,-0.1811042431640625,10,200
22538,-0.1803783740234375,-0.1803783740234375,10,200
22539,-0.1796525048828125,-0.1796525048828125,10,200
22540,-0.1789266357421875,-0.1789266357421875,10,200
22541,-0.1782007666015625,-0.1782007666015625,10,200
22542,-0.1774748974609375,-0.1774748974609375,10,200
22543,-0.1767490283203125,-0.1767490283203125,10,200
22544,-0.1760231591796875,-0.1760231591796875,10,200
22545,-0.1752972900390625,-0.1752972900390625,10,200
22546,-0.1745714208984375,-0.1745714208984375,10,200
22547,-0.1738455517578125,-0.1738455517578125,10,200
22548,-0.1731196826171875,-0.1731196826171875,10,200
22549,-0.1723938134765625,-0.1723938134765625,10,200
22550,-0.1716679443359375,-0.1716679443359375,10,200
22551,-0.17094207519531252,-0.17094207519531252,10,200
22552,-0.1702162060546875,-0.1702162060546875,10,200
22553,-0.1694903369140625,-0.1694903369140625,10,200
22554,-0.1687644677734375,-0.1687644677734375,10,200
22555,-0.1680385986328125,-0.1680385986328125,10,200
22556,-0.1673127294921875,-0.1673127294921875,10,200
22557,-0.1665868603515625,-0.1665868603515625,10,200
22558,-0.1658609912109375,-0.1658609912109375,10,200
22559,-0.1651351220703125,-0.1651351220703125,10,200
22560,-0.1644092529296875,-0.1644092529296875,10,200
22561,-0.1636833837890625,-0.1636833837890625,10,200
22562,-0.1629575146484375,-0.1629575146484375,10,200
22563,-0.1622316455078125,-0.1622316455078125,10,200
22564,-0.1615057763671875,-0.1615057763671875,10,200
22565,-0.1607799072265625,-0.1607799072265625,10,200
22566,-0.1600540380859375,-0.1600540380859375,10,200
22567,-0.1593281689453125,-0.1593281689453125,10,200
22568,-0.15860229980468749,-0.15860229980468749,10,200
22569,-0.1578764306640625,-0.1578764306640625,10,200
22570,-0.1571505615234375,-0.1571505615234375,10,200
22571,-0.1564246923828125,-0.1564246923828125,10,200
22572,-0.1556988232421875,-0.1556988232421875,10,200
22573,-0.1549729541015625,-0.1549729541015625,10,200
22574,-0.1542470849609375,-0.1542470849609375,10,200
22575,-0.1535212158203125,-0.1535212158203125,10,200
22576,-0.1527953466796875,-0.1527953466796875,10,200
22577,-0.1520694775390625,-0.1520694775390625,10,200
22578,-0.1513436083984375,-0.1513436083984375,10,200
22579,-0.1506177392578125,-0.1506177392578125,10,200
22580,-0.1498918701171875,-0.1498918701171875,10,200
22581,-0.1491660009765625,-0.1491660009765625,10,200
22582,-0.14844013183593752,-0.14844013183593752,10,200
22583,-0.14771426269531251,-0.14771426269531251,10,200
22584,-0.1469883935546875,-0.1469883935546875,10,200
22585,-0.1462625244140625,-0.1462625244140625,10,200
22586,-0.1455366552734375,-0.1455366552734375,10,200
22587,-0.1448107861328125,-0.1448107861328125,10,200
22588,-0.1440849169921875,-0.1440849169921875,10,200
22589,-0.1433590478515625,-0.1433590478515625,10,200
22590,-0.1426331787109375,-0.1426331787109375,10,200
22591,-0.1419073095703125,-0.1419073095703125,10,200
22592,-0.1411814404296875,-0.1411814404296875,10,200
22593,-0.1404555712890625,-0.1404555712890625,10,200
22594,-0.1397297021484375,-0.1397297021484375,10,200
22595,-0.1390038330078125,-0.1390038330078125,10,200
22596,-0.1382779638671875,-0.1382779638671875,10,200
22597,-0.1375520947265625,-0.1375520947265625,10,200
22598,-0.1368262255859375,-0.1368262255859375,10,200
22599,-0.1361003564453125,-0.1361003564453125,10,200
22600,-0.13537448730468749,-0.13537448730468749,10,200
22601,-0.13464861816406248,-0.13464861816406248,10,200
22602,-0.1339227490234375,-0.1339227490234375,10,200
22603,-0.1331968798828125,-0.1331968798828125,10,200
22604,-0.1324710107421875,-0.1324710107421875,10,200
22605,-0.1317451416015625,-0.1317451416015625,10,200
22606,-0.1310192724609375,-0.1310192724609375,10,200
22607,-0.1302934033203125,-0.1302934033203125,10,200
22608,-0.1295675341796875,-0.1295675341796875,10,200
22609,-0.1288416650390625,-0.1288416650390625,10,200
22610,-0.1281157958984375,-0.1281157958984375,10,200
22611,-0.1273899267578125,-0.1273899267578125,10,200
22612,-0.1266640576171875,-0.1266640576171875,10,200
22613,-0.1259381884765625,-0.1259381884765625,10,200
22614,-0.12521231933593752,-0.12521231933593752,10,200
22615,-0.1244864501953125,-0.1244864501953125,10,200
22616,-0.1237605810546875,-0.1237605810546875,10,200
22617,-0.1230347119140625,-0.1230347119140625,10,200
22618,-0.1223088427734375,-0.1223088427734375,10,200
22619,-0.1215829736328125,-0.1215829736328125,10,200
22620,-0.1208571044921875,-0.1208571044921875,10,200
22621,-0.1201312353515625,-0.1201312353515625,10,200
22622,-0.1194053662109375,-0.1194053662109375,10,200
22623,-0.1186794970703125,-0.1186794970703125,10,200
22624,-0.1179536279296875,-0.1179536279296875,10,200
22625,-0.1172277587890625,-0.1172277587890625,10,200
22626,-0.1165018896484375,-0.1165018896484375,10,200
22627,-0.1157760205078125,-0.1157760205078125,10,200
22628,-0.1150501513671875,-0.1150501513671875,10,200
22629,-0.1143242822265625,-0.1143242822265625,10,200
22630,-0.1135984130859375,-0.1135984130859375,10,200
22631,-0.1128725439453125,-0.1128725439453125,10,200
22632,-0.1121466748046875,-0.1121466748046875,10,200
22633,-0.1114208056640625,-0.1114208056640625,10,200
22634,-0.1106949365234375,-0.1106949365234375,10,200
22635,-0.1099690673828125,-0.1099690673828125,10,200
