# best iteration: (array([25]),)
951410.250000,22892.265625
22.373539,22.170612
17.636740,17.246910
16.908886,16.486498
16.893063,16.372833
16.600451,16.129305
15.011881,14.033153
13.222790,11.837910
12.065957,10.574085
11.667813,10.033347
10.304887,8.864726
9.763453,8.055511
6.841822,5.694899
5.105772,5.340997
15.911019,3.313868
2.008312,1.671811
1.747232,1.521027
1.704390,1.484369
6.462383,22.456738
1.655180,1.444133
1.645144,1.436118
1.624634,1.415740
1.612879,1.401378
1.291762,1.195951
1.164520,1.123765
1.131983,1.104417
