# best iteration: (array([24]),)
3976365.750000,1203460.375000
24.504343,24.016121
21.030760,20.155588
18.967144,17.973263
18.257748,17.331553
17.644215,16.534597
17.126728,15.983934
178.285522,94.500175
13.911071,12.433976
13.153602,11.667185
12.556600,11.189122
12.036186,10.644779
11.059069,9.601241
9.326986,7.814241
5.715083,4.668175
2.280969,2.075290
1.754538,1.558381
1.694815,1.490093
1.821295,1.532806
1.665995,1.454263
1.989654,4.570611
7.635656,3.288090
1.359836,1.278364
1.272290,1.322646
1.132995,1.098677
