# best iteration: (array([28]),)
10006138.000000,4833081.500000
33.237801,29.149433
21.474262,18.729797
19.936796,17.313410
18.708488,16.272022
18.177422,15.860901
17.549267,15.322331
16.229731,14.213584
14.155019,12.394046
13.116218,11.351721
12.202473,10.476301
11.019028,9.306148
10.202925,8.571171
84.786125,130.104050
5.794972,5.170480
3.644196,3.607369
16.602310,7.654823
2.355850,2.357206
1.943562,1.890024
2.229339,3.205199
1.844842,1.820592
1.775817,1.865795
3.266544,2.610508
3.142577,3.118392
1.743902,1.691230
3.474411,1.709866
13.792404,14.328433
1.596714,2.264728
1.406134,1.345750
3.450300,7.236910
1.752847,1.642830
29.003048,21.666384
