# best iteration: (array([26]),)
1001214.937500,737.180664
18.868189,16.807247
17.544044,15.487670
15.887950,13.947968
14.964589,13.172997
24.489697,54.612724
14.958969,12.473091
13.161433,11.286725
13.079813,15.390388
10.467727,8.887753
9.221112,7.800656
7.984121,6.778906
6.748185,5.817953
5.410365,4.857221
4.276120,3.998997
3.408215,3.318766
17.659822,10.484844
17.573719,17.695526
5.217968,5.138914
1.985520,2.027902
1.743134,1.721502
1.592836,1.573746
1.517806,1.500259
15.986773,23.874331
1.431409,1.410592
1.387498,1.368549
1.324112,1.307524
2.353317,1.946140
2.120498,1.797042
1.677910,1.651005
1.664878,1.639654
1.656309,1.634152
3.601599,3.615542
1.641122,1.621727
1.635895,1.616195
1.624231,1.608486
46.263569,3.557765
