,Unnamed: 0,pred,pred_high,pred_low,dif4,sigma_dif4,dif4_high,dif4_low,dif4_median,match4,sigma_match4,match4_high,match4_low,match4_median,spectrum4,dif5,sigma_dif5,dif5_high,dif5_low,dif5_median,match5,sigma_match5,match5_high,match5_low,match5_median,spectrum5,dif6,sigma_dif6,dif6_high,dif6_low,dif6_median,match6,sigma_match6,match6_high,match6_low,match6_median,spectrum6,dif7,sigma_dif7,dif7_high,dif7_low,dif7_median,match7,sigma_match7,match7_high,match7_low,match7_median,spectrum7
448,448,15.103832000156848,3.044267876177752,17.80773431493491,1322.2427508309206,34.783125640612504,1319.476030532245,1334.456085483554,1331.3075391679185,15.278839443182823,34.783125640612504,3.065504790550144,18.045559741859407,6.214051106185735,1337.5215902741045,1247.4644024565034,34.783125640612504,1244.6976821578273,1259.6777371091366,1256.5291907935014,15.278839443182823,34.783125640612504,3.065504790550144,18.045559741859407,6.214051106185735,1262.7432418996864,1076.1579418356619,34.783125640612504,1073.3912215369855,1088.3712764882946,1085.2227301726593,15.278839443182823,34.783125640612504,3.065504790550144,18.045559741859407,6.214051106185735,1091.436781278845,1076.448656233867,34.783125640612504,1073.6819359351905,1088.6619908864996,1085.5134445708638,15.278839443182823,34.783125640612504,3.065504790550144,18.045559741859407,6.214051106185735,1091.7274956770498
449,449,14.828865864576773,3.013548762015922,17.4190576657764,1360.4734197766525,34.30347182884843,1357.8050281406595,1372.439226416095,1369.3596368921092,15.000159717722752,34.303471828848444,3.0343530782811365,17.668551353716282,6.113942602267062,1375.4735794943756,1297.5841637708295,34.303471828848444,1294.9157721348365,1309.5499704102715,1306.4703808862855,15.000159717722752,34.303471828848444,3.0343530782811365,17.668551353716282,6.113942602267062,1312.5843234885526,1129.5137754819334,34.303471828848444,1126.8453838459398,1141.4795821213747,1138.399992597389,15.000159717722752,34.303471828848444,3.0343530782811365,17.668551353716282,6.113942602267062,1144.513935199656,1082.8749663775523,34.303471828848444,1080.2065747415586,1094.8407730169938,1091.761183493008,15.000159717722752,34.303471828848444,3.0343530782811365,17.668551353716282,6.113942602267062,1097.8751260952752
450,450,14.559665214601365,2.983661537089604,17.041811296584708,1387.2557124941825,33.830921794927896,1384.6851918674506,1398.9791269645075,1395.9659727447283,14.727353049735687,33.830921794927896,3.0039385794107343,17.297873676467802,6.017092799190317,1401.9830655439184,1340.0244608250825,33.830921794927896,1337.4539401983504,1351.7478752954073,1348.7347210756282,14.727353049735687,33.830921794927896,3.0039385794107343,17.297873676467802,6.017092799190317,1354.7518138748185,1178.452870177633,33.830921794927896,1175.882349550901,1190.1762846479578,1187.1631304281786,14.727353049735687,33.830921794927896,3.0039385794107343,17.297873676467802,6.017092799190317,1193.1802232273687,1088.0223373759004,33.830921794927896,1085.4518167491683,1099.7457518462254,1096.7325976264456,14.727353049735687,33.830921794927896,3.0039385794107343,17.297873676467802,6.017092799190317,1102.749690425636
451,451,14.296123521994073,2.9546976056254644,16.675623793374275,1401.0988153027304,33.36545463869308,1398.622476405389,1412.5847510144185,1409.6354847194245,14.46029337507451,33.36545463869308,2.9743576633867312,16.936632272416507,5.923623958381348,1415.5591086778054,1372.3388096810945,33.36545463869307,1369.8624707837525,1383.8247453927827,1380.8754790977878,14.46029337507451,33.36545463869308,2.9743576633867312,16.936632272416507,5.923623958381348,1386.799103056169,1220.2324640736615,33.36545463869308,1217.7561251763195,1231.718399785349,1228.7691334903545,14.46029337507451,33.36545463869308,2.9743576633867312,16.936632272416507,5.923623958381348,1234.6927574487358,1090.6001694674508,33.36545463869307,1088.123830570109,1102.0861051791383,1099.1368388841436,14.46029337507451,33.36545463869308,2.9743576633867312,16.936632272416507,5.923623958381348,1105.060462842525
452,452,14.038165912623473,2.926615833896498,16.32010751592728,1402.4259114410986,32.90704648396438,1400.0372033418307,1413.6791187426431,1410.7911762209296,14.198857460961776,32.90704648396438,2.94565015941818,16.587565560230015,5.833592681131711,1416.6247689020609,1392.599160300964,32.90704648396438,1390.2104522016962,1403.852367602508,1400.9644250807944,14.198857460961776,32.90704648396438,2.94565015941818,16.587565560230015,5.833592681131711,1406.798017761926,1252.1054140796375,32.90704648396438,1249.7167059803692,1263.3586213811816,1260.4706788594674,14.198857460961776,32.90704648396438,2.94565015941818,16.587565560230015,5.833592681131711,1266.3042715405995,1090.425578337883,32.90704648396438,1088.036870238615,1101.6787856394267,1098.7908431177134,14.198857460961776,32.90704648396438,2.94565015941818,16.587565560230015,5.833592681131711,1104.6244357988448
453,453,13.785633409856892,2.8993838531858684,15.974904146076591,1392.6811769309961,32.455670329952056,1390.371646361698,1403.7062957965954,1400.8771557172745,13.942925093650125,32.455670329952056,2.9178062280511354,16.252455662948833,5.74694630737214,1406.6241020246466,1400.4685883123582,32.45567032995207,1398.1590577430593,1411.4937071779568,1408.6645670986359,13.942925093650125,32.455670329952056,2.9178062280511354,16.252455662948833,5.74694630737214,1414.4115134060082,1272.5565496050162,32.455670329952056,1270.2470190357174,1283.5816684706149,1280.7525283912942,13.942925093650125,32.455670329952056,2.9178062280511354,16.252455662948833,5.74694630737214,1286.4994746986665,1088.2342408892537,32.455670329952056,1085.924710319955,1099.2593597548528,1096.4302196755316,13.942925093650125,32.455670329952056,2.9178062280511354,16.252455662948833,5.74694630737214,1102.1771659829035
454,454,13.538398971905956,2.8729663358279107,15.639681571009172,1373.718972084008,32.01129590929162,1371.479481988094,1384.5205552475695,1381.7478656742294,13.69237928948758,32.01129590929162,2.8907961259265287,15.931869385402091,5.663485699266407,1387.411351373496,1397.8366637632018,32.01129590929162,1395.5971736672875,1408.6382469267633,1405.8655573534234,13.69237928948758,32.01129590929162,2.8907961259265287,15.931869385402091,5.663485699266407,1411.5290430526898,1280.7722090298425,32.01129590929162,1278.5327189339282,1291.5737921934035,1288.8011026200638,13.69237928948758,32.01129590929162,2.8907961259265287,15.931869385402091,5.663485699266407,1294.4645883193302,1084.5789874406807,32.01129590929162,1082.3394973447666,1095.3805706042422,1092.6078810309025,13.69237928948758,32.01129590929162,2.8907961259265287,15.931869385402091,5.663485699266407,1098.2713667301687
455,455,13.296355679031473,2.847329571293335,15.376186785277753,1348.8708644689489,31.57388948267613,1346.6925923907875,1359.4533816787462,1356.7350916082232,13.447106535637849,31.57388948267613,2.86458932584112,15.625378613799677,5.582879396363834,1362.3179710045872,1387.4598879373084,31.57388948267613,1385.2816158591468,1398.0424051471055,1395.3241150765825,13.447106535637849,31.57388948267613,2.86458932584112,15.625378613799677,5.582879396363834,1400.9069944729465,1276.4792128318738,31.57388948267612,1274.3009407537124,1287.061730041671,1284.3434399711482,13.447106535637849,31.57388948267613,2.86458932584112,15.625378613799677,5.582879396363834,1289.926319367512,1080.132811129688,31.57388948267613,1077.9545390515264,1090.7153283394846,1087.997038268962,13.447106535637849,31.57388948267613,2.86458932584112,15.625378613799677,5.582879396363834,1093.5799176653259
456,456,13.059404177686135,2.822444384479049,15.124581173118287,1321.8866632139302,31.14341370865332,1319.7615948025282,1332.2545038277624,1329.5889367623672,13.20699682476375,31.14341370865332,2.839156210931824,15.332065236166349,5.504723276326913,1335.0936600386942,1371.6374417961972,31.14341370865332,1369.5123733847947,1382.0052824100296,1379.3397153446344,13.20699682476375,31.14341370865332,2.839156210931824,15.332065236166349,5.504723276326913,1384.844438620961,1260.6621238852988,31.14341370865332,1258.537055473896,1271.0299644991308,1268.3643974337356,13.20699682476375,31.14341370865332,2.839156210931824,15.332065236166349,5.504723276326913,1273.8691207100626,1074.6882023728149,31.14341370865332,1072.5631339614126,1085.056042986647,1082.390475921252,13.20699682476375,31.14341370865332,2.839156210931824,15.332065236166349,5.504723276326913,1087.8951991975791
457,457,12.827438352157552,2.7982820841146645,14.878329376244485,1294.767654864722,30.71982739428678,1292.6888122770026,1304.9251306394667,1302.3110109766553,12.971943379965785,30.71982739428677,2.8144676052213993,15.050785967685382,5.428587268032733,1307.739598244688,1351.6461978340394,30.71982739428678,1349.56735524632,1361.8036736087838,1359.1895539459724,12.971943379965785,30.71982739428677,2.8144676052213993,15.050785967685382,5.428587268032733,1364.6181412140054,1234.3897427020888,30.71982739428678,1232.3109001143691,1244.5472184768332,1241.9330988140218,12.971943379965785,30.71982739428677,2.8144676052213993,15.050785967685382,5.428587268032733,1247.3616860820543,1067.0782691523905,30.71982739428678,1064.999426564671,1077.235744927135,1074.621625264324,12.971943379965785,30.71982739428677,2.8144676052213993,15.050785967685382,5.428587268032733,1080.0502125323565
458,458,12.600358418194494,2.7748137421505343,14.637300873919306,1267.8756513021292,30.303084935262643,1265.8373332626345,1277.8269992393566,1275.2634211743473,12.741842297392123,30.303084935262635,2.7904943601650305,14.780160336887352,5.354072425174259,1280.6174935995218,1328.1531022793906,30.303084935262643,1326.1147842398952,1338.1044502166174,1335.5408721516085,12.741842297392123,30.303084935262635,2.7904943601650305,14.780160336887352,5.354072425174259,1340.8949445767826,1199.2391980581908,30.303084935262643,1197.2008800186954,1209.1905459954178,1206.6269679304087,12.741842297392123,30.303084935262635,2.7904943601650305,14.780160336887352,5.354072425174259,1211.981040355583,1056.402838880851,30.303084935262635,1054.3645208413564,1066.3541868180787,1063.7906087530694,12.741842297392123,30.303084935262635,2.7904943601650305,14.780160336887352,5.354072425174259,1069.1446811782434
459,459,12.378064414636713,2.752012259991649,14.395413155900664,1240.3158114381904,29.893135833369822,1238.313961954233,1250.0651901259414,1247.551498611097,12.516592275756476,29.893135833369822,2.7672135880059714,14.518441759713962,5.280905102849938,1252.8324037139466,1301.1479915733266,29.893135833369822,1299.1461420893693,1310.8973702610772,1308.3836787462333,12.516592275756476,29.893135833369822,2.7672135880059714,14.518441759713962,5.280905102849938,1313.6645838490829,1158.2409460562308,29.893135833369822,1156.2390965722736,1167.9903247439815,1165.4766332291376,12.516592275756476,29.893135833369822,2.7672135880059714,14.518441759713962,5.280905102849938,1170.7575383319872,1042.1516745602144,29.893135833369822,1040.149825076257,1051.901053247965,1049.387361733121,12.516592275756476,29.893135833369822,2.7672135880059714,14.518441759713962,5.280905102849938,1054.668266835971
460,460,12.160461429701533,2.729853480199567,14.097366402866065,1211.178164581566,29.489924487300566,1209.2109515724426,1220.729640856516,1218.2652892491271,12.296094472981533,29.489924487300566,2.744618198031704,14.263307482105052,5.208969805420817,1223.4742590545475,1270.8843394123835,29.489924487300566,1268.9171264032598,1280.4358156873332,1277.9714640799446,12.296094472981533,29.489924487300566,2.744618198031704,14.263307482105052,5.208969805420817,1283.180433885365,1114.8304095165117,29.489924487300566,1112.8631965073882,1124.3818857914616,1121.9175341840728,12.296094472981533,29.489924487300566,2.744618198031704,14.263307482105052,5.208969805420817,1127.1265039894936,1024.7439979029002,29.489924487300566,1022.7767848937771,1034.2954741778503,1031.831122570461,12.296094472981533,29.489924487300566,2.744618198031704,14.263307482105052,5.208969805420817,1037.040092375882
461,461,11.947452824590963,2.7083136924420543,13.853434600698526,1180.0643315027678,29.09339005710381,1178.1326927931987,1189.4218639424807,1187.0063360986082,12.080252421147545,29.09339005710381,2.722719981434663,14.011891130716796,5.138247825307197,1192.1445839239157,1238.6312415285408,29.09339005710381,1236.6996028189715,1247.9887739682536,1245.573246124381,12.080252421147545,29.09339005710381,2.722719981434663,14.011891130716796,5.138247825307197,1250.7114939496882,1071.3655625731333,29.093390057103814,1069.433923863564,1080.7230950128464,1078.307567168974,12.080252421147545,29.09339005710381,2.722719981434663,14.011891130716796,5.138247825307197,1083.445814994281,1005.5877919635923,29.093390057103814,1003.6561532540233,1014.9453244033053,1012.5297965594327,12.080252421147545,29.09339005710381,2.722719981434663,14.011891130716796,5.138247825307197,1017.66804438474
462,462,11.738948392114187,2.687368098173674,13.620601156191439,1147.0218980476207,28.703466305187145,1145.1294924700885,1156.1893357920649,1153.8221045713585,11.868971903993511,28.703466305187145,2.7015341595491886,13.761377481525919,5.0687653802561465,1158.8908699516146,1205.9623926646534,28.703466305187145,1204.0699870871208,1215.1298304090974,1212.7625991883906,11.868971903993511,28.703466305187145,2.7015341595491886,13.761377481525919,5.0687653802561465,1217.8313645686467,1029.982974599905,28.703466305187145,1028.0905690223726,1039.1504123443494,1036.7831811236424,11.868971903993511,28.703466305187145,2.7015341595491886,13.761377481525919,5.0687653802561465,1041.8519465038983,986.4236774591592,28.703466305187145,984.5312718816272,995.5911152036036,993.2238839828971,11.868971903993511,28.703466305187145,2.7015341595491886,13.761377481525919,5.0687653802561465,998.292649363153
463,463,11.53487188976491,2.6669965123667083,13.392874509450454,1112.7965315687427,28.320081568180537,1110.9491188380443,1121.7776332162562,1119.4581219975694,11.662160658595633,28.320081568180537,2.681059011082201,13.509573389294165,5.000570229768963,1124.4586922273384,1173.1096501682316,28.320081568180537,1171.262237437533,1182.0907518157449,1179.7712405970585,11.662160658595633,28.320081568180537,2.681059011082201,13.509573389294165,5.000570229768963,1184.7718108268273,993.0057780017634,28.320081568180548,991.1583652710648,1001.9868796492767,999.66736843059,11.662160658595633,28.320081568180537,2.681059011082201,13.509573389294165,5.000570229768963,1004.6679386603587,968.7046031644207,28.320081568180537,966.8571904337224,977.6857048119343,975.3661935932477,11.662160658595633,28.320081568180537,2.681059011082201,13.509573389294165,5.000570229768963,980.3667638230169
464,464,11.335121686754231,2.6471778890227404,13.170124084963698,1077.6557936981058,27.94315877343302,1075.8603997518312,1086.4542531371778,1084.1818093711888,11.45972811057874,27.94315877343302,2.661268671506583,13.255122056853207,4.933712437495611,1089.1155218086847,1139.8126282527485,27.94315877343302,1138.0172343064735,1148.6110876918206,1146.3386439258315,11.45972811057874,27.94315877343302,2.661268671506583,13.255122056853207,4.933712437495611,1151.272356363327,962.236530654432,27.94315877343302,960.4411367081576,971.034990093504,968.7625463275152,11.45972811057874,27.94315877343302,2.661268671506583,13.255122056853207,4.933712437495611,973.6962587650107,953.5675897331624,27.94315877343302,951.772195786888,962.3660491722346,960.0936054062456,11.45972811057874,27.94315877343302,2.661268671506583,13.255122056853207,4.933712437495611,965.0273178437413
465,465,11.13960467486867,2.627891825540842,12.950594410281589,1041.513684038172,27.572615452581086,1039.7776474804184,1050.1331455617371,1047.9070265232235,11.261585315151963,27.572615452581086,2.6421237915871574,12.997621872905688,4.868242830100335,1052.775269353324,1107.0089580090553,27.57261545258109,1105.2729214513013,1115.6284195326198,1113.4023004941066,11.261585315151963,27.572615452581086,2.6421237915871574,12.997621872905688,4.868242830100335,1118.270543324207,938.620633360514,27.572615452581086,936.8845968027604,947.2400948840786,945.0139758455656,11.261585315151963,27.572615452581086,2.6421237915871574,12.997621872905688,4.868242830100335,949.8822186756661,941.8661243649229,27.572615452581086,940.1300878071696,950.485585888488,948.2594668499748,11.261585315151963,27.572615452581086,2.6421237915871574,12.997621872905688,4.868242830100335,953.1277096800752
466,466,10.948236437964683,2.609120326842317,12.706008603942704,1004.3589702747706,27.208363809461297,1002.6891111321353,1012.8030260007367,1010.6223967010367,11.067644933664234,27.208363809461297,2.623589207698197,12.737504076299407,4.8042185073980965,1015.4266152084348,1076.1118498866206,27.208363809461297,1074.4419907439853,1084.5559056125865,1082.3752763128864,11.067644933664234,27.208363809461297,2.623589207698197,12.737504076299407,4.8042185073980965,1087.1794948202846,920.9334792136743,27.208363809461297,919.263620071039,929.3775349396402,927.1969056399404,11.067644933664234,27.208363809461297,2.623589207698197,12.737504076299407,4.8042185073980965,932.0011241473384,933.0706069192587,27.208363809461297,931.4007477766237,941.5146626452248,939.3340333455252,11.067644933664234,27.208363809461297,2.623589207698197,12.737504076299407,4.8042185073980965,944.1382518529233
467,467,10.760930312578783,2.5923882692313827,12.413748706047487,966.7941274364464,26.85031074821038,965.1961072730096,975.0663080157443,972.9302286945796,10.877821179368208,26.850310748210386,2.605640600070414,12.475841342805165,4.7417199212350285,977.6719486158147,1047.9434928096762,26.850310748210372,1046.345472646239,1056.2156733889738,1054.079594067809,10.877821179368208,26.850310748210386,2.605640600070414,12.475841342805165,4.7417199212350285,1058.821313989044,907.5266281574956,26.850310748210386,905.9286079940587,915.7988087367934,913.6627294156289,10.877821179368208,26.850310748210386,2.605640600070414,12.475841342805165,4.7417199212350285,918.4044493368638,925.5732908878864,26.850310748210372,923.9752707244496,933.8454714671844,931.70939214602,10.877821179368208,26.850310748210386,2.605640600070414,12.475841342805165,4.7417199212350285,936.4511120672548
468,468,10.57760626737217,2.5782725618126148,12.053228658351813,929.9773344756914,26.498357992649993,928.4551268630396,938.08109986961,935.9885447344265,10.692029763040985,26.498357992649993,2.5882643691222462,12.214237375692516,4.6808195043058065,940.6693642387323,1022.1595480170821,26.498357992649993,1020.6373404044303,1030.2633134110006,1028.1707582758172,10.692029763040985,26.498357992649993,2.5882643691222462,12.214237375692516,4.6808195043058065,1032.8515777801226,896.6070791835381,26.49835799265,895.0848715708867,904.7108445774568,902.6182894422734,10.692029763040985,26.498357992649993,2.5882643691222462,12.214237375692516,4.6808195043058065,907.2991089465789,917.3908616576688,26.49835799265,915.8686540450177,925.4946270515877,923.402071916404,10.692029763040985,26.498357992649993,2.5882643691222462,12.214237375692516,4.6808195043058065,928.08289142071
469,469,10.398180377830018,2.5644476774321583,11.707400784327035,895.2936830754735,26.15240223243416,893.8492209680154,903.2324144484396,901.1823632047181,10.510187850859957,26.15240223243416,2.571456477893692,11.954649958317818,4.621507721615316,905.8038709263333,998.6953812468436,26.15240223243416,997.2509191393857,1006.6341126198097,1004.5840613760879,10.510187850859957,26.15240223243416,2.571456477893692,11.954649958317818,4.621507721615316,1009.2055690977036,886.2819319130749,26.15240223243416,884.8374698056173,894.2206632860414,892.1706120423196,10.510187850859957,26.15240223243416,2.571456477893692,11.954649958317818,4.621507721615316,896.7921197639349,907.280168363037,26.15240223243416,905.8357062555791,915.2188997360032,913.1688484922817,10.510187850859957,26.15240223243416,2.571456477893692,11.954649958317818,4.621507721615316,917.790356213897
470,470,10.222572038589849,2.5471168246614746,11.469012261716475,864.8641353359614,25.812335317547003,863.4971568431745,872.6411289944664,870.6326684496771,10.332214029511716,25.812335317547003,2.5552203710064902,11.69919252229832,4.563680915795712,875.1963493654729,978.1636765253779,25.812335317547003,976.7966980325914,985.9406701838832,983.9322096390939,10.332214029511716,25.812335317547003,2.5552203710064902,11.69919252229832,4.563680915795712,988.4958905548897,876.2192745684705,25.812335317547003,874.8522960756841,883.9962682269755,881.9878076821865,10.332214029511716,25.812335317547003,2.5552203710064902,11.69919252229832,4.563680915795712,886.5514885979821,894.9073165620752,25.812335317547003,893.5403380692886,902.6843102205804,900.6758496757914,10.332214029511716,25.812335317547003,2.5552203710064902,11.69919252229832,4.563680915795712,905.239530591587
471,471,10.050704360785897,2.5285317858774574,11.238140979458981,840.8269051109958,25.47804450704467,839.534840315982,848.4453699570536,846.4777501593186,10.158028272377448,25.478044507044665,2.5395634263194866,11.450093067390835,4.507183224054447,850.9849333833728,961.0237206968793,25.478044507044665,959.7316559018657,968.6421855429367,966.674565745202,10.158028272377448,25.478044507044665,2.5395634263194866,11.450093067390835,4.507183224054447,971.1817489692564,866.5828846513077,25.47804450704467,865.2908198562945,874.2013494973658,872.2337296996309,10.158028272377448,25.478044507044665,2.5395634263194866,11.450093067390835,4.507183224054447,876.7409129236853,879.0627344541168,25.478044507044665,877.7706696591034,886.6811993001747,884.7135795024398,10.158028272377448,25.478044507044665,2.5395634263194866,11.450093067390835,4.507183224054447,889.2207627264943
472,472,9.882506368190976,2.5103424735963835,11.012533822057138,824.1168999015118,25.149412683076147,822.8949687093545,831.5799673727779,829.6525891443564,9.987551916610553,25.149412683076147,2.524484445344417,11.209483108767866,4.451862673765946,834.1044518181222,947.1448790300377,25.149412683076147,945.9229478378804,954.6079465013037,952.6805682728824,9.987551916610553,25.149412683076147,2.524484445344417,11.209483108767866,4.451862673765946,957.1324309466482,856.9301844447842,25.149412683076147,855.7082532526273,864.3932519160508,862.4658736876291,9.987551916610553,25.149412683076147,2.524484445344417,11.209483108767866,4.451862673765946,866.9177363613951,859.2720056873337,25.149412683076147,858.0500744951765,866.7350731585999,864.8076949301784,9.987551916610553,25.149412683076147,2.524484445344417,11.209483108767866,4.451862673765946,869.2595576039444
473,473,9.7178993588135,2.4961764097678376,10.79207021400074,814.7460695517917,24.826318643479,813.5877727150728,822.0568140561645,820.1691608321,9.820707699478453,24.826318643479,2.509963195105437,10.97900453619723,4.397616419169709,824.5667772512699,935.519401207972,24.826318643479,934.3611043712532,942.8301457123449,940.9424924882808,9.820707699478453,24.826318643479,2.509963195105437,10.97900453619723,4.397616419169709,945.3401089074504,846.5870856902742,24.826318643479,845.4287888535555,853.8978301946473,852.0101769705832,9.820707699478453,24.826318643479,2.509963195105437,10.97900453619723,4.397616419169709,856.4077933897528,836.9785215510074,24.826318643479,835.8202247142884,844.2892660553803,842.401612831316,9.820707699478453,24.826318643479,2.509963195105437,10.97900453619723,4.397616419169709,846.7992292504857
474,474,9.556802452897264,2.4842834056130485,10.590011547201286,812.1685919142673,24.508637431825356,811.0664598744006,819.3300575551759,817.4816118316834,9.657419730192526,24.508637431825356,2.495954089283434,10.759551770058987,4.3443998127760866,821.8260116444595,925.6816715463146,24.508637431825356,924.5795395064482,932.8431371872236,930.9946914637309,9.657419730192526,24.508637431825356,2.495954089283434,10.759551770058987,4.3443998127760866,935.3390912765072,834.8871075095077,24.50863743182536,833.7849754696416,842.048573150417,840.2001274269244,9.657419730192526,24.508637431825356,2.495954089283434,10.759551770058987,4.3443998127760866,844.5445272397004,814.1940168234297,24.508637431825356,813.0918847835633,821.3554824643387,819.5070367408463,9.657419730192526,24.508637431825356,2.495954089283434,10.759551770058987,4.3443998127760866,823.8514365536223
475,475,9.399140492680859,2.4726482691078,10.402430049924671,814.9563670721956,24.196240668034,813.9032279144222,821.971604597484,820.161773139373,9.497613382101873,24.196240668034,2.482375856813455,10.550752539875056,4.292207314924472,824.4539804542974,917.4258093628343,24.196240668034,916.372670205061,924.4410468881225,922.6312154300116,9.497613382101873,24.196240668034,2.482375856813455,10.550752539875056,4.292207314924472,926.923422744936,821.2640038119138,24.196240668034,820.2108646541408,828.2792413372023,826.4694098790911,9.497613382101873,24.196240668034,2.482375856813455,10.550752539875056,4.292207314924472,830.7616171940158,793.4776438205298,24.196240668034,792.4245046627564,800.4928813458182,798.683049887707,9.497613382101873,24.196240668034,2.482375856813455,10.550752539875056,4.292207314924472,802.9752572026314
476,476,9.244842088805663,2.4612622115930582,10.219659324271998,821.7748107637362,23.88899698689321,820.7651764088232,828.6469135192059,826.8749527378923,9.341215225590252,23.88899698689321,2.4691124701202973,10.350849580503088,4.2410732514342415,831.1160259893263,910.7072055745607,23.88899698689321,909.697571219648,917.5793083300308,915.8073475487171,9.341215225590252,23.88899698689321,2.4691124701202973,10.350849580503088,4.2410732514342415,920.0484208001512,806.4670432402362,23.88899698689321,805.457408885324,813.3391459957066,811.5671852143927,9.341215225590252,23.88899698689321,2.4691124701202973,10.350849580503088,4.2410732514342415,815.8082584658267,777.7476846624941,23.88899698689321,776.7380503075809,784.6197874179636,782.8478266366498,9.341215225590252,23.88899698689321,2.4691124701202973,10.350849580503088,4.2410732514342415,787.0888998880838
477,477,9.09383393402554,2.4501212178348712,10.041546386870662,832.3773304633193,23.58677246747956,831.4081557418648,839.1094583077117,837.3744167060447,9.188152973952617,23.58677246747956,2.4560251295600604,10.15732769540715,4.191066731227016,841.5654834372721,906.6132294966375,23.58677246747956,905.6440547751828,913.3453573410301,911.6103157393628,9.188152973952617,23.58677246747956,2.4560251295600604,10.15732769540715,4.191066731227016,915.80138247059,791.8871769915261,23.58677246747956,790.9180022700716,798.6193048359187,796.8842632342519,9.188152973952617,23.58677246747956,2.4560251295600604,10.15732769540715,4.191066731227016,801.0753299654788,769.3413637496396,23.58677246747956,768.3721890281848,776.0734915940317,774.3384499923648,9.188152973952617,23.58677246747956,2.4560251295600604,10.15732769540715,4.191066731227016,778.5295167235921
478,478,8.94604743178223,2.4392128260988195,9.867952400167756,846.0819151950067,23.289430996296247,845.1525973040509,852.6773045461204,850.9780096779939,9.038355432140644,23.289430996296247,2.4429660810273197,9.96767332309664,4.142260949153538,855.1202706271474,905.6398941161526,23.289430996296247,904.7105762251966,912.235283467266,910.5359885991395,9.038355432140644,23.289430996296247,2.4429660810273197,9.96767332309664,4.142260949153538,914.6782495482933,778.3224151424845,23.289430996296247,777.3930972515287,784.9178044935982,783.2185096254719,9.038355432140644,23.289430996296247,2.4429660810273197,9.96767332309664,4.142260949153538,787.3607705746256,770.3727198552623,23.289430996296247,769.4434019643057,776.9681092063753,775.2688143382491,9.038355432140644,23.289430996296247,2.4429660810273197,9.96767332309664,4.142260949153538,779.4110752874027
479,479,8.801410662515726,2.4282680096678253,9.69872625044757,860.7041718991917,22.996834677371314,859.8158046924425,867.1661268896696,865.5011744636972,8.89175245468483,22.996834677371314,2.4297974642070943,9.780119661434108,4.094749890179317,869.5959243538766,906.3605264808863,22.99683467737132,905.4721592741366,912.8224814713636,911.1575290453917,8.89175245468483,22.996834677371314,2.4297974642070943,9.780119661434108,4.094749890179317,915.2522789355706,765.8712044980568,22.99683467737132,764.9828372913076,772.3331594885346,770.6682070625626,8.89175245468483,22.996834677371314,2.4297974642070943,9.780119661434108,4.094749890179317,774.7629569527419,782.6729230952608,22.996834677371314,781.784555888511,789.134878085738,787.469925659766,8.89175245468483,22.996834677371314,2.4297974642070943,9.780119661434108,4.094749890179317,791.5646755499453
480,480,8.659860509126732,2.414514996913016,9.533743355013733,874.0986184792339,22.708844273483496,873.2528713863508,880.4304949692564,878.7982362277953,8.748274912962751,22.708844273483496,2.4163984229400297,9.594022005845837,4.048657164401222,882.8468933921965,906.8095646879287,22.708844273483496,905.9638175950456,913.1414411779512,911.5091824364903,8.748274912962751,22.708844273483496,2.4163984229400297,9.594022005845837,4.048657164401222,915.5578396008914,754.3226548083965,22.708844273483496,753.4769077155136,760.6545312984193,759.0222725569583,8.748274912962751,22.708844273483496,2.4163984229400297,9.594022005845837,4.048657164401222,763.0709297213592,806.4435659286119,22.708844273483496,805.5978188357285,812.7754424186344,811.143183677173,8.748274912962751,22.708844273483496,2.4163984229400297,9.594022005845837,4.048657164401222,815.1918408415744
481,481,8.521345847952107,2.4010705190319586,9.372867342392034,884.2944428429277,22.42531966324657,883.4928226550287,890.4996274090361,888.8982093224222,8.607854679839095,22.42531966324657,2.402670113730734,9.409474867738089,4.0040882003444,892.9022975227667,905.6579158982696,22.42531966324657,904.8562957103703,911.8631004643776,910.261682377764,8.607854679839095,22.42531966324657,2.402670113730734,9.409474867738089,4.0040882003444,914.2657705781083,743.4604454735547,22.42531966324657,742.658825285656,749.6656300396633,748.0642119530496,8.607854679839095,22.42531966324657,2.402670113730734,9.409474867738089,4.0040882003444,752.068300153394,840.4475636123578,22.42531966324657,839.6459434244587,846.6527481784659,845.0513300918523,8.607854679839095,22.42531966324657,2.402670113730734,9.409474867738089,4.0040882003444,849.0554182921968
482,482,8.385781935229472,2.3855010532604464,9.196064538665473,889.5029956686882,22.146120264231314,888.7465629965171,895.5848655247678,894.0123226441542,8.470424621274713,22.146120264231314,2.3885547651952224,9.226857293445835,3.961097645808696,897.9734202899631,901.6586556537219,22.146120264231314,900.9022229815507,907.7405255098014,906.1679826291879,8.470424621274713,22.146120264231314,2.3885547651952224,9.226857293445835,3.961097645808696,910.1290802749967,733.467367632704,22.146120264231314,732.710934960533,739.5492374887838,737.9766946081703,8.470424621274713,22.146120264231314,2.3885547651952224,9.226857293445835,3.961097645808696,741.9377922539787,882.6849923201113,22.146120264231314,881.9285596479399,888.7668621761903,887.194319295577,8.470424621274713,22.146120264231314,2.3885547651952224,9.226857293445835,3.961097645808696,891.1554169413859
