,pred,pred_high,pred_low,dif14,sigma_dif14,dif14_high,dif14_low,dif14_median,match14,sigma_match14,match14_high,match14_low,match14_median,spectrum14
42,130359.4910103291,114054.97364110893,147682.4548156176,0.0,0.0,0.0,0.0,0.0,140332.21596798254,0.0,140332.21596798254,140332.21596798254,140332.21596798254,140332.21596798254
43,116470.06359759429,101775.14986689766,131727.85392921144,0.0,0.0,0.0,0.0,0.0,124790.42417191503,0.0,124790.42417191503,124790.42417191503,124790.42417191503,124790.42417191503
44,104119.82681319558,90955.92652382744,117278.49931712134,0.0,0.0,0.0,0.0,0.0,110851.51370821137,2.01102522441958e-12,110851.5137082113,110851.5137082113,110851.5137082113,110851.5137082113
45,93142.81606800314,81278.67550448912,105095.67381334458,0.0,0.0,0.0,0.0,0.0,98358.67353439773,7.275957614183426e-12,98358.67353439757,98358.67353439757,98358.67353439757,98358.67353439757
46,83464.62053573977,72790.92355720428,94267.77044123512,0.0,0.0,0.0,0.0,0.0,87400.00422389578,1.2540890003947271e-11,87400.00422389574,87400.00422389574,87400.00422389574,87400.00422389574
47,74858.35032225227,65386.717875407376,84447.99501966419,0.0,0.0,0.0,0.0,0.0,78052.86728115242,1.656294045278643e-11,78052.8672811525,78052.8672811525,78052.8672811525,78052.8672811525
48,67154.27258773736,58810.0313961663,75796.35812183651,0.0,0.0,0.0,0.0,0.0,70118.82198158752,1.7805822393711117e-11,70118.82198158758,70118.82198158758,70118.82198158758,70118.82198158758
49,60325.25710602955,52796.862690070586,68182.08087730035,0.0,0.0,0.0,0.0,0.0,63322.86441278085,1.3546402616157061e-11,63322.86441278076,63322.86441278076,63322.86441278076,63322.86441278076
50,54271.4302400111,47441.83537713825,61296.43120042136,0.0,0.0,0.0,0.0,0.0,57501.06240665129,6.654516643721084e-12,57501.06240665123,57501.06240665123,57501.06240665123,57501.06240665123
51,48909.62525653392,42715.083356843206,55115.6680572624,0.0,0.0,0.0,0.0,0.0,52433.976352675454,3.637978807091713e-12,52433.97635267541,52433.97635267541,52433.97635267541,52433.97635267541
52,44163.1362969543,38560.74549704611,49716.20407743539,0.0,0.0,0.0,0.0,0.0,47804.75745018278,4.643491419301503e-12,47804.75745018269,47804.75745018269,47804.75745018269,47804.75745018269
53,39994.81980988384,34915.84965708206,45046.712384339335,0.0,0.0,0.0,0.0,0.0,43378.53905884341,6.270445001973636e-12,43378.53905884336,43378.53905884336,43378.53905884336,43378.53905884336
54,36301.99812405276,31741.458180071102,40894.19404437879,0.0,0.0,0.0,0.0,0.0,39131.065452045616,8.281470226393215e-12,39131.06545204561,39131.06545204561,39131.06545204561,39131.06545204561
55,33002.2277011369,28880.569474989155,37144.82064078281,0.0,0.0,0.0,0.0,0.0,35263.417668898255,8.902911196855558e-12,35263.417668898226,35263.417668898226,35263.417668898226,35263.417668898226
56,30078.11479103672,26375.056158280277,33800.11305302295,0.0,0.0,0.0,0.0,0.0,31963.705859237656,6.270445001973636e-12,31963.705859237612,31963.705859237612,31963.705859237612,31963.705859237612
57,27484.850755047286,24126.522889791195,30766.531978971914,0.0,0.0,0.0,0.0,0.0,29183.09384511568,2.0110252244195808e-12,29183.09384511564,29183.09384511564,29183.09384511564,29183.09384511564
58,25182.399236075853,22132.551113581074,28217.335995918107,0.0,0.0,0.0,0.0,0.0,26696.724720289923,5.02756306104895e-13,26696.724720289916,26696.724720289916,26696.724720289916,26696.724720289916
59,23151.35230899717,20341.385141445546,25911.549285811205,0.0,0.0,0.0,0.0,0.0,24354.40520919664,1.8189894035458565e-12,24354.40520919668,24354.40520919668,24354.40520919668,24354.40520919668
60,21341.33065098198,18818.527716078792,23829.893048207545,0.0,0.0,0.0,0.0,0.0,22161.054435183432,3.135222500986818e-12,22161.054435183447,22161.054435183447,22161.054435183447,22161.054435183447
61,19712.43102126706,17436.087147387992,22008.40933136736,0.0,0.0,0.0,0.0,0.0,20155.506712826376,3.637978807091713e-12,20155.50671282633,20155.50671282633,20155.50671282633,20155.50671282633
62,18256.041576929863,16191.191774641104,20360.320518810917,0.0,0.0,0.0,0.0,0.0,18346.71403425326,3.88935696014416e-12,18346.71403425318,18346.71403425318,18346.71403425318,18346.71403425318
63,16950.653300749207,15060.897804567583,18856.658697465573,0.008825641522207855,0.010244264881746002,0.0,0.021557831514445677,0.0005260484347612601,16816.790740000582,0.02751922012544475,16816.7611440579,16816.820589506802,16816.78217584098,16816.782701889413
64,15777.21035306636,14041.86805825666,17527.42021846437,0.04813719756008297,0.054129135844845966,0.0,0.11508523434979942,0.01640590332037833,15702.281330477395,0.1333836618132876,15702.137713693633,15702.426934100638,15702.236393024663,15702.252798927982
65,14719.556154438873,13107.122953950402,16364.246046123228,0.13898769412467027,0.1537210820796285,0.0,0.32926596544341913,0.07241090427934246,14864.672959425632,0.36392036254519167,14864.28047199184,14865.074697444898,14864.537327053002,14864.609737957284
66,13770.905984837538,12266.440117872498,15329.702010192583,0.2895693860537689,0.3231088902952918,0.0,0.6932158400053808,0.1503546902242093,13997.537957716399,0.8013690507911039,13996.67211131973,13998.428987261408,13997.21497246951,13997.365327159736
67,12910.11498693595,11502.621323012114,14356.467309922295,0.552630044147116,0.6250325144794953,0.0,1.339357819380042,0.23273139824905859,13056.142127865398,1.6404727368967356,13054.369146543411,13057.95085383306,13055.475772964543,13055.70850436279
68,12121.386987479604,10808.449753617871,13434.151687137693,1.0705708000939653,1.2134197405519473,0.0,2.603962065167515,0.3901580543981302,12193.541353246943,3.222291561096658,12190.056013140374,12197.069463349802,12192.269817151144,12192.65997520554
69,11400.999126701498,10163.0101394463,12658.147118885276,1.960871047185801,2.242048817628625,0.0,4.811616805754534,0.5754249842361676,11445.504309044563,6.074121885975056,11438.92261671667,11452.214645149912,11443.158808538188,11443.734233522424
70,10740.71817598703,9575.108675771156,11952.113182110383,3.4350633765086287,3.9692175860952372,0.0,8.511131753206325,0.8773712240458519,10759.66045601206,10.983958653063066,10747.736482294205,10771.944398695216,10755.370242823366,10756.24761404741
71,10136.717001863744,9037.118676734459,11273.545798701467,5.790745794875554,6.761561691256123,0.0,14.471952800609817,1.3113026757697268,10124.43090369495,19.045275807869988,10103.708679707452,10145.788340887757,10116.86932983229,10118.180632508062
72,9581.322431932706,8540.092051372589,10644.080518159548,9.418284017596111,11.115514783997948,0.0,23.819464030147426,1.6557537947338545,9551.911392147706,31.666597564494793,9517.257361454209,9587.40281757888,9539.421071689623,9541.076825484357
73,9069.805844065919,8071.620796839969,10085.044202097359,17.481969868743796,19.961063670680716,0.0,42.877446175490924,6.54272780622677,9075.823084249065,50.49786655505872,9020.459169668731,9132.688977886453,9056.793888037995,9063.336615844222
74,8592.3670680538,7666.361692627864,9564.830372605446,34.40050478080258,37.33054000614319,0.0,80.35932460185256,22.429008748092834,8721.721821544388,77.21086656187906,8637.265117343253,8808.997149022216,8695.195433197014,8717.624441945107
75,8141.403362366435,7255.903472112182,9050.411229721385,61.009338424841985,64.1495926895063,0.0,138.2607631317772,49.17123260382811,8417.406963543543,113.13928824276985,8293.83551395104,8545.021176107904,8382.925044478989,8432.096277082817
76,7717.5307205680065,6880.236429445817,8577.476059149742,90.10294223358062,94.14439136365172,0.0,202.25955713363146,73.66294594930177,8049.744720130398,158.83552800654223,7876.8405914986315,8227.54943389851,8005.4372026829615,8079.100148632263
77,7317.823522901258,6536.280858068849,8119.144859610595,109.96139512168887,117.0081945230105,0.0,248.70042460665988,75.12366213485427,7598.851657657867,213.62129486434804,7368.026308243912,7836.458972447311,7541.603070715718,7616.726732850572
78,6939.653390677857,6201.434415663929,7709.414636048577,112.12816277048697,125.70307451506464,0.0,260.9338521718353,49.22878138900452,7120.839127312616,275.29102411759015,6825.208755705193,7425.948978552611,7046.462077792534,7086.142607877027
79,6583.5570883118435,5878.612733225563,7304.820366038721,102.33383546080375,125.65727308776188,0.0,249.041656572979,18.367829395600786,6681.901800187657,340.08862975402474,6318.675905198103,7056.39773760178,6586.333505583489,6567.717561771082
80,6244.378550503767,5588.656954460135,6920.029952852072,110.91446278701267,142.57770990175962,0.0,275.09280622726834,11.769675272593036,6324.490643401146,403.0012764295723,5895.149980359946,6763.1743350565785,6214.850845013247,6170.242786587215
81,5917.821062300667,5270.007591081072,6556.8542345569185,156.9018843137464,192.1005963473796,0.0,382.4102582873023,33.85364236851468,6030.49036324957,458.4723389678551,5538.539353601553,6526.168665578549,5928.024308075143,5920.9496118888555
82,5605.2821586340315,4975.77586483475,6234.835914850276,216.42000925021424,253.418044054076,0.0,521.9180780680919,65.95464196159158,5751.114027108952,501.4046388951467,5205.955890850457,6294.620551994196,5673.905453716632,5727.8739689185495
83,5305.537720941552,4695.975746224671,5907.73993142597,271.9603633413549,306.8073898357736,0.0,644.3450621108517,115.28508242133952,5459.140046086722,528.0113459021379,4880.8389692506325,6034.787609708136,5409.898948940145,5525.184031361485
84,5017.61316836302,4428.617500536981,5613.304443437934,343.0163278723826,359.12511373991777,0.0,776.408890591563,216.78517749144441,5165.513810783954,537.9409160480635,4573.985671673479,5755.622517157466,5133.609384773597,5350.394562265043
85,4740.582339122534,4137.928816386772,5334.231466584185,419.8218618951539,405.15898832323415,0.0,906.5822341478181,342.8100248735371,4882.521217910441,536.8331039315133,4288.6321796892435,5477.452824244133,4852.404388963524,5195.214413837061
86,4475.790643942302,3894.147250764283,5078.218634960128,497.057154418633,436.70663795651325,15.863456210551524,1010.675055407963,460.4063942620335,4611.184195210672,533.7276313958953,4024.882450181926,5207.587018960767,4575.151111327856,5035.557505589888
87,4220.451402294062,3667.457366399297,4809.000952502358,592.6595495445744,465.4276669585482,50.40931132206365,1112.935422618898,581.5497593725984,4350.421106228763,534.6900109782734,3781.311456781132,4947.673921331038,4312.697120027432,4894.24687940003
88,3972.303264855891,3427.3600317578716,4582.396424459651,699.3744875398763,496.5204016925179,100.028773816424,1222.215769686883,705.729251526104,4098.635605761117,540.9342749649326,3546.997445868852,4699.50735131429,4063.4839640296314,4769.213215555735
89,3733.3050342582683,3197.694291211298,4340.738485166914,787.3495784103875,522.2719834175485,163.2457054482734,1311.3960732502037,805.4051924154038,3855.3059048624627,551.7158111564654,3313.7922036439377,4461.942571445868,3819.7830844787377,4625.188276894141
90,3503.259768272919,2966.7508876293537,4116.848326577089,838.5684244936357,541.549571015001,209.01454827639787,1367.1854340086052,861.6824094313421,3620.74817581966,566.0507834176974,3077.935847992248,4236.106733724455,3583.438872569511,4445.121282000853
91,3282.1040499657092,2706.0659947072445,3928.11012476645,852.3565104031336,557.4491139021259,206.06376619931234,1401.0708577971134,869.8482549160962,3395.135049397515,582.7647936417006,2831.703077504077,4026.710169101879,3362.9256803850944,4232.77393530119
92,3069.8098737917653,2441.074259792133,3734.835360445848,861.1785092503643,572.8663387458466,191.1811364539305,1441.8649010131674,863.6589088984365,3178.636737135048,600.6068952188183,2581.6338874429252,3832.3176520021625,3159.8398795576563,4023.498788456093
93,2868.0451914036416,2238.7392837825414,3552.2109804595893,940.3256040003923,594.4270397441038,251.68002500406857,1550.2435457655388,931.5534662953477,2971.5888880665907,618.358476818401,2347.692979323421,3646.2565000848913,2966.383058793612,3897.93652508896
94,2675.0087643148536,2030.089075885452,3378.7147751623024,1114.0923346199422,620.9343048259461,413.78737570059195,1746.06267840038,1103.480534751275,2773.7360791253627,634.971299971305,2133.751805210991,3466.027107910779,2776.333948860096,3879.814483611371
95,2489.2292888575175,1822.9611120772195,3200.173202533388,1306.357466141366,644.7156348876903,597.8681207387831,1960.6780943019226,1298.9459691900881,2584.343924716154,649.6111694266391,1927.3746811619778,3290.184654725118,2589.1068062738123,3888.0527754639006
96,2312.2923758801944,1620.4585747720685,3032.036505872658,1402.2513523881207,659.5529444737688,686.3111565858246,2080.133892273823,1395.734671184482,2403.1961440283794,661.6058241760957,1724.3631569785991,3118.1858926665977,2408.7623780679396,3804.497049252422
97,2144.134981137566,1432.5301682058762,2868.553469029961,1392.5632751669434,666.5779417493505,667.4800062113505,2087.5675856455364,1383.472515780437,2230.6289588926197,670.4700752210133,1533.8444772000014,2953.932056634187,2237.939547065101,3621.4120628455375
98,1984.675201201704,1283.2134954675419,2726.734852215404,1388.9317691584163,670.3985556825221,652.6996515337431,2089.918554183161,1380.7709034539148,2066.965579985793,675.9807869951641,1363.4456075735077,2800.6645102229254,2072.593258302754,3453.364161756669
99,1835.045677588423,1135.617309024164,2585.107270395881,1470.9675147978091,673.2949697691649,726.3014909670965,2170.1211903330322,1470.9709245329582,1912.381338235264,678.1671762844859,1211.072884721059,2654.8925840869947,1910.223150521133,3381.194075054091
100,1693.8272930246517,998.2942921479352,2435.846522513879,1622.669376604245,674.5140398065896,877.2946449185996,2317.8119039392373,1636.4264972207313,1766.6077148728546,677.2285403605059,1070.3240069700971,2510.8412659907344,1751.709413688603,3388.135910909334
101,1559.9089341479973,875.070676061774,2296.855543424729,1782.5187402410525,672.4008748310714,1042.7246078520957,2473.532850214724,1812.4605416723316,1629.0413700081986,673.4300243596173,937.6214302789974,2368.429672641626,1598.6937388213903,3411.1542804937217
102,1434.416380785443,744.5419375288558,2162.6359735123765,1878.9540050074925,666.7321429387014,1148.2319104342916,2569.873313554403,1923.8536787892622,1499.4777705288996,667.0142287099409,808.450938444277,2230.092341564389,1454.4705732094178,3378.32425199868
103,1317.2503374023163,611.5107839200326,2026.152893264548,1891.8428561683163,658.0559006279534,1177.348625954765,2587.3687681181073,1947.451960073198,1378.1108740283905,658.1635827094839,682.5467679426636,2092.5669101060057,1322.4635759875728,3269.9155360607706
104,1208.2380369256532,513.6920193041304,1878.7092406498762,1905.889999298856,646.9085632128174,1222.511819347556,2602.8207347025686,1968.2136296433755,1264.9549053978894,647.0162452943478,567.9859758582407,1948.2948912132533,1202.593080917434,3170.8067105608093
105,1107.0689009621594,419.62401097041015,1712.2965115518766,1988.8462161908365,633.7034570193294,1347.6995601579383,2680.356498243669,2056.510739621655,1159.880859601838,633.7445879144948,468.35598868724867,1801.0129267729794,1092.2017473092628,3148.7124869309177
106,1014.1741506987378,334.0918983861478,1604.7239601600102,2084.4585150790226,618.6006662067393,1480.5505175202425,2766.4778181632346,2158.742563785219,1062.7503688676532,618.6006662067393,380.73106578344004,1666.658366426432,988.4663201614557,3147.2088839466746
107,928.4094676658822,268.0499852937824,1497.2716577596102,2141.0415453943833,601.8563494611537,1562.3872234921114,2808.0978663494866,2225.108090130307,973.1246676410509,601.8563494611537,306.06834668594627,1551.7789895433216,889.0581229051259,3114.1662130354325
108,848.7774058030453,218.67943388612656,1395.3517821727341,2174.838368563368,583.7877592800786,1617.1159653861212,2817.8516607547704,2271.024746717194,890.3342274512474,583.7877592800786,247.32093525984436,1448.0566306284943,794.1478492974212,3065.172596014615
109,775.609202731437,181.2650386754139,1300.5257719395602,2197.6197156328103,564.7392917407918,1661.3618985215483,2810.03688580179,2304.6606504289584,813.9247076533259,564.7392917407918,201.50753748434548,1350.1825247645875,706.8837728571773,3011.5444232861355
110,708.5056934667823,143.00403114276588,1214.8418072953173,2217.5566191055254,545.1085715515565,1703.3916833773012,2796.647239786325,2330.6605501762383,743.6799108101137,545.1085715515565,164.58929012931299,1257.8448465383365,630.5759797393996,2961.236529915638
111,647.0777408629582,123.35241157370993,1121.1812158900066,2281.914143108069,525.2641368259478,1791.5724944102724,2824.932479764862,2397.5328462615503,679.3131780231424,525.2641368259478,136.29484136634804,1169.6548267209375,563.6944748696599,2961.2273211312095
112,590.9836257938662,107.64347827978287,1047.388391222419,2433.987725666349,505.5454163752214,1965.3375407039725,2938.698468126844,2551.59355172856,620.5140306134109,505.5454163752214,115.80328815291422,1089.1642155757856,502.9082045511982,3054.5017562797584
113,540.2892749785318,90.20134305174628,989.035556880967,2590.0408901653836,486.25319501562575,2138.572188877992,3058.713536226436,2708.5876861351253,567.018303773581,486.25319501562575,98.34565771252781,1018.4870050609719,448.4715078038386,3157.059193938964
114,494.19434495547426,70.31898618197418,917.2328752924417,2625.4115986706606,467.5562188308581,2191.729382558485,3062.4196800550453,2744.725430057414,518.4250344539307,467.5562188308581,81.4169530695454,952.1072505661051,399.1112030671764,3143.83663312459
115,452.06188696019115,61.24745083315423,851.4488486333861,2552.242501146745,449.4910969119006,2142.0201775718147,2958.9723910332614,2674.234915304635,474.2340293950666,449.4910969119005,67.5041395085503,884.4563529699969,352.2416152371771,3026.4765305418114
116,413.9694217461889,53.81779531042447,780.4818678229042,2459.5132631422557,432.0693511307673,2075.274203831109,2836.0746293248562,2584.6343201737473,434.0870992177213,432.0693511307673,57.52573303512014,818.3261585288676,308.96604218622895,2893.6003623599763
117,379.59001162479666,44.69640318789862,731.7807526211777,2414.5944160573276,415.30746671024707,2053.130805836751,2763.1718038831436,2541.2764167055507,397.7595275319476,415.307466710247,49.182139706130336,759.2231377525228,271.07752688372346,2812.353943589274
118,348.58752430083257,36.724335316232654,683.1864459959677,2479.8962497024404,399.20059156821463,2138.5801855882855,2803.630213190955,2607.1940469497113,365.0079623042165,399.20059156821463,41.27399881570085,706.3240264183702,237.71016505694513,2844.904212006656
119,320.8594669183573,31.681405030299764,626.0945825358699,2622.921313549701,383.72828404798446,2302.9131487906307,2923.7422155030727,2750.549422512773,335.54924933187067,383.72828404798446,34.72834737849901,655.5574140909407,207.9211403687989,2958.470562881572
120,295.83218966145375,27.51172593632494,584.1350253730768,2693.048935419377,368.8337149446016,2393.8038039144144,2972.267462882083,2820.74075013898,309.02793506639534,368.8337149446016,29.809407603690566,608.2730665713586,181.33612034679356,3002.0768704857733
121,273.0399032815718,24.008935701924,549.8965648995567,2636.27121352853,354.43762012473957,2353.0242990740317,2895.3854702890762,2764.9170544160465,285.0462582612837,354.43762012473957,25.93200150073812,568.2931727157829,156.40041737376816,2921.3174717898146
122,252.42816001612243,21.081477329849264,517.1801987347155,2566.0990600352534,340.5123524385977,2296.024817730374,2806.7949762665,2696.3579085576052,263.3031314183039,340.5123524385977,22.60721518705689,533.3773737231834,133.04428289595165,2829.4021914535574
123,233.75391825400905,18.02738605523074,481.7766727484259,2600.888659758993,327.08048888064775,2345.567428970766,2824.822204836755,2731.716294777384,243.59670519703783,327.08048888064775,19.663160119275545,498.9179359852648,112.76907017864649,2844.4853649560305
124,216.80120898690447,15.886693970101,445.0044922455831,2719.1220163580756,314.154974482947,2480.566022045741,2927.7010532125787,2848.58347930795,225.72714029784186,314.15497448294695,17.148103443339117,464.28313461017706,96.26567734796805,2944.849156655918
125,201.3801346234479,14.215150667848391,416.05953402367095,2801.329754830544,301.7438968465241,2578.973559519873,2995.730873402886,2927.7205796556323,209.50657250225942,301.7438968465241,15.105453929918868,431.862767812932,83.11574767717244,3010.8363273328046
126,187.43691107232698,12.469053026433256,388.91678483441916,2804.838983589102,289.8597626883792,2596.8393501113856,2986.2274325219296,2927.144001167326,194.77914887328012,289.8597626883792,13.390699940453356,402.77878235099735,72.47413129505667,2999.618132462383
127,174.6977118228422,11.149168830967016,362.07479383157323,2794.185765449577,278.47786078580083,2600.7416553018616,2963.6337650763885,2912.218696139174,181.3699969753142,278.47786078580083,11.921997348503247,374.81410712303,63.33706628571734,2975.555762424892
128,162.94474132617816,10.219924996983767,329.9993458319538,2786.254568066032,267.54438189235316,2610.3379483229146,2944.593070208972,2900.092302864135,169.09345584747032,267.54438189235316,10.75495370452934,345.0100755905874,55.25572104936671,2955.3480239135015
129,152.1754116012982,9.409509124043485,295.72595468745664,2759.603886759469,257.0348427700023,2604.0451567689197,2907.576997267208,2868.88982259066,157.81817936475957,257.0348427700023,9.845068857020296,313.37690935530856,48.53224353356828,2917.422066124228
130,142.29009124161487,8.699892952821738,267.3717204616704,2753.3202719215024,246.95676717715514,2617.217612392399,2891.7071516393585,2857.7593529268606,147.46493143532413,246.95676717715514,9.078051717468393,283.56759096442744,43.02585042996619,2900.7852033568265
