,x,y_norm,sigma,time,energy
0,-0.1,0.017742551467002585,0.0028161983881135754,100,200
1,-0.08405797101449275,0.02906549123905242,0.005383079546201382,100,200
2,-0.06811594202898551,0.053959492565351846,0.012223181682868458,100,200
3,-0.05217391304347826,0.11979793735279774,0.03201660349968422,100,200
4,-0.03623188405797101,0.35480177628370735,0.12723429396025474,100,200
5,-0.020289855072463753,0.7639788097930782,0.12416028869670873,100,200
6,-0.0043478260869565105,0.910373846159167,0.04471322799068616,100,200
7,0.011594202898550732,0.5946124625185463,0.15991171953401437,100,200
8,0.027536231884057988,0.22418126152111587,0.08022590879834518,100,200
9,0.043478260869565244,0.08259356860059679,0.028664337686016464,100,200
10,0.0594202898550725,0.03738952986353926,0.009456322321667734,100,200
11,0.07536231884057973,0.021893457022130917,0.0031725275536162965,100,200
12,0.09130434782608698,0.014562134191962688,0.002215689816317919,100,200
13,0.10724637681159424,0.01007273599202186,0.0010694041336905395,100,200
14,0.12318840579710147,0.0073138167143939154,0.0007280041317816162,100,200
15,0.13913043478260873,0.005604692141950523,0.0006074866148310353,100,200
16,0.15507246376811598,0.004264666402091699,0.00043127641786976746,100,200
17,0.1710144927536232,0.0033837606413608494,0.00025126816153688393,100,200
18,0.1869565217391305,0.0028070489054435577,0.00021826818274957413,100,200
19,0.20289855072463772,0.0023124184551415743,0.0001921992280300367,100,200
20,0.218840579710145,0.0019173308505398613,0.0001672725862762324,100,200
21,0.23478260869565223,0.00156035818205294,0.00019465534332485383,100,200
22,0.2507246376811595,0.0014278453643612329,9.971170448097957e-05,100,200
23,0.2666666666666667,0.0012350897018660895,0.00011733381578989146,100,200
24,0.28260869565217395,0.001027816838442041,0.00014822218798361093,100,200
25,0.2985507246376812,0.0007769993567196854,0.0001362587621863349,100,200
26,0.3144927536231885,0.0007330836082837904,9.744880242196845e-05,100,200
27,0.33043478260869574,0.0006978797688341062,0.00015936348112298212,100,200
28,0.34637681159420297,0.0005985080533248255,0.00015026307087729688,100,200
29,0.3623188405797102,0.0005822049306507779,8.000215004802911e-05,100,200
30,0.37826086956521743,0.0005314286529502703,0.00014447226856615693,100,200
31,0.39420289855072477,0.000463814113316479,0.00014376459036053,100,200
32,0.410144927536232,0.0004680591335734343,0.00014716732304815701,100,200
33,0.4260869565217392,0.00040426902544253,0.00010183456973814945,100,200
34,0.44202898550724645,0.0003379707191495517,9.264807901563735e-05,100,200
35,0.4579710144927538,0.00030852270221827955,0.0001017498704047832,100,200
36,0.473913043478261,0.0003221578026423318,9.844951943670229e-05,100,200
37,0.48985507246376825,0.00029090682061586596,0.00011514605026963276,100,200
38,0.5057971014492755,0.0002257143118846038,8.61617526666262e-05,100,200
39,0.5217391304347827,0.0002605105648416181,0.00012502964730583103,100,200
40,0.53768115942029,0.0002597394642673925,7.786387873888614e-05,100,200
41,0.5536231884057973,0.0002848440531588176,0.00010574498738811673,100,200
42,0.5695652173913045,0.00024327616438924685,0.0001248619504956847,100,200
43,0.5855072463768117,0.00023236083722871908,0.00010189491389421991,100,200
44,0.601449275362319,0.00023945096479077827,8.470132602470599e-05,100,200
45,0.6173913043478262,0.00018387461303521826,8.04753191475743e-05,100,200
46,0.6333333333333335,0.00012990775622918413,9.736935273707087e-05,100,200
47,0.6492753623188408,0.0001566644532290251,7.234527343389152e-05,100,200
48,0.665217391304348,0.00014583815145101213,8.217781936025813e-05,100,200
49,0.6811594202898552,0.00012632434902453112,0.000125346755682765,100,200
50,0.6971014492753624,0.00016001335555993629,0.0001048330770402369,100,200
51,0.7130434782608698,0.00013225974487283008,6.703218476874428e-05,100,200
52,0.728985507246377,0.00016274444997803857,0.00011395206838452258,100,200
53,0.7449275362318842,0.0001754886278877003,9.109843469035985e-05,100,200
54,0.7608695652173915,8.15628363928056e-05,0.00010549335727467155,100,200
55,0.7768115942028987,0.0001550903733907905,7.920081103692047e-05,100,200
56,0.7927536231884059,0.00010927067484011065,0.0001026731821546275,100,200
57,0.8086956521739133,0.00014880269909190062,8.30398848098494e-05,100,200
58,0.8246376811594205,0.000125207835634098,6.777425558446252e-05,100,200
59,0.8405797101449277,6.15095046683936e-05,7.340485164412668e-05,100,200
60,0.856521739130435,8.115910098982165e-05,0.00011079538276823437,100,200
61,0.8724637681159422,0.00015066076733657741,0.00010090289255281164,100,200
62,0.8884057971014495,0.0001192705176819693,0.00011225917236332214,100,200
63,0.9043478260869567,9.572212624894948e-05,9.34173282541699e-05,100,200
64,0.920289855072464,9.497309743794592e-05,0.00011830782040932292,100,200
65,0.9362318840579712,0.00011103657390369227,0.00010721620943573412,100,200
66,0.9521739130434784,7.435790313962295e-05,7.501634860044095e-05,100,200
67,0.9681159420289857,7.006502837696227e-05,8.475473999134269e-05,100,200
68,0.9840579710144929,0.00010326783400644317,7.873744072505036e-05,100,200
69,1.0,9.055952904358742e-05,9.362914971639833e-05,100,200
