,pred,pred_high,pred_low,dif4,sigma_dif4,dif4_high,dif4_low,dif4_median,match4,sigma_match4,match4_high,match4_low,match4_median,spectrum4,dif5,sigma_dif5,dif5_high,dif5_low,dif5_median,match5,sigma_match5,match5_high,match5_low,match5_median,spectrum5,dif6,sigma_dif6,dif6_high,dif6_low,dif6_median,match6,sigma_match6,match6_high,match6_low,match6_median,spectrum6
10,80383.37619835298,69533.02683937071,91610.18642569211,0.0,0.0,0.0,0.0,0.0,44048.25898804702,4.423712589214308e-12,44048.25898804698,44048.25898804698,44048.25898804698,44048.25898804698,0.0,0.0,0.0,0.0,0.0,41385.27748155076,3.823279614471771e-12,41385.27748155069,41385.27748155069,41385.27748155069,41385.27748155069,0.0,0.0,0.0,0.0,0.0,73286.08562838452,6.518164077475724e-12,73286.08562838458,73286.08562838458,73286.08562838458,73286.08562838458
11,85509.4928725941,74067.76897058732,97064.25273249457,0.0,0.0,0.0,0.0,0.0,46279.61120212337,4.766748061191172e-12,46279.61120212337,46279.61120212337,46279.61120212337,46279.61120212337,0.0,0.0,0.0,0.0,0.0,43798.00843650475,4.080243337194614e-12,43798.00843650471,43798.00843650471,43798.00843650471,43798.00843650471,0.0,0.0,0.0,0.0,0.0,75999.52100951098,7.113498872714751e-12,75999.52100951108,75999.52100951108,75999.52100951108,75999.52100951108
12,91132.76824085951,78742.44082052898,103989.91346431256,0.0,0.0,0.0,0.0,0.0,48715.70886485471,5.257201179641227e-12,48715.708864854736,48715.708864854736,48715.708864854736,48715.708864854736,0.0,0.0,0.0,0.0,0.0,46366.012859415154,4.4137749786308436e-12,46366.01285941515,46366.01285941515,46366.01285941515,46366.01285941515,0.0,0.0,0.0,0.0,0.0,78881.33644603578,7.601944450407729e-12,78881.33644603592,78881.33644603592,78881.33644603592,78881.33644603592
13,97314.96511962972,83669.78921130094,111506.71864803664,0.0,0.0,0.0,0.0,0.0,51388.16387657427,5.841923739016178e-12,51388.16387657434,51388.16387657434,51388.16387657434,51388.16387657434,0.0,0.0,0.0,0.0,0.0,49092.074979595185,4.870727305481721e-12,49092.0749795952,49092.0749795952,49092.0749795952,49092.0749795952,0.0,0.0,0.0,0.0,0.0,81947.36645956081,7.930570153197591e-12,81947.36645956099,81947.36645956099,81947.36645956099,81947.36645956099
14,104141.14839558004,89477.01561401777,119429.72176873515,0.0,0.0,0.0,0.0,0.0,54330.68307329493,6.457551977102425e-12,54330.68307329503,54330.68307329503,54330.68307329503,54330.68307329503,0.0,0.0,0.0,0.0,0.0,51983.37954324782,5.443080490450821e-12,51983.379543247866,51983.379543247866,51983.379543247866,51983.379543247866,0.0,0.0,0.0,0.0,0.0,85216.21957513073,8.063764287033896e-12,85216.21957513093,85216.21957513093,85216.21957513093,85216.21957513093
15,111705.96788950752,95899.32765977699,128071.41442312101,0.0,0.0,0.0,0.0,0.0,57576.62241765973,7.099620093342626e-12,57576.62241765988,57576.62241765988,57576.62241765988,57576.62241765988,0.0,0.0,0.0,0.0,0.0,55051.33124128009,6.151807280299559e-12,55051.33124128016,55051.33124128016,55051.33124128016,55051.33124128016,0.0,0.0,0.0,0.0,0.0,88708.84564638029,7.945595153131787e-12,88708.8456463805,88708.8456463805,88708.8456463805,88708.8456463805
16,120118.79566976639,103492.56594608184,137782.58489454788,0.0,0.0,0.0,0.0,0.0,61156.22873557204,7.7400480922926e-12,61156.22873557222,61156.22873557222,61156.22873557222,61156.22873557222,0.0,0.0,0.0,0.0,0.0,58314.57731371119,6.971978689898317e-12,58314.577313711285,58314.577313711285,58314.577313711285,58314.577313711285,0.0,0.0,0.0,0.0,0.0,92451.61972585965,7.547370163068835e-12,92451.61972585987,92451.61972585987,92451.61972585987,92451.61972585987
17,129502.80664901125,111610.61462124744,148317.44991171354,0.0,0.0,0.0,0.0,0.0,65090.09649399002,8.26793761533808e-12,65090.09649399025,65090.09649399025,65090.09649399025,65090.09649399025,0.0,0.0,0.0,0.0,0.0,61799.40309772241,7.762843861166718e-12,61799.40309772252,61799.40309772252,61799.40309772252,61799.40309772252,0.0,0.0,0.0,0.0,0.0,96475.66662848173,6.912243173615733e-12,96475.66662848195,96475.66662848195,96475.66662848195,96475.66662848195
18,139999.27315856807,120405.19996472212,160323.8021335016,0.0,0.0,0.0,0.0,0.0,69391.43580636621,8.605334617775305e-12,69391.43580636648,69391.43580636648,69391.43580636648,69391.43580636648,0.0,0.0,0.0,0.0,0.0,65536.69424903288,8.417951257428434e-12,65536.69424903301,65536.69424903301,65536.69424903301,65536.69424903301,0.0,0.0,0.0,0.0,0.0,100808.54803318036,6.067542001426603e-12,100808.54803318056,100808.54803318056,100808.54803318056,100808.54803318056
19,151808.79510266145,129994.91652249015,173781.177729611,0.0,0.0,0.0,0.0,0.0,74077.1622621495,8.694927875304422e-12,74077.1622621498,74077.1622621498,74077.1622621498,74077.1622621498,0.0,0.0,0.0,0.0,0.0,69565.37804595976,8.866309827259916e-12,69565.37804595985,69565.37804595985,69565.37804595985,69565.37804595985,0.0,0.0,0.0,0.0,0.0,105469.50995975843,5.06330507773351e-12,105469.50995975858,105469.50995975858,105469.50995975858,105469.50995975858
20,165152.28756555507,140295.22762366445,189373.58816809492,0.0,0.0,0.0,0.0,0.0,79168.20322363147,8.506259544457643e-12,79168.20322363179,79168.20322363179,79168.20322363179,79168.20322363179,0.0,0.0,0.0,0.0,0.0,73936.11170509146,9.05933296261991e-12,73936.11170509155,73936.11170509155,73936.11170509155,73936.11170509155,0.0,0.0,0.0,0.0,0.0,110472.49205432413,3.966859007896219e-12,110472.49205432425,110472.49205432425,110472.49205432425,110472.49205432425
21,180236.40247404965,152600.4829290259,207258.33980467843,0.0,0.0,0.0,0.0,0.0,84679.23435743015,8.018276718709241e-12,84679.23435743048,84679.23435743048,84679.23435743048,84679.23435743048,0.0,0.0,0.0,0.0,0.0,78702.0796558648,8.955354587897741e-12,78702.07965586486,78702.07965586486,78702.07965586486,78702.07965586486,0.0,0.0,0.0,0.0,0.0,115837.87952570894,2.855522689031536e-12,115837.87952570901,115837.87952570901,115837.87952570901,115837.87952570901
22,197385.7648628254,165963.44172299615,227765.6862242104,0.0,0.0,0.0,0.0,0.0,90616.30051140365,7.242361861398989e-12,90616.30051140398,90616.30051140398,90616.30051140398,90616.30051140398,0.0,0.0,0.0,0.0,0.0,83913.03170239505,8.544893349553393e-12,83913.03170239508,83913.03170239508,83913.03170239508,83913.03170239508,0.0,0.0,0.0,0.0,0.0,121596.05229312666,1.8497266554481598e-12,121596.0522931267,121596.0522931267,121596.0522931267,121596.0522931267
23,217015.06370912216,181327.79374446173,250393.6823103971,0.0,0.0,0.0,0.0,0.0,96983.11059844455,6.262597386875939e-12,96983.11059844485,96983.11059844485,96983.11059844485,96983.11059844485,0.0,0.0,0.0,0.0,0.0,89620.86044673907,7.830931044060043e-12,89620.86044673907,89620.86044673907,89620.86044673907,89620.86044673907,0.0,0.0,0.0,0.0,0.0,127780.58665572695,1.0169664662545478e-12,127780.58665572696,127780.58665572696,127780.58665572696,127780.58665572696
24,239574.4824872283,198667.92673796,278541.4053472893,0.0,0.0,0.0,0.0,0.0,103793.64809538251,5.185155978566871e-12,103793.64809538278,103793.64809538278,103793.64809538278,103793.64809538278,0.0,0.0,0.0,0.0,0.0,95887.17512915304,6.849338517820743e-12,95887.17512915301,95887.17512915301,95887.17512915301,95887.17512915301,0.0,0.0,0.0,0.0,0.0,134427.42715371356,4.059865618917629e-13,134427.4271537136,134427.4271537136,134427.4271537136,134427.4271537136
25,265606.20781469624,219210.50342656326,311434.02981959016,0.0,0.0,0.0,0.0,0.0,111076.7803641885,4.126795131288057e-12,111076.78036418873,111076.78036418873,111076.78036418873,111076.78036418873,0.0,0.0,0.0,0.0,0.0,102786.18657157778,5.706486552030864e-12,102786.18657157774,102786.18657157774,102786.18657157774,102786.18657157774,0.0,0.0,0.0,0.0,0.0,141585.57142959003,8.299609532752161e-14,141585.57142959003,141585.57142959003,141585.57142959003,141585.57142959003
26,295775.2444888319,243341.3727233959,352346.62053744885,0.0,0.0,0.0,0.0,0.0,118873.3291905532,3.1607066173389757e-12,118873.32919055337,118873.32919055337,118873.32919055337,118873.32919055337,0.0,0.0,0.0,0.0,0.0,110404.40971077731,4.484722842695342e-12,110404.40971077724,110404.40971077724,110404.40971077724,110404.40971077724,0.0,0.0,0.0,0.0,0.0,149315.83340570703,0.0,149315.83340570703,149315.83340570703,149315.83340570703,149315.83340570703
27,330884.98307398526,270147.53103689424,395651.00948749005,0.0,0.0,0.0,0.0,0.0,127235.35206997019,2.350083069950058e-12,127235.35206997034,127235.35206997034,127235.35206997034,127235.35206997034,0.0,0.0,0.0,0.0,0.0,118845.866661402,3.274946397674138e-12,118845.86666140195,118845.86666140195,118845.86666140195,118845.86666140195,0.0,0.0,0.0,0.0,0.0,157684.11769525503,0.0,157684.11769525503,157684.11769525503,157684.11769525503,157684.11769525503
28,371884.80136113835,302567.33447844884,447779.3252616519,0.0,0.0,0.0,0.0,0.0,136224.82418411138,1.6997720332736827e-12,136224.82418411147,136224.82418411147,136224.82418411147,136224.82418411147,0.0,0.0,0.0,0.0,0.0,128230.152846776,2.2082552664009565e-12,128230.15284677595,128230.15284677595,128230.15284677595,128230.15284677595,0.0,0.0,0.0,0.0,0.0,166766.90439369995,0.0,166766.90439369995,166766.90439369995,166766.90439369995,166766.90439369995
29,419992.43332060036,338315.6535813601,503283.23144849937,0.0,0.0,0.0,0.0,0.0,145918.65670266206,1.1557506557578534e-12,145918.65670266212,145918.65670266212,145918.65670266212,145918.65670266212,0.0,0.0,0.0,0.0,0.0,138689.668185557,1.3587439367037348e-12,138689.66818555695,138689.66818555695,138689.66818555695,138689.66818555695,0.0,0.0,0.0,0.0,0.0,176649.09960989916,0.0,176649.09960989916,176649.09960989916,176649.09960989916,176649.09960989916
