,b(0),b(0)_high,b(0)_low,b(1),b(1)_high,b(1)_low,b(2),b(2)_high,b(2)_low,b(3),b(3)_high,b(3)_low,b(4),b(4)_high,b(4)_low,b(5),b(5)_high,b(5)_low,b(6),b(6)_high,b(6)_low,b(7),b(7)_high,b(7)_low,b(8),b(8)_high,b(8)_low
0,0.4259166167804572,0.6289199332675448,0.12302325869295856,0.4259166167804572,0.6289199332675448,0.12302325869295856,0.24124768009133493,0.2493117276056338,0.08033433655107118,0.3454970386534238,0.8382419577466909,0.04949618569948572,0.25491858274216894,0.26521536068978113,0.0835666953504605,0.5453152867286671,1.7162282621445093,0.09297627984833637,0.5147621147511828,1.6409012348169818,0.10393481155523468,0.49136828517818376,1.5892991000113963,0.11134844148599507,0.522645064040254,1.6220187256785477,0.11614995238303036
