,bg(0),bg(0)_high,bg(0)_low,bg(1),bg(1)_high,bg(1)_low,bg(2),bg(2)_high,bg(2)_low,bg(3),bg(3)_high,bg(3)_low,bg(4),bg(4)_high,bg(4)_low,bg(5),bg(5)_high,bg(5)_low,bg(6),bg(6)_high,bg(6)_low,bg(7),bg(7)_high,bg(7)_low,bg(8),bg(8)_high,bg(8)_low
0,0.8599921111003664,0.8833259697543028,0.8399404352638316,0.8599921111003664,0.8833259697543028,0.8399404352638316,0.9449999225898493,1.0743315727279878,0.8798549817273991,1.059998159575465,1.144791830054887,0.9449965372099176,1.0699630722283016,1.2343281238282122,0.9449018699601831,0.9958278799990546,1.2342508565928836,0.8528208658074161,1.0699782076247306,1.4144308848878913,0.8796831598691074,1.1099338195291846,1.4732368188306135,0.8843904323816585,1.1449676665454864,1.5735765954125636,0.884644365807907
