,x,y_norm,sigma,time,energy
0,-0.1,0.004828638852133438,0.0007378254599236518,10,200
1,-0.08405797101449275,0.007625040761818736,0.001356674963829818,10,200
2,-0.06811594202898551,0.013328100353599916,0.0030885407241258394,10,200
3,-0.05217391304347826,0.027743740209107807,0.00784226445110352,10,200
4,-0.03623188405797101,0.10155171353559643,0.0499357005130314,10,200
5,-0.020289855072463753,0.5313511166998304,0.20670164274403433,10,200
6,-0.0043478260869565105,0.8559730081358654,0.12797888786754957,10,200
7,0.011594202898550732,0.2722215906557027,0.15405779416873644,10,200
8,0.027536231884057988,0.04837290419806132,0.01998383399190147,10,200
9,0.043478260869565244,0.018480770603955466,0.004718706467312541,10,200
10,0.0594202898550725,0.00990236626063384,0.001950126246552572,10,200
11,0.07536231884057973,0.005963020774929542,0.0013744545381339274,10,200
12,0.09130434782608698,0.003905219772689328,0.0008702381545489339,10,200
13,0.10724637681159424,0.002618010524218256,0.0006089614858869533,10,200
14,0.12318840579710147,0.0020100281334958048,0.0004655583563738818,10,200
15,0.13913043478260873,0.0015524877211868396,0.0004104981208701291,10,200
16,0.15507246376811598,0.0012782344972975398,0.0005053072997234079,10,200
17,0.1710144927536232,0.001200839444706094,0.0005312934660185999,10,200
18,0.1869565217391305,0.001015386300883961,0.0004461839004169255,10,200
19,0.20289855072463772,0.0007053454939533306,0.0005562828640905113,10,200
20,0.218840579710145,0.000441023482729565,0.0004446744649732227,10,200
21,0.23478260869565223,0.00036469376851789545,0.00042072400688527385,10,200
22,0.2507246376811595,0.00020973720424319897,0.00046759307892816173,10,200
23,0.2666666666666667,0.00038812185521762876,0.00039496313526952715,10,200
24,0.28260869565217395,0.00037825186829835956,0.0005401791851605412,10,200
25,0.2985507246376812,0.00018183962438032367,0.0005012058516718518,10,200
26,0.3144927536231885,0.00027417078701523294,0.0005027574132471905,10,200
27,0.33043478260869574,0.00022571770023356173,0.0005019198520136731,10,200
28,0.34637681159420297,0.000231933125010902,0.0005395239300571159,10,200
29,0.3623188405797102,-4.02508169764049e-06,0.0005050427881389326,10,200
30,0.37826086956521743,-4.866015427678617e-05,0.00038013937139414925,10,200
31,0.39420289855072477,-3.483325483863733e-05,0.00048099082882466747,10,200
32,0.410144927536232,-7.522952756872557e-05,0.0004334788165360822,10,200
33,0.4260869565217392,-0.00015503747137435495,0.00041398295230222657,10,200
34,0.44202898550724645,6.116134237677669e-05,0.00038413445707237095,10,200
35,0.4579710144927538,-3.573058925843692e-05,0.00050273421376596,10,200
36,0.473913043478261,-6.295594527076544e-05,0.00045689954771508317,10,200
37,0.48985507246376825,7.900940466993175e-05,0.0004911832756673601,10,200
38,0.5057971014492755,5.987632973752869e-05,0.0005403256925202005,10,200
39,0.5217391304347827,-5.281877675618674e-05,0.0004975740866171159,10,200
40,0.53768115942029,-6.356392470586193e-05,0.00045324583125851023,10,200
41,0.5536231884057973,-8.081925777787058e-05,0.0005138875925709306,10,200
42,0.5695652173913045,-4.4442022322396426e-05,0.00039753276047403094,10,200
43,0.5855072463768117,-0.00018085615904958775,0.0005171170806033693,10,200
44,0.601449275362319,-0.00016462883093428283,0.00038716272751678215,10,200
45,0.6173913043478262,-0.00021569335172834226,0.00046711985258454506,10,200
46,0.6333333333333335,3.7558390442229514e-05,0.00044376321317932956,10,200
47,0.6492753623188408,-0.0002797056075115686,0.0004949628451048967,10,200
48,0.665217391304348,-0.00011282151955935733,0.0004434891168091664,10,200
49,0.6811594202898552,-0.0001744379854523164,0.000410132784262699,10,200
50,0.6971014492753624,-0.00023283863372312586,0.00043206766102287945,10,200
51,0.7130434782608698,-0.00021647470137859374,0.0004285351100188084,10,200
52,0.728985507246377,-4.153861203532285e-05,0.0004825375663453345,10,200
53,0.7449275362318842,-0.00012033427913641918,0.0004875798968551182,10,200
54,0.7608695652173915,-6.314425189214935e-05,0.0005440066040523498,10,200
55,0.7768115942028987,-3.0005447196785572e-05,0.000497762521957108,10,200
56,0.7927536231884059,5.919786669718809e-05,0.000520215943579454,10,200
57,0.8086956521739133,-9.563619527486848e-05,0.0005748413473850412,10,200
58,0.8246376811594205,-0.00021255895912829234,0.0006238772071947632,10,200
59,0.8405797101449277,-0.00011426004498493649,0.0005311226562530132,10,200
60,0.856521739130435,-0.00011393162789750475,0.0006041730839914072,10,200
61,0.8724637681159422,-6.544238141307467e-05,0.0005148306836734275,10,200
62,0.8884057971014495,-7.441080643826644e-05,0.0005524299962152447,10,200
63,0.9043478260869567,-0.00017892651264692623,0.00040510577468948845,10,200
64,0.920289855072464,-8.738597262404031e-05,0.00046575033789557726,10,200
65,0.9362318840579712,-0.0001902862437336356,0.00044520785472343806,10,200
66,0.9521739130434784,-0.00025834139237990503,0.0003659977577954311,10,200
67,0.9681159420289857,-0.00018733565053800444,0.00040822144247358946,10,200
68,0.9840579710144929,-7.122122446741975e-05,0.00043479116537019515,10,200
69,1.0,-1.4816608979294826e-06,0.00035521865656798745,10,200
