# best iteration: (array([44]),)
238822.296875,71949.710938
56.435921,82.355621
50.060513,72.590225
49.597698,72.354980
49.111191,72.127388
48.861233,72.094116
48.781349,72.008705
48.744343,71.963676
48.659077,71.885277
48.449837,71.628410
49.000534,71.164291
98.997765,90.301811
39.410625,58.746265
36.204697,129.339966
28.157295,41.454773
22.883987,34.112186
17.853523,27.033154
13.268319,20.598942
9.497083,14.635272
6.796531,10.146448
5.099991,7.277303
5.110865,6.722442
3.345110,4.348605
2.914063,3.753397
2.430924,3.182448
2.170761,2.738285
1.695248,2.268743
24.343565,16.218515
1.341280,1.653738
1.260189,1.492537
1.208916,1.413332
1.190036,1.420399
1.125005,1.290895
84.263794,21.442745
1.069627,1.277069
1.276571,1.346226
1.035727,1.279772
1.812031,2.103637
1.017074,1.294780
1.014076,1.361933
1.004006,1.262665
1.004449,1.290026
2.042063,2.563992
46.272270,23.784773
0.997946,1.204814
0.985709,1.218660
2.810143,11.324524
0.980752,1.214103
11.266669,17.833771
0.982580,1.261012
