# best iteration: (array([20]),)
621550.187500,200209.593750
52.818195,73.854027
51.455891,72.769814
50.916584,72.452423
50.418648,72.212517
50.177433,72.135818
50.121578,72.076950
50.099854,72.022087
50.012039,72.014641
49.915176,71.902412
49.629372,71.519203
48.247433,69.480835
44.710953,61.816463
34.729183,47.852276
12.434060,15.978957
3.993839,3.319118
3.163905,2.196388
3.209834,2.255013
5.408627,1.920053
2.714181,1.678173
2.690685,1.676741
2.636547,1.685440
2.606371,1.685738
2.579499,1.746059
2.726186,1.786391
2.525866,1.700562
2.492282,1.720415
2.468632,1.734218
2.446420,1.754899
2.415767,1.789666
2.399238,1.810988
2.352954,1.854116
