# best iteration: (array([41]),)
523346.531250,124539.250000
52.749268,72.347725
52.173584,72.106743
51.650833,71.791695
51.354610,71.705330
51.292915,71.681923
51.275349,71.646637
51.254795,71.605263
63.657654,80.545471
51.013973,71.292709
50.215553,70.228401
43.713703,60.381153
35.211090,44.763336
13.915658,8.903022
3.264640,3.375866
9.777418,3.014050
2.849039,2.644739
2.833274,2.593880
2.829697,2.589244
2.827242,2.585345
2.824801,2.584826
2.842402,2.599013
2.826855,2.625578
2.811944,2.567713
2.806519,2.563207
3.109907,2.919796
2.811160,2.568464
2.804967,2.561627
3.043268,2.703488
3.818583,3.617400
2.777943,2.545198
2.775887,2.556027
7.695589,2.636674
2.761275,2.554339
2.755195,2.563998
2.749422,2.575752
4.402959,3.149825
6.662720,9.059803
2.725086,2.560588
2.708736,2.528606
2.544399,2.334022
2.422004,2.214997
2.385764,2.269783
2.653376,2.577540
2.788717,3.453893
2.567547,2.477249
2.939418,2.674447
2.885620,2.680680
2.848882,2.661930
3.707195,2.736985
