# best iteration: (array([46]),)
633730.750000,259569.765625
53.117500,70.492615
52.208363,69.776985
51.914513,69.643082
51.550377,69.515221
51.251431,69.459557
51.187008,69.387016
52.573391,144.727509
51.119537,69.366920
105.564148,71.765022
51.027012,69.294624
50.502800,68.758667
41.171936,56.584133
3.165893,2.521641
2.681564,2.199286
26.671440,40.065224
6.532252,9.316138
2.531523,2.151796
26.009142,17.386530
2.465824,2.114407
2.421051,2.101257
2.359761,2.100829
4.863994,2.327441
2.204004,2.398079
1.117535,1.889787
0.990241,1.759845
0.943104,1.726014
0.910124,1.644715
0.892426,1.612152
0.879264,1.526749
0.864507,1.501946
0.856685,1.467655
0.849012,1.449335
0.841040,1.423393
0.834066,1.398517
0.828263,1.368520
2.315650,3.222418
5.766541,9.505255
0.812837,1.293922
0.810628,1.339107
0.805712,1.271527
0.848819,1.255680
1.297699,1.802457
0.795075,1.268681
0.793743,1.282822
0.832649,1.402586
0.788627,1.248261
0.782408,1.262499
0.779968,1.262821
0.779501,1.272903
