# best iteration: (array([20]),)
1542506.625000,745479.937500
70.461136,98.126099
55.414288,76.236290
53.490322,74.557091
52.659931,74.183113
51.704510,73.583038
51.370419,73.525047
51.262703,73.488678
66.160728,91.308090
51.006554,73.216583
49.604671,71.172035
42.395618,60.249775
31.387621,40.895821
8.676656,6.654073
3.449613,2.476920
3.220959,2.124114
3.135035,1.952400
3.055173,1.873426
7.564947,9.438930
2.980770,1.853802
2.953513,1.847489
4.104559,10.283134
6.249012,6.729875
2.867123,1.870780
2.838623,1.889025
3.163382,2.450464
2.774983,1.940280
2.737398,1.964225
3.427706,2.017138
2.669752,1.958472
2.667527,1.963586
