# best iteration: (array([46]),)
7726.944824,55198.253906
50.867756,72.380363
91.022675,149.168625
50.670727,72.491905
50.617222,72.385635
50.554718,72.235085
51.102295,71.685791
50.462311,72.049820
50.398823,71.947113
50.020924,71.425491
46.778477,67.024475
33.167759,44.466030
3.555878,2.968366
10.403392,3.824188
2.894676,2.100382
3.151291,2.094803
2.821970,1.897355
5.051340,6.249092
9.357177,5.430509
2.761781,1.814415
2.741707,1.795004
2.740099,1.769484
3.083293,2.345247
2.686334,1.828868
3.315792,1.813363
2.646023,1.798967
16.086897,9.024157
11.190569,6.966575
2.555503,1.780076
2.702745,1.808957
2.819345,2.093270
2.654055,1.828640
0.933137,1.551879
0.889091,1.460820
0.848959,1.398530
0.855939,1.355200
0.823048,1.340915
2.303737,6.157812
0.810544,1.317959
0.802582,1.291633
0.796544,1.280948
0.791820,1.274615
0.787085,1.268654
0.783696,1.266483
0.780010,1.266547
0.777627,1.271377
0.774772,1.261106
0.848621,1.337972
0.773559,1.346461
0.871155,1.994817
