# best iteration: (array([33]),)
5485.882812,52014.964844
51.966690,71.262024
51.409897,71.174019
51.083984,71.170212
545.727722,727.690186
51.035351,70.864075
50.861351,71.061317
50.798409,71.029640
49.654854,69.377693
40.348610,54.827583
33.233158,40.781097
70.249664,72.188293
7.616317,6.787138
3.594059,3.200368
3.114711,2.483658
2.990541,2.257135
3.556064,2.487630
2.875941,1.997847
2.833565,1.915627
2.797931,1.869900
3.873796,3.697621
2.744502,1.855089
2.699234,1.868754
2.660983,1.891487
2.564870,1.885941
2.477103,1.870089
2.301014,1.982987
2.422055,1.866015
1.734717,1.998974
3.519046,2.669036
3.598082,2.315222
1.349444,1.638565
0.898065,1.212636
0.849678,1.195699
0.825253,1.204757
0.870046,1.196974
0.805679,1.204076
0.803226,1.201716
0.797761,1.214948
0.803564,1.253893
0.792949,1.222485
0.788329,1.231020
7.759319,10.797678
0.776361,1.251397
0.777322,1.255546
0.767065,1.264874
