# best iteration: (array([43]),)
1339192.000000,689448.062500
55.188713,72.578354
52.472454,69.576546
51.523460,69.032677
51.070202,68.949097
50.938046,68.939095
50.853508,68.835533
50.849663,78.002571
49.979870,67.673553
49.066479,66.020416
44.772148,60.322208
37.699162,49.540840
30.432848,38.365784
11.314530,11.657755
4.012432,3.573861
2.965243,2.686948
2.853759,2.562379
2.807162,2.505992
2.779710,2.471882
2.752742,2.421707
4.414105,4.893325
2.725603,2.350459
2.743862,2.631236
2.703098,2.289922
2.693952,2.259986
2.781543,2.374243
2.662693,2.194007
2.660932,2.163980
5.197006,6.199891
2.571865,2.087572
2.539629,2.073365
2.497268,2.057391
2.401050,2.074901
2.225868,2.091106
2.737018,2.141910
2.989089,2.443542
1.281845,1.222855
2.577946,2.129219
2.683652,5.283879
2.873765,2.259871
4.101193,1.989541
1.724993,2.008994
7.612159,3.762327
1.068146,1.181108
1.049740,1.200273
1.041888,1.231726
1.032220,1.228133
3.640785,1.325910
1.012385,1.230732
