# best iteration: (array([48]),)
1107247.375000,332624.218750
52.674866,69.434738
51.516148,68.540764
51.210312,68.418114
50.893501,68.354118
50.708015,68.359383
50.849621,68.096741
50.614677,68.147942
50.579281,68.128296
50.578751,68.131927
50.541477,68.090576
50.480633,68.044975
53.594822,71.573547
48.685772,65.689713
35.096741,47.017033
8.049594,7.110050
7.210071,4.128282
7.584006,4.745675
3.205536,2.465840
3.089599,2.321696
3.444564,2.918180
14.476820,8.646208
8.746874,5.178716
2.929138,2.388303
2.814396,2.249062
2.796483,2.209496
5.265775,6.575256
2.750699,2.180110
9.087259,7.388794
2.706233,2.116359
2.882783,2.290824
3.941463,4.314439
2.711506,1.993960
2.654675,2.019000
2.848562,2.498444
2.636408,1.972889
2.624907,1.996324
6.675884,7.189388
3.375393,2.099678
3.539227,2.106356
2.499414,1.872027
1.655584,1.942558
0.943425,1.143822
23.967447,25.650465
0.866525,1.231552
0.855160,1.130400
0.843659,1.135990
0.936063,1.438968
0.833256,1.122949
19.737480,9.450920
