-0.300000,11.148734
-0.299450,11.152486
-0.298900,11.156245
-0.298350,11.160016
-0.297800,11.163798
-0.297250,11.167589
-0.296699,11.171393
-0.296149,11.175208
-0.295599,11.179032
-0.295049,11.182867
-0.294499,11.186713
-0.293949,11.190572
-0.293399,11.194438
-0.292849,11.198318
-0.292299,11.202207
-0.291749,11.206107
-0.291199,11.210020
-0.290648,11.213944
-0.290098,11.217878
-0.289548,11.221824
-0.288998,11.225778
-0.288448,11.229747
-0.287898,11.233726
-0.287348,11.237717
-0.286798,11.241718
-0.286248,11.245729
-0.285698,11.249755
-0.285148,11.253790
-0.284597,11.257838
-0.284047,11.261896
-0.283497,11.265965
-0.282947,11.270047
-0.282397,11.274141
-0.281847,11.278246
-0.281297,11.282362
-0.280747,11.286489
-0.280197,11.290629
-0.279647,11.294783
-0.279097,11.298945
-0.278546,11.303121
-0.277996,11.307309
-0.277446,11.311506
-0.276896,11.315719
-0.276346,11.319942
-0.275796,11.324178
-0.275246,11.328425
-0.274696,11.332686
-0.274146,11.336955
-0.273596,11.341240
-0.273046,11.345535
-0.272495,11.349845
-0.271945,11.354164
-0.271395,11.358499
-0.270845,11.362845
-0.270295,11.367203
-0.269745,11.371574
-0.269195,11.375956
-0.268645,11.380351
-0.268095,11.384760
-0.267545,11.389181
-0.266994,11.393616
-0.266444,11.398063
-0.265894,11.402520
-0.265344,11.406995
-0.264794,11.411480
-0.264244,11.415977
-0.263694,11.420487
-0.263144,11.425011
-0.262594,11.429549
-0.262044,11.434099
-0.261494,11.438663
-0.260943,11.443240
-0.260393,11.447829
-0.259843,11.452434
-0.259293,11.457049
-0.258743,11.461679
-0.258193,11.466322
-0.257643,11.470981
-0.257093,11.475650
-0.256543,11.480335
-0.255993,11.485032
-0.255443,11.489745
-0.254892,11.494471
-0.254342,11.499209
-0.253792,11.503962
-0.253242,11.508729
-0.252692,11.513510
-0.252142,11.518304
-0.251592,11.523112
-0.251042,11.527935
-0.250492,11.532772
-0.249942,11.537622
-0.249392,11.542487
-0.248841,11.547368
-0.248291,11.552260
-0.247741,11.557169
-0.247191,11.562093
-0.246641,11.567032
-0.246091,11.571982
-0.245541,11.576950
-0.244991,11.581929
-0.244441,11.586926
-0.243891,11.591938
-0.243341,11.596963
-0.242790,11.602005
-0.242240,11.607060
-0.241690,11.612132
-0.241140,11.617216
-0.240590,11.622317
-0.240040,11.627433
-0.239490,11.632564
-0.238940,11.637711
-0.238390,11.642873
-0.237840,11.648050
-0.237290,11.653244
-0.236739,11.658451
-0.236189,11.663677
-0.235639,11.668916
-0.235089,11.674170
-0.234539,11.679443
-0.233989,11.684730
-0.233439,11.690033
-0.232889,11.695354
-0.232339,11.700688
-0.231789,11.706040
-0.231239,11.711406
-0.230688,11.716790
-0.230138,11.722192
-0.229588,11.727607
-0.229038,11.733040
-0.228488,11.738490
-0.227938,11.743956
-0.227388,11.749436
-0.226838,11.754938
-0.226288,11.760454
-0.225738,11.765987
-0.225188,11.771537
-0.224637,11.777104
-0.224087,11.782688
-0.223537,11.788289
-0.222987,11.793906
-0.222437,11.799542
-0.221887,11.805196
-0.221337,11.810866
-0.220787,11.816555
-0.220237,11.822260
-0.219687,11.827985
-0.219137,11.833724
-0.218586,11.839482
-0.218036,11.845260
-0.217486,11.851053
-0.216936,11.856867
-0.216386,11.862698
-0.215836,11.868546
-0.215286,11.874412
-0.214736,11.880300
-0.214186,11.886201
-0.213636,11.892125
-0.213086,11.898066
-0.212535,11.904024
-0.211985,11.910001
-0.211435,11.915999
-0.210885,11.922017
-0.210335,11.928050
-0.209785,11.934104
-0.209235,11.940176
-0.208685,11.946269
-0.208135,11.952380
-0.207585,11.958511
-0.207035,11.964662
-0.206484,11.970832
-0.205934,11.977023
-0.205384,11.983231
-0.204834,11.989459
-0.204284,11.995707
-0.203734,12.001977
-0.203184,12.008265
-0.202634,12.014575
-0.202084,12.020905
-0.201534,12.027255
-0.200983,12.033626
-0.200433,12.040015
-0.199883,12.046427
-0.199333,12.052859
-0.198783,12.059311
-0.198233,12.065785
-0.197683,12.072279
-0.197133,12.078795
-0.196583,12.085332
-0.196033,12.091889
-0.195483,12.098469
-0.194932,12.105070
-0.194382,12.111692
-0.193832,12.118337
-0.193282,12.125003
-0.192732,12.131692
-0.192182,12.138398
-0.191632,12.145133
-0.191082,12.151885
-0.190532,12.158661
-0.189982,12.165460
-0.189432,12.172280
-0.188881,12.179123
-0.188331,12.185988
-0.187781,12.192878
-0.187231,12.199789
-0.186681,12.206725
-0.186131,12.213679
-0.185581,12.220661
-0.185031,12.227666
-0.184481,12.234692
-0.183931,12.241742
-0.183381,12.248815
-0.182830,12.255914
-0.182280,12.263036
-0.181730,12.270179
-0.181180,12.277349
-0.180630,12.284543
-0.180080,12.291759
-0.179530,12.299002
-0.178980,12.306266
-0.178430,12.313556
-0.177880,12.320871
-0.177330,12.328210
-0.176779,12.335574
-0.176229,12.342965
-0.175679,12.350381
-0.175129,12.357819
-0.174579,12.365284
-0.174029,12.372773
-0.173479,12.380290
-0.172929,12.387832
-0.172379,12.395396
-0.171829,12.402991
-0.171279,12.410609
-0.170728,12.418254
-0.170178,12.425924
-0.169628,12.433625
-0.169078,12.441344
-0.168528,12.449096
-0.167978,12.456870
-0.167428,12.464674
-0.166878,12.472506
-0.166328,12.480363
-0.165778,12.488247
-0.165228,12.496157
-0.164677,12.504096
-0.164127,12.512062
-0.163577,12.520055
-0.163027,12.528075
-0.162477,12.536123
-0.161927,12.544202
-0.161377,12.552306
-0.160827,12.560438
-0.160277,12.568599
-0.159727,12.576787
-0.159177,12.585006
-0.158626,12.593251
-0.158076,12.601525
-0.157526,12.609828
-0.156976,12.618160
-0.156426,12.626523
-0.155876,12.634913
-0.155326,12.643331
-0.154776,12.651780
-0.154226,12.660258
-0.153676,12.668767
-0.153126,12.677304
-0.152575,12.685870
-0.152025,12.694468
-0.151475,12.703094
-0.150925,12.711755
-0.150375,12.720441
-0.149825,12.729158
-0.149275,12.737906
-0.148725,12.746686
-0.148175,12.755495
-0.147625,12.764338
-0.147075,12.773209
-0.146524,12.782111
-0.145974,12.791044
-0.145424,12.800009
-0.144874,12.809004
-0.144324,12.818032
-0.143774,12.827093
-0.143224,12.836184
-0.142674,12.845306
-0.142124,12.854461
-0.141574,12.863647
-0.141024,12.872867
-0.140473,12.882115
-0.139923,12.891401
-0.139373,12.900717
-0.138823,12.910065
-0.138273,12.919446
-0.137723,12.928859
-0.137173,12.938306
-0.136623,12.947785
-0.136073,12.957296
-0.135523,12.966844
-0.134972,12.976422
-0.134422,12.986033
-0.133872,12.995680
-0.133322,13.005360
-0.132772,13.015071
-0.132222,13.024818
-0.131672,13.034598
-0.131122,13.044415
-0.130572,13.054264
-0.130022,13.064146
-0.129472,13.074062
-0.128921,13.084014
-0.128371,13.093998
-0.127821,13.104018
-0.127271,13.114074
-0.126721,13.124160
-0.126171,13.134284
-0.125621,13.144441
-0.125071,13.154636
-0.124521,13.164865
-0.123971,13.175126
-0.123421,13.185423
-0.122870,13.195760
-0.122320,13.206128
-0.121770,13.216530
-0.121220,13.226968
-0.120670,13.237445
-0.120120,13.247954
-0.119570,13.258499
-0.119020,13.269080
-0.118470,13.279698
-0.117920,13.290349
-0.117370,13.301040
-0.116819,13.311765
-0.116269,13.322524
-0.115719,13.333318
-0.115169,13.344152
-0.114619,13.355021
-0.114069,13.365925
-0.113519,13.376864
-0.112969,13.387843
-0.112419,13.398856
-0.111869,13.409904
-0.111319,13.420991
-0.110768,13.432114
-0.110218,13.443270
-0.109668,13.454464
-0.109118,13.465695
-0.108568,13.476961
-0.108018,13.488267
-0.107468,13.499607
-0.106918,13.510983
-0.106368,13.522397
-0.105818,13.533846
-0.105268,13.545333
-0.104717,13.556855
-0.104167,13.568415
-0.103617,13.580010
-0.103067,13.591643
-0.102517,13.603309
-0.101967,13.615019
-0.101417,13.626760
-0.100867,13.638537
-0.100317,13.650351
-0.099767,13.662201
-0.099217,13.674091
-0.098666,13.686014
-0.098116,13.697974
-0.097566,13.709971
-0.097016,13.722005
-0.096466,13.734075
-0.095916,13.746180
-0.095366,13.758320
-0.094816,13.770499
-0.094266,13.782712
-0.093716,13.794960
-0.093166,13.807247
-0.092615,13.819571
