x,y,sigma,time,energy
-1.0,0.10490350038338905,0.0005682891580198583,1,0.6
-0.999182415541976,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9978189838979966,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9959228941652414,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9959228941652414,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9950220578927395,0.10490350038338905,0.0005682891580198583,1,0.6
-0.993758626123149,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9915355305206176,0.10490350038338905,0.0005682891580198583,1,0.6
-0.990852488810551,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9892598878801128,0.10490350038338905,0.0005682891580198583,1,0.6
-0.9876413972403942,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9876413972403942,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9868727310740292,0.10503708042543607,0.0005137161507763905,1,0.6
-0.985386689674779,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9830710610412352,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9825225620791262,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9807007918622292,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9793599003155472,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9793599003155472,0.10503708042543607,0.0005137161507763905,1,0.6
-0.978723404255319,0.10503708042543607,0.0005137161507763905,1,0.6
-0.9770147532264088,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9746065915618526,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9741926353477014,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9721416958443456,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9710784033907006,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9710784033907006,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9705740774366088,0.10541544550243022,0.0003652801444393571,1,0.6
-0.968642816778039,0.10541544550243022,0.0003652801444393571,1,0.6
-0.9661421220824702,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9658627086162764,0.1055679321066832,0.00026379393532739416,1,0.6
-0.963582599826462,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9627969064658536,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9627969064658536,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9624247506178986,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9602708803296688,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9576776526030882,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9575327818848518,0.1055679321066832,0.00026379393532739416,1,0.6
-0.9550235038085784,0.10579463655994079,0.0005684545607511147,1,0.6
-0.9545154095410068,0.10579463655994079,0.0005684545607511147,1,0.6
