0.227273,1.000000,2.000000,0.101447,0.000163,0.100583,0.101536
0.133333,0.100000,2.000000,0.101673,0.000421,0.100778,0.101548
0.219565,0.100000,2.000000,0.099870,0.000480,0.100746,0.100125
0.309091,1.000000,2.000000,0.100532,0.000077,0.100553,0.100595
0.926316,1.000000,2.000000,0.100895,0.000100,0.100372,0.100831
0.318182,1.000000,0.600000,0.101604,0.000367,0.100707,0.101394
0.661017,0.100000,0.600000,0.100450,0.000100,0.100433,0.100428
0.136364,1.000000,0.600000,0.109596,0.000852,0.100805,0.109818
0.236364,1.000000,2.000000,0.101215,0.000193,0.100580,0.101316
0.891525,0.100000,0.600000,0.100427,0.000100,0.100331,0.100428
0.810526,1.000000,2.000000,0.100837,0.000100,0.100399,0.100831
0.972881,0.100000,0.600000,0.100398,0.000100,0.100297,0.100428
0.400000,1.000000,2.000000,0.100502,0.000132,0.100520,0.100358
0.190909,1.000000,2.000000,0.102183,0.000161,0.100597,0.102332
-0.090909,1.000000,2.000000,0.123757,0.002396,0.100717,0.118329
0.184746,0.100000,0.600000,0.099154,0.001146,0.100670,0.100124
0.245455,1.000000,0.600000,0.102987,0.000292,0.100746,0.102664
0.690909,1.000000,2.000000,0.100101,0.000079,0.100430,0.100028
0.123188,0.100000,2.000000,0.101697,0.000343,0.100782,0.101627
0.281818,1.000000,0.600000,0.101949,0.000288,0.100726,0.101979
0.800000,1.000000,0.600000,0.100706,0.000100,0.100473,0.100653
0.728814,0.100000,0.600000,0.100293,0.000100,0.100402,0.100428
0.509091,1.000000,2.000000,0.100143,0.000094,0.100484,0.100172
0.831579,1.000000,0.600000,0.100625,0.000100,0.100460,0.100653
0.915789,1.000000,0.600000,0.100573,0.000100,0.100424,0.100653
0.327273,1.000000,0.600000,0.101632,0.000340,0.100702,0.101237
0.052542,0.100000,0.600000,0.139642,0.006360,0.100740,0.141448
0.481818,1.000000,0.600000,0.100410,0.000237,0.100623,0.100393
-0.009091,1.000000,2.000000,0.769856,0.071837,0.100681,0.895618
0.027273,1.000000,2.000000,0.414505,0.073581,0.100665,0.329109
0.633898,0.100000,0.600000,0.100423,0.000100,0.100446,0.100428
0.957895,1.000000,0.600000,0.100627,0.000100,0.100407,0.100653
0.092754,0.100000,2.000000,0.102997,0.000836,0.100794,0.103144
0.245455,1.000000,2.000000,0.101414,0.000139,0.100576,0.101244
0.418367,0.100000,2.000000,0.100869,0.000100,0.100676,0.100642
0.490909,1.000000,0.600000,0.100024,0.000289,0.100618,0.100390
-0.049153,0.100000,0.600000,0.163125,0.007451,0.100794,0.161150
0.199275,0.100000,2.000000,0.100568,0.000276,0.100753,0.100538
0.118182,1.000000,2.000000,0.107945,0.000601,0.100627,0.107555
0.545455,1.000000,2.000000,0.100338,0.000097,0.100473,0.100218
0.363636,1.000000,2.000000,0.100385,0.000087,0.100533,0.100462
0.448980,0.100000,2.000000,0.100603,0.000100,0.100665,0.100642
0.968421,1.000000,0.600000,0.100551,0.000100,0.100403,0.100653
0.326531,0.100000,2.000000,0.100583,0.000100,0.100707,0.100642
-0.064407,0.100000,0.600000,0.130400,0.004740,0.100802,0.137622
0.581818,1.000000,0.600000,0.100004,0.000219,0.100574,0.100148
0.763636,1.000000,0.600000,0.099928,0.000181,0.100489,0.100040
0.801020,0.100000,2.000000,0.100580,0.000100,0.100563,0.100642
0.923469,0.100000,2.000000,0.100429,0.000100,0.100533,0.100642
1.000000,0.100000,2.000000,0.100580,0.000100,0.100516,0.100642
0.054545,1.000000,0.600000,0.157268,0.008874,0.100849,0.164124
0.873684,1.000000,2.000000,0.100927,0.000100,0.100384,0.100831
-0.079710,0.100000,2.000000,0.104976,0.000833,0.100865,0.106161
0.700000,1.000000,2.000000,0.100030,0.000108,0.100428,0.100116
0.018182,1.000000,2.000000,0.452830,0.103059,0.100669,0.514801
0.311224,0.100000,2.000000,0.100736,0.000100,0.100712,0.100642
0.618182,1.000000,0.600000,0.100252,0.000203,0.100556,0.100161
0.118644,0.100000,0.600000,0.103240,0.002516,0.100705,0.106442
0.403061,0.100000,2.000000,0.100628,0.000100,0.100681,0.100642
0.600000,1.000000,2.000000,0.100196,0.000072,0.100456,0.100179
0.409091,1.000000,0.600000,0.100713,0.000212,0.100660,0.100768
0.172727,1.000000,2.000000,0.103135,0.000201,0.100605,0.102907
-0.027273,1.000000,0.600000,0.469223,0.070353,0.100895,0.498754
0.077536,0.100000,2.000000,0.104785,0.000790,0.100800,0.105305
0.128261,0.100000,2.000000,0.101002,0.000558,0.100780,0.101385
0.579661,0.100000,0.600000,0.100410,0.000100,0.100471,0.100428
0.545455,1.000000,0.600000,0.100686,0.000231,0.100591,0.100388
0.772727,1.000000,2.000000,0.100186,0.000092,0.100409,0.100088
0.842105,1.000000,0.600000,0.100369,0.000100,0.100455,0.100653
0.800000,1.000000,2.000000,0.100768,0.000100,0.100402,0.100831
0.016949,0.100000,0.600000,0.440620,0.049337,0.100759,0.445500
0.349153,0.100000,0.600000,0.100512,0.000100,0.100585,0.100428
0.127273,1.000000,2.000000,0.106803,0.000318,0.100623,0.106274
0.632653,0.100000,2.000000,0.100599,0.000100,0.100609,0.100642
0.263636,1.000000,2.000000,0.101238,0.000116,0.100569,0.101095
0.272727,1.000000,2.000000,0.100953,0.000093,0.100566,0.100986
0.067797,0.100000,0.600000,0.119849,0.003745,0.100732,0.122530
-0.039130,0.100000,2.000000,0.135171,0.006838,0.100848,0.135816
0.163636,1.000000,2.000000,0.103407,0.000272,0.100608,0.103364
0.463636,1.000000,2.000000,0.100081,0.000094,0.100499,0.100235
0.645455,1.000000,0.600000,0.100225,0.000121,0.100543,0.100096
0.500000,1.000000,0.600000,0.100426,0.000233,0.100614,0.100294
0.236364,1.000000,0.600000,0.102991,0.000427,0.100750,0.102987
0.072881,0.100000,0.600000,0.121453,0.002168,0.100729,0.120123
-0.054545,1.000000,2.000000,0.187576,0.019834,0.100701,0.174244
-0.072727,1.000000,2.000000,0.122577,0.005547,0.100709,0.134191
0.538983,0.100000,0.600000,0.100356,0.000100,0.100491,0.100428
0.372727,1.000000,0.600000,0.100958,0.000148,0.100678,0.100938
0.181818,1.000000,2.000000,0.102714,0.000108,0.100601,0.102647
-0.036364,1.000000,0.600000,0.337858,0.043783,0.100900,0.344570
0.566102,0.100000,0.600000,0.100518,0.000100,0.100478,0.100428
0.781818,1.000000,0.600000,0.100060,0.000168,0.100481,0.100058
0.184058,0.100000,2.000000,0.100359,0.000507,0.100759,0.100605
0.969388,0.100000,2.000000,0.100595,0.000100,0.100523,0.100642
0.100000,1.000000,2.000000,0.111814,0.001481,0.100634,0.111062
-0.033898,0.100000,0.600000,0.261813,0.019411,0.100786,0.230380
