,x,y,sigma
0,-1.0,0.10800615821168824,0.002129691501062088
1,-0.9996728089062392,0.10800615821168824,0.002129691501062088
2,-0.9992857606784813,0.10800615821168824,0.002129691501062088
3,-0.9990859578442529,0.10800615821168824,0.002129691501062088
4,-0.993685002599739,0.10800615821168824,0.002129691501062088
5,-0.9935525913639272,0.10800615821168824,0.002129691501062088
6,-0.9934780141188887,0.10800615821168824,0.002129691501062088
7,-0.9930818268648445,0.10800615821168824,0.002129691501062088
8,-0.9926372934641101,0.10800615821168824,0.002129691501062088
9,-0.9920138862969788,0.10800615821168824,0.002129691501062088
10,-0.987370005199478,0.10800615821168824,0.002129691501062088
11,-0.9870949972481764,0.10800615821168824,0.002129691501062088
12,-0.9869466101572533,0.10800615821168824,0.002129691501062088
13,-0.9864908448234497,0.10800615821168824,0.002129691501062088
14,-0.9861886290839674,0.10800615821168824,0.002129691501062088
15,-0.9847420119154764,0.10800615821168824,0.002129691501062088
16,-0.9810550077992172,0.10800615821168824,0.002129691501062088
17,-0.9806374031324256,0.10800615821168824,0.002129691501062088
18,-0.9804152061956181,0.10800615821168824,0.002129691501062088
19,-0.9798998627820549,0.10719720282060888,0.0019963120465218576
20,-0.9797399647038246,0.10719720282060888,0.0019963120465218576
21,-0.9774701375339739,0.10719720282060888,0.0019963120465218576
22,-0.9747400103989562,0.10719720282060888,0.0019963120465218576
23,-0.974179809016675,0.10719720282060888,0.0019963120465218576
24,-0.9738838022339826,0.10719720282060888,0.0019963120465218576
25,-0.9733088807406601,0.10719720282060888,0.0019963120465218576
26,-0.9732913003236819,0.10719720282060888,0.0019963120465218576
27,-0.9701982631524715,0.10719720282060888,0.0019963120465218576
28,-0.9684250129986952,0.10719720282060888,0.0019963120465218576
29,-0.9677222149009242,0.10719720282060888,0.0019963120465218576
30,-0.9673523982723473,0.10719720282060888,0.0019963120465218576
31,-0.9668426359435391,0.10719720282060888,0.0019963120465218576
32,-0.9667178986992654,0.10719720282060888,0.0019963120465218576
33,-0.962926388770969,0.10719720282060888,0.0019963120465218576
34,-0.9621100155984342,0.10719720282060888,0.0019963120465218576
35,-0.9612646207851736,0.10719720282060888,0.0019963120465218576
36,-0.960820994310712,0.10719720282060888,0.0019963120465218576
37,-0.9603939715633965,0.10719720282060888,0.0019963120465218576
38,-0.9601269166578706,0.10719720282060888,0.0019963120465218576
39,-0.9557950181981733,0.10788548245806001,0.001736329517836487
40,-0.9556545143894666,0.10788548245806001,0.001736329517836487
41,-0.9548070266694229,0.10788548245806001,0.001736329517836487
42,-0.9542895903490767,0.10788548245806001,0.001736329517836487
43,-0.9539453071832537,0.10788548245806001,0.001736329517836487
44,-0.9535359346164759,0.10788548245806001,0.001736329517836487
45,-0.9494800207979123,0.10788548245806001,0.001736329517836487
46,-0.9483826400079642,0.10788548245806001,0.001736329517836487
47,-0.9483494325536721,0.10788548245806001,0.001736329517836487
48,-0.9477581863874412,0.10788548245806001,0.001736329517836487
49,-0.9474966428031109,0.10788548245806001,0.001736329517836487
50,-0.9469449525750812,0.10788548245806001,0.001736329517836487
51,-0.9431650233976514,0.10788548245806001,0.001736329517836487
52,-0.9418918384379213,0.10788548245806001,0.001736329517836487
53,-0.9412267824258059,0.10788548245806001,0.001736329517836487
54,-0.9411107656264617,0.10788548245806001,0.001736329517836487
55,-0.9410479784229682,0.10788548245806001,0.001736329517836487
56,-0.9403539705336864,0.10788548245806001,0.001736329517836487
57,-0.9368500259973904,0.10772154458799593,0.0023466023839908566
58,-0.9354342443221706,0.10772154458799593,0.0023466023839908566
59,-0.9346953784641705,0.10772154458799593,0.0023466023839908566
60,-0.9345993140428254,0.10772154458799593,0.0023466023839908566
61,-0.9338388912449593,0.10772154458799593,0.0023466023839908566
62,-0.9337629884922916,0.10772154458799593,0.0023466023839908566
63,-0.9305350285971294,0.10772154458799593,0.0023466023839908566
64,-0.92897665020642,0.10772154458799593,0.0023466023839908566
65,-0.9281639745025353,0.10772154458799593,0.0023466023839908566
66,-0.9281506496626826,0.10772154458799593,0.0023466023839908566
67,-0.9271720064508968,0.10772154458799593,0.0023466023839908566
68,-0.9265670168634569,0.10772154458799593,0.0023466023839908566
69,-0.9242200311968685,0.10772154458799593,0.0023466023839908566
70,-0.9225190560906692,0.10772154458799593,0.0023466023839908566
71,-0.9217019852825399,0.10772154458799593,0.0023466023839908566
72,-0.9216325705408999,0.10772154458799593,0.0023466023839908566
73,-0.9205810244095021,0.10772154458799593,0.0023466023839908566
74,-0.9192951424819543,0.10821215280883173,0.0018369583012623595
75,-0.9179050337966075,0.10821215280883173,0.0018369583012623595
76,-0.9160614619749186,0.10821215280883173,0.0018369583012623595
77,-0.9152533209023972,0.10821215280883173,0.0018369583012623595
78,-0.9151011665792645,0.10821215280883173,0.0018369583012623595
79,-0.9139900423681072,0.10821215280883173,0.0018369583012623595
80,-0.912023268100452,0.10821215280883173,0.0018369583012623595
81,-0.9115900363963465,0.10821215280883173,0.0018369583012623595
82,-0.9096038678591678,0.10821215280883173,0.0018369583012623595
