1.056034,0.756991,1.067566
-0.005000,15.513184,15.983798
1.188793,1.335944,1.062635
-0.010000,15.900435,15.946593
-0.045000,14.670214,15.144853
1.170690,1.090762,1.063062
1.200862,1.269075,1.062380
-0.205000,11.852113,11.937372
1.164655,0.901891,1.063218
-0.020000,15.576984,15.795394
1.176724,0.919487,1.062914
1.194828,0.778712,1.062505
-0.195000,11.934343,12.050930
-0.120000,13.227113,13.201147
0.070000,13.898260,14.013711
-0.190000,12.032420,12.110600
-0.105000,13.215168,13.516257
-0.165000,12.723192,12.440800
-0.225000,11.823641,11.731568
1.104310,1.213648,1.065210
1.152586,1.133375,1.063550
0.010000,15.687164,15.911536
-0.090000,13.533161,13.869747
-0.290000,11.028111,11.222766
-0.240000,11.676972,11.594081
1.098276,1.274497,1.065461
-0.075000,14.167100,14.264178
-0.125000,13.232360,13.103852
1.110345,0.887185,1.064968
1.182759,0.936843,1.062771
-0.295000,11.053312,11.191943
1.050000,1.310012,1.067922
1.128448,1.156506,1.064307
-0.215000,11.861438,11.831077
-0.250000,11.313797,11.509702
-0.150000,12.458896,12.667668
-0.115000,13.341696,13.302192
-0.255000,11.439490,11.469553
-0.155000,12.496480,12.589408
-0.260000,11.502824,11.430707
1.086207,1.139533,1.065998
0.040000,14.905072,15.063735
-0.210000,11.926911,11.883349
-0.035000,15.657101,15.433497
0.045000,15.080805,14.881059
-0.180000,12.527137,12.236061
0.090000,13.331152,13.420341
1.225000,1.192231,1.061933
1.158621,1.067628,1.063380
-0.270000,11.190104,11.356769
1.080172,0.670580,1.066285
-0.055000,14.704745,14.844874
0.035000,15.328451,15.242938
-0.130000,12.937836,13.010135
-0.030000,15.985276,15.566993
0.000000,15.800416,15.991336
-0.100000,13.284115,13.629621
0.060000,13.975532,14.344827
1.122414,0.905776,1.064519
1.068103,1.078116,1.066897
-0.280000,10.919703,11.287551
0.085000,13.580968,13.561891
-0.040000,15.569587,15.291790
1.074138,0.903750,1.066584
-0.135000,13.268249,12.919814
0.100000,13.077018,13.152333
-0.220000,11.984074,11.780503
1.062069,1.113230,1.067224
1.206897,1.124507,1.062261
-0.025000,15.727557,15.688876
0.015000,16.151003,15.824899
-0.275000,10.961061,11.321588
-0.050000,14.774242,14.995194
-0.245000,11.251572,11.551198
-0.065000,14.615461,14.548382
1.146552,1.133685,1.063727
-0.085000,13.751385,13.996675
0.020000,15.340080,15.710208
-0.285000,11.189931,11.254622
-0.230000,11.752483,11.684220
-0.170000,12.471456,12.370231
-0.175000,12.374345,12.302016
-0.110000,13.418052,13.407169
1.218966,1.071784,1.062038
-0.140000,13.214187,12.832732
0.065000,14.291555,14.176142
-0.015000,16.039122,15.882602
-0.200000,12.205410,11.993211
