# Chi2_train, Chi2_test
252176.625000,267309.781250
3.465228,3.142138
3.683628,2.797890
2.945532,2.937023
1.309469,1.350742
1.089820,1.158002
1.068669,1.150625
2.943598,2.898257
1.048447,1.112665
1.382215,1.326254
