# Training inputs, Training outputs, Predictions
-0.998948,0.001324,0.000237
-0.997399,0.002357,0.000240
-0.994419,0.002307,0.000244
-0.990660,-0.000120,0.000251
-0.990618,-0.000006,0.000251
-0.990402,0.001549,0.000251
-0.986816,0.001279,0.000257
-0.984844,0.000742,0.000260
-0.984842,0.000357,0.000260
-0.984842,0.002043,0.000260
-0.983308,0.000770,0.000263
-0.983048,0.001939,0.000263
-0.982372,0.001370,0.000265
-0.981274,0.000221,0.000267
-0.978870,-0.001002,0.000270
-0.978234,0.001755,0.000272
-0.976157,-0.000687,0.000275
-0.975765,-0.001424,0.000276
-0.975765,0.002294,0.000276
-0.974083,-0.001608,0.000279
-0.974081,-0.001096,0.000279
-0.972410,-0.000360,0.000282
-0.972196,0.000864,0.000282
-0.972146,0.000637,0.000282
-0.969930,0.001574,0.000286
-0.968697,-0.000513,0.000288
-0.966688,0.002872,0.000292
-0.965795,0.000718,0.000294
-0.965404,0.001039,0.000294
-0.963741,-0.000169,0.000297
-0.963018,0.001025,0.000299
-0.960991,-0.000147,0.000302
-0.958003,0.001333,0.000308
-0.957611,-0.000435,0.000308
-0.957507,0.001053,0.000309
-0.954346,0.001338,0.000314
-0.953890,0.000852,0.000315
-0.952554,0.000835,0.000318
-0.952052,-0.000404,0.000319
-0.950886,-0.000000,0.000321
-0.949974,0.000632,0.000323
-0.949219,0.000113,0.000324
-0.948534,0.000494,0.000325
-0.948534,0.000104,0.000325
-0.947234,-0.000122,0.000328
-0.944761,-0.000469,0.000333
-0.943597,-0.000134,0.000335
-0.943112,0.001158,0.000336
-0.941790,-0.001266,0.000338
-0.939995,-0.001747,0.000342
-0.939457,0.002199,0.000343
-0.938863,0.000107,0.000344
-0.936369,-0.000397,0.000349
-0.935633,-0.000837,0.000351
-0.934756,-0.000314,0.000352
-0.932772,-0.000373,0.000356
-0.931027,-0.000214,0.000360
-0.930380,-0.000882,0.000361
-0.927752,-0.000991,0.000366
-0.926505,-0.000943,0.000369
-0.924355,0.001449,0.000373
-0.921303,-0.000285,0.000380
-0.921303,0.000864,0.000380
-0.920264,0.000922,0.000382
-0.920263,-0.000297,0.000382
-0.918311,0.000069,0.000386
-0.917377,-0.001148,0.000388
-0.916641,0.000175,0.000390
-0.916294,-0.000995,0.000390
-0.916067,0.000794,0.000391
-0.914785,-0.000780,0.000393
-0.912226,0.001652,0.000399
-0.911292,-0.000792,0.000401
-0.909500,-0.000338,0.000405
-0.908248,-0.000492,0.000408
-0.907779,-0.000133,0.000409
-0.907355,-0.001874,0.000410
-0.907334,-0.002120,0.000410
-0.905770,-0.000346,0.000413
-0.903849,0.000342,0.000417
-0.903149,0.001113,0.000419
-0.900379,0.001710,0.000425
-0.899491,-0.000329,0.000427
-0.899120,0.000327,0.000428
-0.898415,-0.001303,0.000429
-0.896941,0.000192,0.000433
-0.894072,0.000280,0.000439
-0.891203,-0.000270,0.000446
-0.889992,0.001337,0.000449
-0.889388,0.000392,0.000450
-0.885973,-0.000541,0.000458
-0.884995,0.000449,0.000461
-0.884995,0.000709,0.000461
-0.883307,0.001140,0.000465
-0.882915,-0.000177,0.000466
-0.882590,-0.000880,0.000466
-0.880864,-0.000311,0.000470
-0.880537,0.000059,0.000471
-0.878300,0.000201,0.000477
-0.877210,-0.000907,0.000479
-0.876784,0.000582,0.000480
-0.875918,-0.000161,0.000482
-0.875918,0.001205,0.000482
-0.874926,-0.000675,0.000485
-0.874626,0.000696,0.000486
-0.871597,0.000542,0.000493
-0.871566,-0.000029,0.000493
-0.866841,-0.000290,0.000505
-0.866841,-0.000829,0.000505
-0.866447,-0.000451,0.000506
-0.866338,0.000971,0.000506
-0.863782,0.001405,0.000513
-0.862658,-0.000392,0.000516
-0.862607,0.001084,0.000516
-0.861085,0.000234,0.000520
-0.860465,0.002319,0.000521
-0.858050,0.000474,0.000527
-0.857764,0.001595,0.000528
-0.857764,0.001162,0.000528
-0.855683,-0.000049,0.000534
-0.853888,-0.000865,0.000538
-0.849762,0.000379,0.000549
-0.849265,0.000207,0.000551
-0.847799,0.001947,0.000555
-0.846003,0.002033,0.000560
-0.844920,0.000701,0.000562
-0.844779,0.001086,0.000563
-0.844351,0.000537,0.000564
-0.842754,0.001167,0.000568
-0.841474,0.000247,0.000572
-0.839610,0.000901,0.000577
-0.839610,0.000766,0.000577
-0.835840,-0.000897,0.000587
-0.834157,0.000206,0.000592
-0.833306,-0.000082,0.000595
-0.833186,-0.000420,0.000595
-0.831542,0.000432,0.000600
-0.830533,0.002215,0.000602
-0.830533,0.000524,0.000602
-0.828348,0.000739,0.000609
-0.827752,-0.000437,0.000610
-0.826094,0.000732,0.000615
-0.825185,-0.000578,0.000618
-0.824898,0.000350,0.000619
-0.823393,0.001264,0.000623
-0.818813,-0.001056,0.000637
-0.817080,-0.000137,0.000642
-0.816966,0.000899,0.000642
-0.816641,0.000795,0.000643
-0.816610,0.001603,0.000643
-0.812630,0.001678,0.000655
-0.812379,0.002663,0.000656
-0.809022,0.000605,0.000666
-0.807838,0.000950,0.000670
-0.805713,0.000984,0.000677
-0.805529,-0.000753,0.000677
-0.804321,0.001176,0.000681
-0.803303,0.000376,0.000684
-0.803303,-0.000085,0.000684
-0.802618,0.001415,0.000686
-0.801866,0.000724,0.000689
-0.800082,0.001916,0.000695
-0.800034,0.000863,0.000695
-0.798710,0.000806,0.000699
-0.796483,0.002747,0.000706
-0.794418,0.001345,0.000713
-0.794226,0.002536,0.000713
-0.794226,-0.000021,0.000713
-0.791746,0.001503,0.000722
-0.791143,-0.000135,0.000724
-0.791103,0.002318,0.000724
-0.785130,0.000295,0.000744
-0.783458,0.002248,0.000749
-0.783307,0.001119,0.000750
-0.782204,0.002062,0.000753
-0.782132,0.002123,0.000754
-0.780453,0.001471,0.000759
-0.780340,0.000676,0.000760
-0.776678,0.001167,0.000772
-0.776072,0.000231,0.000774
-0.776072,-0.000021,0.000774
-0.775335,-0.000810,0.000777
-0.773695,0.001310,0.000783
-0.773264,0.001186,0.000784
-0.769576,0.000193,0.000797
-0.767781,0.002044,0.000804
-0.766995,0.000178,0.000806
-0.766881,0.000969,0.000807
-0.764325,0.000535,0.000816
-0.762160,0.001019,0.000824
-0.761085,0.001474,0.000828
-0.760842,-0.001059,0.000829
-0.759234,0.000781,0.000835
-0.758813,0.000563,0.000836
-0.757918,0.001139,0.000840
-0.757918,0.002868,0.000840
-0.755386,-0.000425,0.000849
-0.753429,-0.001028,0.000857
-0.749974,0.000120,0.000870
-0.748841,0.001686,0.000874
-0.748050,0.001640,0.000877
-0.747643,0.000437,0.000879
-0.746446,0.001156,0.000883
-0.746350,0.001178,0.000884
-0.744772,0.000969,0.000890
-0.743940,0.001454,0.000893
-0.739764,0.002366,0.000910
-0.738863,0.001978,0.000913
-0.737507,0.001889,0.000918
-0.737286,-0.001825,0.000919
-0.734812,0.000112,0.000929
-0.733729,0.002065,0.000934
-0.733126,0.001589,0.000936
-0.731857,0.001511,0.000941
-0.730687,0.000163,0.000946
-0.730687,0.002468,0.000946
-0.728568,0.001158,0.000955
-0.726523,0.000260,0.000963
-0.725684,0.003504,0.000967
-0.725441,0.002448,0.000968
-0.724727,-0.000652,0.000971
-0.721610,0.000434,0.000984
-0.721610,0.003565,0.000984
-0.719628,0.001174,0.000993
-0.718608,0.001369,0.000997
-0.717153,0.000625,0.001003
-0.716640,0.000395,0.001005
-0.716556,0.001409,0.001006
-0.715849,0.000612,0.001009
-0.715759,0.002060,0.001009
-0.713099,0.003141,0.001021
-0.712533,0.003147,0.001023
-0.710376,-0.001710,0.001033
-0.707428,0.000903,0.001046
-0.705529,0.000935,0.001055
-0.704996,0.001058,0.001057
-0.704091,0.001716,0.001061
-0.703456,0.001713,0.001064
-0.701388,0.000502,0.001074
-0.700577,0.001028,0.001077
-0.698693,0.001605,0.001086
-0.694418,-0.001122,0.001106
-0.694379,0.001260,0.001106
-0.694233,0.002567,0.001107
-0.692289,0.000978,0.001116
-0.689574,0.000879,0.001129
-0.689171,0.001458,0.001131
-0.688378,0.002311,0.001135
-0.686926,0.001521,0.001142
-0.685302,0.000971,0.001150
-0.684286,0.001588,0.001155
