# Chi2_train, Chi2_test
105862.195312,78509.570312
3.591096,3.464336
3.554125,3.448550
3.433933,3.367274
3.142407,3.049950
3.358721,3.887170
3.137107,3.032877
2.303427,2.277016
1.047938,1.284888
1.026217,1.237255
