# Training inputs, Training outputs, Predictions
-0.993972,1.034286,0.960423
-0.981870,0.956727,0.961255
-0.978204,0.827404,0.961601
-0.967397,1.122239,0.962996
-0.965073,1.203694,0.963387
-0.953233,0.863353,0.966095
-0.948521,0.809680,0.967600
-0.938592,1.088396,0.971871
-0.929401,0.984710,0.977597
-0.929401,0.832381,0.977597
-0.926009,1.092557,0.980258
-0.925333,0.886126,0.980829
-0.921622,0.780964,0.984222
-0.921622,0.915229,0.984222
-0.888542,1.309194,1.041248
-0.884964,1.229234,1.051176
-0.875257,1.486800,1.082641
-0.862410,1.064956,1.134986
-0.849552,0.920757,1.199575
-0.848646,1.181996,1.204567
-0.848646,1.194234,1.204567
-0.837819,1.234729,1.268218
-0.837120,1.230367,1.272566
-0.781187,1.658731,1.667339
-0.767891,2.040049,1.762381
-0.760512,1.956691,1.813959
-0.753233,1.885008,1.863973
-0.749628,1.753514,1.888435
-0.746077,2.442822,1.912352
-0.746077,1.159758,1.912352
-0.698486,3.145502,2.225839
-0.690978,2.168128,2.276683
-0.689243,2.743879,2.288593
-0.687136,1.005976,2.303150
-0.680763,2.640117,2.347870
-0.671472,2.073085,2.415193
-0.661438,2.218730,2.491219
-0.660692,3.281771,2.497023
-0.658304,3.090388,2.515741
-0.615250,2.040339,2.889879
-0.608561,3.264765,2.951996
-0.606381,2.046813,2.972200
-0.598838,2.791465,3.041419
-0.582432,3.363304,3.182925
-0.573248,3.253470,3.252551
-0.572478,3.813895,3.257976
-0.570532,3.652704,3.271393
-0.570532,3.872270,3.271393
-0.525626,3.147537,3.531286
-0.520569,4.114825,3.600875
-0.515234,3.501179,3.718738
-0.512007,3.313197,3.821432
-0.506699,2.844025,4.050663
-0.505356,4.460095,4.119332
-0.499117,5.653530,4.460094
-0.496812,5.456101,4.578203
-0.493392,4.715374,4.728040
-0.487396,5.304336,4.902189
-0.485057,4.898864,4.942941
-0.482759,5.625467,4.971930
-0.482759,3.588516,4.971930
-0.425888,5.723135,5.176843
-0.421907,4.302289,5.234724
-0.414559,6.535407,5.383856
-0.413413,5.669252,5.412227
-0.408293,4.774675,5.554801
-0.406470,3.934722,5.611254
-0.396867,7.096564,5.942007
-0.394987,7.338674,6.010364
-0.394987,5.318878,6.010364
-0.364117,6.959058,6.959894
-0.364117,7.132299,6.959894
-0.331208,6.183685,7.428747
-0.316128,6.465763,7.542871
-0.315312,7.877109,7.548278
-0.310171,4.509080,7.581325
-0.308676,8.670901,7.590683
-0.307836,9.029919,7.595901
-0.307214,7.967458,7.599757
-0.307214,8.285345,7.599757
-0.283362,8.233711,7.751485
-0.236527,7.872387,8.219860
-0.235252,7.267443,8.237366
-0.230280,8.595852,8.308043
-0.229526,9.645151,8.319075
-0.226647,8.080219,8.361952
-0.225786,8.597153,8.374987
-0.221559,7.764232,8.440351
-0.220486,8.098581,8.457283
-0.219623,9.334830,8.470995
-0.219442,8.156992,8.473875
-0.219442,7.855096,8.473875
-0.141925,10.791401,9.642651
-0.141846,9.618394,9.643492
-0.139050,9.775628,9.672707
-0.137583,10.707340,9.687582
-0.135824,9.696741,9.705019
-0.132947,9.171524,9.732592
-0.132295,8.599287,9.738678
-0.131669,9.371901,9.744465
-0.131409,9.729274,9.746862
-0.121852,11.235664,9.828571
-0.121852,8.579862,9.828571
-0.048598,9.696519,10.180099
-0.048192,10.438916,10.181217
-0.047166,10.328249,10.184021
-0.046000,10.347686,10.187164
-0.045811,10.472852,10.187672
-0.045640,9.907390,10.188129
-0.045103,9.884891,10.189560
-0.045000,9.664930,10.189831
-0.044334,10.397757,10.191591
-0.044105,9.893321,10.192194
-0.043897,10.360188,10.192741
-0.043897,10.618600,10.192741
-0.043195,10.325165,10.194574
0.039658,10.570208,10.387465
0.043875,10.393339,10.399750
0.043875,10.128584,10.399750
0.044729,10.414373,10.402296
0.045823,10.509660,10.405588
0.046304,10.563990,10.407047
0.047428,10.513314,10.410477
0.047515,10.168425,10.410746
0.129888,10.064423,10.174091
