# best iteration: (array([26]),)
713856.812500,14575.517578
18.436483,15.795903
17.539038,14.992918
16.516420,14.114203
16.113882,13.923527
14.366873,12.704682
13.650387,12.256300
12.778965,11.609960
12.247236,11.107352
60.446503,19.527384
10.305670,9.509861
7.543195,7.210228
3.789239,4.131512
2.919888,8.138290
1.735883,1.367212
1.675164,1.292635
1.670567,1.314032
1.644864,1.265420
3.388073,1.409802
1.400078,1.195330
1.178570,1.136670
1.312843,1.526074
2.502271,2.083001
1.090551,1.081913
1.088435,1.081454
37.371136,12.704330
1.086850,1.080115
1.086765,1.081114
4.362570,2.362197
20.682552,2.012573
5.510565,2.534039
1.280377,1.439116
1.088499,1.084842
16.370565,5.020846
1.084315,1.083127
1.084781,1.083469
1.085439,1.083178
