# best iteration: (array([40]),)
617764.625000,8015.044922
21.006126,17.440681
19.702665,16.442860
18.034472,15.274493
17.236404,14.734762
16.061937,13.716969
14.906163,12.873979
12.902824,11.327449
12.102886,10.713438
10.909665,9.721721
9.419743,8.428901
7.141109,6.433815
3.517466,3.029384
2.013529,1.616397
1.815739,1.465404
1.741370,1.372460
1.651129,1.334071
1.597901,1.324974
1.940359,2.115595
1.256355,1.221785
36.115932,48.128605
1.148909,1.144440
1.125935,1.136543
1.854270,1.358845
1.123321,1.141762
15.307822,10.871016
1.088485,1.110003
1.091086,1.112436
1.093844,1.141678
23.195681,42.182426
1.082744,1.105340
3.430183,5.204794
30.138699,7.345820
3.371488,1.172745
1.081252,1.104881
1.086134,1.152359
75.053139,30.460945
1.099611,1.141175
1.079521,1.101937
1.079561,1.101857
1.079701,1.101590
1.081243,1.102453
8.998791,43.614365
1.079784,1.102206
1.117646,1.211765
15.124070,24.729261
1.079164,1.103541
1.080567,1.106239
1.079050,1.104608
