# best iteration: (array([44]),)
97128.875000,338459.187500
17.460709,14.968776
17.728554,15.364817
1017.003845,1939.802246
14.546651,12.725995
2185.468750,2987.387695
12.810884,11.433183
12.156146,10.875789
11.623984,10.438547
13.731073,19.995008
10.714542,9.679834
9.724881,8.794581
8.784675,7.917791
7.937829,7.815367
4.621503,4.252392
2.107387,1.930079
1.756051,1.349674
1.728536,1.329180
1.729127,1.353799
4.451686,2.839781
1.685015,1.302531
4.235324,7.824080
1.646543,1.285961
1.586078,1.273226
1.354927,1.244673
1.263855,1.426760
9.142025,9.686768
1.141121,1.147603
1.128401,1.138249
1.120774,1.132733
1.115481,1.128282
1.105502,1.111188
70.895332,111.098610
1.180081,1.157889
1.148121,1.145414
1.131491,1.137878
1.165183,1.208799
1.109112,1.111143
1.106015,1.106786
1.361277,1.241088
1.116114,1.615553
1.101140,1.103422
1.328631,1.764261
1.098553,1.103818
1.097689,1.103008
1.213765,1.210187
1.137998,1.133245
1.119372,1.111247
1.134352,1.125826
1.110842,1.107307
