# best iteration: (array([42]),)
1504828.000000,319766.906250
20.648518,17.546707
19.072939,16.237320
17.545271,15.003418
16.017281,13.739747
14.106514,12.420025
13.056194,11.741860
12.558877,11.328803
11.645577,10.637683
10.377597,9.556827
103.633904,164.908447
6.854104,6.568236
4.452712,4.499093
2.998607,3.108087
2.395732,2.322929
1.992727,1.721354
1.777488,1.415543
3.443092,2.950532
1.636267,1.293355
1.573078,1.281383
2.740107,3.594489
22.718187,11.044795
1.767507,1.945232
1.473624,1.480859
1.195247,1.154275
1.232231,1.191277
1.154810,1.130939
1.371196,1.196148
1.132713,1.119610
1.123667,1.120329
1.117500,1.114782
1.112449,1.111093
1.108580,1.108730
1.106164,1.106571
1.104807,1.106529
1.102198,1.104757
1.100815,1.103342
1.098163,1.101356
5.651099,3.558081
1.202365,1.289829
80.402306,75.500519
1.093783,1.095361
1.094761,1.094043
5.599184,6.630218
3.336967,2.345931
1.746734,1.344647
1.808823,1.361819
2.061639,1.578899
1.706900,1.321129
1.687585,1.315006
