# best iteration: (array([48]),)
4168617.500000,1424771.250000
20.521168,17.684486
18.620472,15.957231
18.040985,15.362172
17.648136,14.978127
17.822723,15.226328
33.164913,43.470966
18.860418,16.030056
17.693907,15.146708
17.438519,14.914516
18.377672,18.355137
14.331546,12.491351
12.420792,11.165806
13.540182,12.887125
10.854159,9.953076
13.427090,12.902381
7.456265,7.083379
5.205958,5.270223
3.743024,4.043094
10.108850,9.296919
3.465846,3.784070
3.343367,3.645964
3.207440,3.485331
3.006286,3.217212
5.032461,6.039769
2.256845,2.066621
2.010410,1.624245
1.785638,1.383263
1.744403,1.369739
1.679796,1.260000
1.655942,1.244912
4.799965,1.375446
1.820995,1.290829
1.687513,1.246261
6.949733,19.547470
1.589699,1.222953
1.565044,1.218874
4.309124,9.625797
3.594846,4.628634
1.335309,1.174800
21.529291,31.402691
1.211679,1.141869
1.374957,1.155091
1.846969,2.278411
1.156371,1.106553
10.715991,16.577517
1.200630,1.124318
19.217831,20.794888
1.128326,1.083213
4.091136,2.217153
