# best iteration: (array([30]),)
128028.390625,264138.093750
19.406471,16.393372
18.640768,15.776345
17.032120,14.476164
16.351149,13.918370
15.665279,13.398345
14.375684,12.450014
13.033557,11.497010
11.856734,10.575014
11.623627,30.847763
8.831388,8.028754
5.780445,5.600254
2.632935,2.343948
1.841633,1.395104
1.751962,1.296916
1.724180,1.276115
2.640283,2.956141
1.729498,1.478974
1.662042,1.244892
1.638020,1.238661
1.556701,1.226109
1.391830,1.201113
1.724932,1.294763
1.263955,1.144028
1.104488,1.097385
1.099667,1.094978
1.094431,1.091394
1.123462,1.708816
1.095331,1.109900
1.094566,1.111005
1.088096,1.088642
1.093619,1.101534
1.086670,1.090231
1.086075,1.090019
1.085735,1.089895
1.086517,1.091672
30.602242,50.398254
1.085552,1.091260
1.085153,1.091438
1.086904,1.095868
1.084931,1.090949
