# best iteration: (array([49]),)
4630.250977,97036.335938
18.007545,15.430670
68.898849,17.881172
16.955965,14.694421
16.040510,13.993037
14.197084,12.596722
12.621057,11.380495
11.358251,10.447631
10.143305,9.364192
9.276398,8.646605
7.637875,7.223923
5.870121,5.754098
4.436424,4.379335
3.467968,3.800314
3.398296,3.732215
3.535159,4.041511
3.067304,3.303314
1.869699,1.501737
1.759140,1.336522
1.741927,1.312147
1.842410,1.494431
1.763886,1.403726
1.683786,1.287535
1.649878,1.242880
3.831183,5.057927
18.794516,2.661457
12.518548,2.922483
1.512454,1.216750
1.414580,1.201528
1.300866,1.173201
2.630776,4.019085
1.189391,1.124407
1.172361,1.125893
1.336934,1.403983
1.140111,1.105258
1.137100,1.105352
1.127729,1.099222
5.984177,2.054345
1.120579,1.095808
1.127223,1.102332
1.841066,1.163322
1.114073,1.090668
1.115454,1.091836
1.117377,1.094795
1.109733,1.087750
1.107344,1.085295
1.949521,2.493676
1.105512,1.083784
1.105179,1.083899
1.104518,1.083357
