# Training inputs, Training outputs, Predictions
-0.998948,-0.001713,-0.000287
-0.997399,-0.000274,-0.000285
-0.996748,0.001603,-0.000284
-0.995607,0.001868,-0.000282
-0.994439,-0.000529,-0.000281
-0.993919,0.000135,-0.000280
-0.992727,0.001420,-0.000278
-0.990660,0.000791,-0.000276
-0.987809,0.001470,-0.000272
-0.986816,0.003951,-0.000270
-0.984844,0.000091,-0.000267
-0.984842,0.001591,-0.000267
-0.984842,0.003057,-0.000267
-0.983308,-0.000478,-0.000265
-0.979921,0.002860,-0.000260
-0.978870,0.000091,-0.000259
-0.978234,0.000054,-0.000258
-0.976157,0.002139,-0.000255
-0.975765,0.001074,-0.000254
-0.975765,-0.001341,-0.000254
-0.974083,0.001937,-0.000252
-0.974081,0.000872,-0.000252
-0.972196,0.000970,-0.000249
-0.972146,0.000137,-0.000249
-0.968697,0.000830,-0.000243
-0.966688,0.000574,-0.000240
-0.965404,-0.000340,-0.000238
-0.963741,0.001514,-0.000236
-0.963317,-0.000643,-0.000235
-0.963018,-0.000588,-0.000235
-0.961085,-0.001109,-0.000231
-0.960991,-0.000301,-0.000231
-0.958003,0.001055,-0.000227
-0.957611,0.000745,-0.000226
-0.957611,-0.000237,-0.000226
-0.957507,0.001146,-0.000226
-0.954346,0.000069,-0.000221
-0.953890,-0.000646,-0.000220
-0.952554,-0.000686,-0.000218
-0.950886,0.000480,-0.000215
-0.949974,-0.000427,-0.000213
-0.949219,-0.000244,-0.000212
-0.948534,-0.000544,-0.000211
-0.943597,0.000862,-0.000203
-0.943112,0.000155,-0.000202
-0.941790,0.000445,-0.000200
-0.939995,-0.001338,-0.000196
-0.939457,0.001229,-0.000196
-0.939457,0.000623,-0.000196
-0.936369,-0.000236,-0.000190
-0.935633,-0.000382,-0.000189
-0.934756,0.000433,-0.000187
-0.932643,0.000276,-0.000183
-0.930380,0.000563,-0.000179
-0.930380,0.000226,-0.000179
-0.929191,0.001244,-0.000177
-0.927752,0.002371,-0.000174
-0.926505,0.000951,-0.000172
-0.925644,0.001305,-0.000171
-0.925233,0.000729,-0.000170
-0.921303,0.001032,-0.000162
-0.921303,-0.002562,-0.000162
-0.920264,0.001586,-0.000160
-0.920263,0.001124,-0.000160
-0.918311,-0.000092,-0.000156
-0.916294,0.000695,-0.000153
-0.914785,0.001888,-0.000150
-0.912226,0.002564,-0.000145
-0.912226,-0.001050,-0.000145
-0.911292,0.000546,-0.000143
-0.909500,0.000095,-0.000139
-0.907779,-0.000516,-0.000136
-0.907355,-0.001206,-0.000135
-0.905770,-0.000624,-0.000132
-0.903849,0.000243,-0.000128
-0.903149,0.000786,-0.000126
-0.903149,-0.000697,-0.000126
-0.900379,-0.000150,-0.000120
-0.899491,-0.000506,-0.000119
-0.899120,0.001825,-0.000118
-0.898737,0.000634,-0.000117
-0.898415,-0.000508,-0.000116
-0.896941,0.000387,-0.000113
-0.894072,-0.000144,-0.000107
-0.891277,-0.000035,-0.000101
-0.891203,-0.000758,-0.000101
-0.889388,-0.000239,-0.000097
-0.887973,-0.000422,-0.000094
-0.885973,-0.001176,-0.000090
-0.884995,0.001155,-0.000087
-0.882590,0.000227,-0.000082
-0.880864,-0.000724,-0.000078
-0.880537,-0.001147,-0.000077
-0.877210,0.000753,-0.000070
-0.875918,0.000724,-0.000067
-0.874926,0.001042,-0.000065
-0.874626,-0.000099,-0.000064
-0.871736,-0.000317,-0.000057
-0.871597,-0.001166,-0.000057
-0.871566,-0.000443,-0.000057
-0.868239,0.000799,-0.000049
-0.866841,0.000574,-0.000046
-0.866447,0.000854,-0.000045
-0.862658,0.001100,-0.000036
-0.862607,0.000456,-0.000035
-0.862292,0.000201,-0.000035
-0.861085,-0.000308,-0.000032
-0.858050,0.000179,-0.000024
-0.857764,0.001299,-0.000024
-0.857764,0.000329,-0.000024
-0.857160,-0.000248,-0.000022
-0.855683,0.000938,-0.000018
-0.853888,0.000892,-0.000014
-0.853479,0.000473,-0.000013
-0.849762,0.000756,-0.000003
-0.849265,0.000970,-0.000002
-0.848687,0.001720,-0.000001
-0.848687,0.000895,-0.000001
-0.847799,0.001560,0.000002
-0.846003,0.001803,0.000006
-0.844920,0.000044,0.000009
-0.844779,0.001019,0.000009
-0.839610,-0.000350,0.000023
-0.839610,-0.000051,0.000023
-0.839537,0.001234,0.000023
-0.838863,0.001040,0.000025
-0.835223,0.001298,0.000035
-0.834747,0.001111,0.000036
-0.834157,0.000797,0.000038
-0.833306,0.002626,0.000040
-0.833186,-0.000096,0.000040
-0.827752,-0.000351,0.000055
-0.826901,0.000223,0.000058
-0.826094,0.000392,0.000060
-0.825185,-0.000433,0.000062
-0.821456,-0.001100,0.000073
-0.821456,0.001123,0.000073
-0.820230,0.000075,0.000077
-0.817961,0.000362,0.000083
-0.817080,0.001440,0.000086
-0.816966,0.000079,0.000086
-0.816641,0.000427,0.000087
-0.816610,0.001434,0.000087
-0.813942,0.000539,0.000095
