# Training inputs, Training outputs, Predictions
-0.988091,1.469265,1.331247
-0.966580,1.395587,1.388466
-0.961236,1.333346,1.403596
-0.956050,1.371982,1.418646
-0.956050,1.289040,1.418646
-0.940815,1.723291,1.464997
-0.928202,1.585085,1.505883
-0.918004,1.452185,1.540679
-0.908000,1.508132,1.576372
-0.902951,1.586668,1.594991
-0.898104,1.601498,1.613253
-0.898104,1.496911,1.613253
-0.868313,1.728929,1.734142
-0.849421,1.956428,1.818857
-0.844666,1.716991,1.841203
-0.840158,1.611228,1.862772
-0.840158,1.985495,1.862772
-0.826772,1.954619,1.929056
-0.786381,2.112624,2.149858
-0.782211,2.297259,2.174457
-0.782211,2.401036,2.174457
-0.769751,2.353077,2.249995
-0.748536,2.572148,2.385581
-0.740324,2.411590,2.440408
-0.732263,2.942566,2.495490
-0.728096,2.277793,2.524454
-0.724265,2.371581,2.551367
-0.712729,2.594689,2.634087
-0.688647,2.323747,2.814705
-0.681098,2.689324,2.873486
-0.673684,3.367028,2.932187
-0.669811,3.498568,2.963241
-0.666319,3.111053,2.991455
-0.666319,3.671216,2.991455
-0.655708,3.430804,3.078473
-0.628759,3.420887,3.307942
-0.621871,3.464183,3.368491
-0.615105,3.044316,3.428714
-0.611525,2.778238,3.460868
-0.608373,3.371469,3.489360
-0.608373,2.640471,3.489360
-0.598687,2.786534,3.577873
-0.562645,3.953047,3.920288
-0.553240,3.685379,4.013062
-0.541665,3.972844,4.129262
-0.508981,4.381004,4.469898
-0.503418,4.556698,4.529825
-0.494955,4.296736,4.622132
-0.484644,4.924518,4.736537
-0.449093,4.991245,5.148416
-0.389204,6.070791,5.910706
-0.380789,7.065384,6.025099
-0.378385,6.105863,6.058098
-0.376587,6.853103,6.082867
-0.329315,6.148006,6.760180
-0.322209,7.179865,6.865568
-0.320100,6.078557,6.896984
-0.318641,6.606834,6.918738
-0.269427,8.984111,7.657963
-0.266512,7.857020,7.701388
-0.263630,8.464115,7.744182
-0.261814,7.280494,7.771080
-0.256558,9.324950,7.848607
-0.209538,7.635234,8.505505
-0.207285,8.457459,8.534727
-0.205051,8.094727,8.563448
-0.202749,9.013788,8.592787
-0.202749,8.371031,8.592787
-0.146472,9.059790,9.211549
-0.144802,8.728533,9.226730
-0.144802,9.241595,9.226730
-0.087893,9.731710,9.627230
-0.086959,10.343080,9.631929
-0.086856,10.082888,9.632444
-0.085493,10.147884,9.639187
-0.029872,10.200488,9.811532
-0.029605,10.249932,9.811896
-0.029314,9.255645,9.812288
-0.028910,9.352456,9.812821
-0.028910,9.507212,9.812821
-0.028674,9.376143,9.813129
0.028550,9.509929,9.792438
0.029037,9.770544,9.791470
0.029037,9.305014,9.791470
0.029265,9.992992,9.791009
0.029611,9.280636,9.790308
0.030017,10.198177,9.789480
0.085571,10.014693,9.591107
0.086983,9.551676,9.583909
0.087844,10.052045,9.579469
0.089905,10.043430,9.568680
0.144929,8.496946,9.200975
0.144929,8.888766,9.200975
0.146182,9.967683,9.190898
0.149794,8.474733,9.161430
0.202875,8.173995,8.665246
0.202875,9.801534,8.665246
0.205002,8.582514,8.643133
0.207301,8.546411,8.619064
0.256636,8.176227,8.063873
0.260822,7.266944,8.013783
0.260822,7.780840,8.013783
0.262752,7.694095,7.990552
0.266527,8.967441,7.944864
0.313657,7.353757,7.350310
0.318768,6.373968,7.283461
0.318768,6.325725,7.283461
0.321037,6.755710,7.253651
0.322161,7.093344,7.238856
0.325754,7.064989,7.191422
0.329460,6.376386,7.142296
0.370679,8.341203,6.583403
0.376714,7.070023,6.499859
0.379322,6.810976,6.463641
0.380740,6.911527,6.443930
0.389349,6.963716,6.323792
0.444207,4.671406,5.546120
0.449237,4.771337,5.474254
0.484722,5.499085,4.968604
0.492607,6.106448,4.857121
0.492607,5.550525,4.857121
0.495893,5.381354,4.810823
0.497898,5.666366,4.782619
0.503434,3.755839,4.704973
0.550553,3.165144,4.062038
0.550553,3.475061,4.062038
0.562660,4.385166,3.903786
0.569015,3.200082,3.822134
0.598765,3.626475,3.454397
0.612463,2.220434,3.293932
0.615056,3.567102,3.264226
0.621887,2.567720,3.187045
0.628903,2.000174,3.109379
0.655786,2.271321,2.827505
0.666446,3.224294,2.722785
0.666446,2.868395,2.722785
0.673635,2.860366,2.654445
0.688792,2.548944,2.516417
0.712808,2.174354,2.314357
0.724392,1.962810,2.224045
0.724392,3.037278,2.224045
0.729033,2.206729,2.189140
0.732214,2.146264,2.165632
0.740340,2.080516,2.107104
0.748681,1.987205,2.049259
0.769829,1.922042,1.912391
0.782338,2.326275,1.837772
0.782338,2.379495,1.837772
0.790793,1.766789,1.789880
0.799566,1.668936,1.742278
0.808569,1.472503,1.695568
0.840285,2.011758,1.547163
0.840285,1.210155,1.547163
0.845604,1.829783,1.524578
0.849373,1.581756,1.508951
0.858793,1.794905,1.471217
0.868458,1.542963,1.434402
0.883872,1.419127,1.379455
0.898231,1.799054,1.332169
0.898231,1.178606,1.332169
0.903889,1.037285,1.314510
0.940894,0.794800,1.211303
0.956177,1.155046,1.174297
0.956177,1.239357,1.174297
0.962174,0.962341,1.160586
0.966531,1.326119,1.150895
0.977246,1.294849,1.128001
0.997915,1.190084,1.087374
