# Training inputs, Training outputs, Predictions
-0.993972,0.868707,0.767602
-0.978204,0.753814,0.823256
-0.967397,0.926535,0.863523
-0.965073,1.070010,0.872399
-0.953233,0.756353,0.918783
-0.948521,0.921229,0.937761
-0.930458,0.887182,1.013033
-0.929401,0.977652,1.017552
-0.929401,0.994164,1.017552
-0.925333,0.788783,1.035063
-0.921622,1.083730,1.051195
-0.884964,1.337773,1.217216
-0.875257,1.584384,1.262905
-0.873130,2.183345,1.273002
-0.858179,2.035316,1.344767
-0.848646,1.360577,1.391253
-0.848646,1.173612,1.391253
-0.841845,1.669289,1.424775
-0.837819,2.319269,1.444769
-0.837120,1.186538,1.448253
-0.833849,1.344214,1.464593
-0.804611,1.004685,1.614617
-0.795215,0.970803,1.664668
-0.783118,1.386050,1.730798
-0.767891,2.157114,1.817250
-0.767837,1.583483,1.817564
-0.753233,2.044089,1.904532
-0.749628,1.768117,1.926688
-0.746077,2.213608,1.948809
-0.746077,2.004407,1.948809
-0.709930,2.324315,2.192515
-0.690978,1.307753,2.335807
-0.687136,3.753807,2.366291
-0.687136,2.407229,2.366291
-0.680763,2.141078,2.417967
-0.677495,2.748196,2.445007
-0.664621,3.022280,2.555149
-0.660692,2.809260,2.589917
-0.615250,2.689792,3.030763
-0.608561,2.309842,3.101357
-0.606381,3.036210,3.124657
-0.605247,2.524286,3.136839
-0.597300,1.104826,3.223202
-0.587153,4.507666,3.335977
-0.582432,4.160887,3.389349
-0.573248,4.100418,3.494691
-0.572478,4.124607,3.503603
-0.570532,4.240281,3.526200
-0.520569,2.556288,4.128280
-0.515234,4.708971,4.194393
-0.506699,3.438831,4.300625
-0.505356,4.410246,4.317378
-0.499117,4.617660,4.395405
-0.496812,5.858526,4.424284
-0.487396,4.206576,4.542516
-0.482759,4.760706,4.600885
-0.444872,5.251201,5.080587
-0.444872,6.295973,5.080587
-0.421907,3.675444,5.374068
-0.418768,5.631244,5.414413
-0.414559,5.762416,5.468627
-0.413413,6.150905,5.483411
-0.408293,5.202271,5.549588
-0.406470,3.422223,5.573220
-0.404352,5.648848,5.600696
-0.398784,5.901003,5.673159
-0.396867,7.930117,5.698180
-0.396050,6.663544,5.708851
-0.394987,5.302006,5.722757
-0.364117,5.860560,6.133326
-0.331208,3.808475,6.590544
-0.328580,5.729958,6.628129
-0.325529,7.476668,6.671972
-0.322419,6.222177,6.716899
-0.321470,6.150742,6.730671
-0.317470,6.847725,6.788911
-0.310171,6.519627,6.896258
-0.307836,8.691284,6.930886
-0.307214,6.902443,6.940133
-0.307214,7.213929,6.940133
-0.283362,8.366389,7.301884
-0.236527,9.521047,8.039680
-0.232290,7.678131,8.106678
-0.229526,8.457686,8.150249
-0.226272,8.914790,8.201404
-0.225786,8.214348,8.209027
-0.221559,7.764829,8.275125
-0.219442,7.744271,8.308073
-0.219442,8.003010,8.308073
-0.202607,8.676571,8.565014
-0.202607,8.303226,8.565014
-0.141925,9.107714,9.352382
-0.135824,9.399700,9.415018
-0.135444,9.783226,9.418802
-0.131669,9.095377,9.455730
-0.131409,9.212237,9.458231
-0.121852,9.653656,9.545706
-0.121852,9.877907,9.545706
-0.048598,10.023312,9.972733
-0.048192,10.801801,9.974136
-0.047166,9.440084,9.977637
-0.045811,9.837783,9.982182
-0.045640,10.057839,9.982750
-0.045000,9.369995,9.984858
-0.044105,10.371857,9.987781
-0.043897,9.874167,9.988453
-0.043195,9.688036,9.990711
-0.041097,10.410455,9.997323
0.040848,10.611164,10.145710
0.043875,9.975936,10.148512
0.044085,9.609534,10.148701
0.044729,10.235796,10.149280
0.045823,9.979373,10.150249
0.046139,10.373741,10.150526
0.046304,10.169257,10.150671
0.047428,10.225711,10.151647
0.047515,10.069170,10.151722
0.120413,10.297292,10.075765
