# Training inputs, Training outputs, Predictions
-0.992079,0.084406,0.069157
-0.982921,0.064986,0.070340
-0.971825,0.059080,0.071840
-0.969544,0.070853,0.072157
-0.953044,0.070252,0.074552
-0.950225,0.075657,0.074979
-0.937208,0.083360,0.077020
-0.926628,0.079703,0.078766
-0.924409,0.082164,0.079143
-0.906913,0.076963,0.082243
-0.906025,0.073698,0.082407
-0.890286,0.091518,0.085415
-0.881431,0.105795,0.087199
-0.860782,0.100953,0.091630
-0.845780,0.098097,0.095101
-0.836233,0.093201,0.097426
-0.817627,0.094661,0.102233
-0.800066,0.094330,0.107121
-0.791036,0.115583,0.109775
-0.788493,0.140462,0.110540
-0.768521,0.130177,0.116830
-0.754352,0.124168,0.121607
-0.745839,0.135811,0.124609
-0.743870,0.134933,0.125317
-0.729229,0.126799,0.130763
-0.722390,0.151591,0.133415
-0.708638,0.122717,0.138963
-0.700642,0.122167,0.142327
-0.698735,0.115806,0.143144
-0.686700,0.154878,0.148441
-0.685029,0.147474,0.149196
-0.662924,0.155048,0.159636
-0.655444,0.149363,0.163367
-0.653601,0.139867,0.164302
-0.640830,0.192001,0.170958
-0.635804,0.149723,0.173665
-0.617210,0.169684,0.184115
-0.610247,0.180989,0.188212
-0.608466,0.198057,0.189277
-0.596631,0.207341,0.196525
-0.583997,0.249042,0.204608
-0.571497,0.213260,0.212970
-0.563331,0.241738,0.218637
-0.552432,0.309704,0.226460
-0.534011,0.259630,0.240393
-0.525783,0.293477,0.246919
-0.519853,0.244613,0.251743
-0.518196,0.222298,0.253109
-0.508232,0.220469,0.261502
-0.491735,0.349984,0.276087
-0.480069,0.327079,0.286952
-0.473062,0.365700,0.293710
-0.464033,0.207868,0.302686
-0.445604,0.241378,0.322008
-0.434355,0.348062,0.334507
-0.432218,0.389885,0.336945
-0.419834,0.238156,0.351495
-0.399474,0.311475,0.377069
-0.384261,0.509285,0.397631
-0.375635,0.516082,0.409879
-0.342927,0.411196,0.460473
-0.339063,0.452195,0.466902
-0.331436,0.423921,0.479879
-0.307212,0.437677,0.523604
-0.297213,0.418133,0.542732
-0.287236,0.658759,0.562407
-0.279528,0.693640,0.577980
-0.261081,0.771340,0.616389
-0.251500,0.680643,0.636845
-0.248669,0.649836,0.642938
-0.247388,0.740220,0.645702
-0.243037,0.626487,0.655112
-0.228632,0.650395,0.686436
-0.205786,0.595246,0.735886
-0.202253,0.577473,0.743421
-0.198838,0.721349,0.750661
-0.177735,0.843891,0.794091
-0.168819,0.811949,0.811567
-0.160072,0.838064,0.828085
-0.158274,0.877173,0.831395
-0.157118,0.886717,0.833509
-0.126839,0.877319,0.883978
-0.122688,0.870775,0.890099
-0.114358,0.898997,0.901762
-0.113077,0.829301,0.903481
-0.110439,0.833498,0.906955
-0.076558,0.935599,0.943801
-0.067880,0.983533,0.950888
-0.066240,1.005913,0.952119
-0.022930,0.980484,0.972519
-0.022683,0.955853,0.972570
-0.022041,1.004967,0.972698
-0.021714,0.926301,0.972762
0.022158,0.956632,0.970024
0.022515,0.966408,0.969913
0.023421,0.982075,0.969622
0.025851,0.967427,0.968799
0.061835,0.908794,0.949066
0.066357,1.041850,0.945605
0.068556,0.933657,0.943845
0.076747,0.933609,0.936844
0.107966,0.816589,0.903887
0.112909,0.890451,0.897783
0.113690,0.872329,0.896797
0.114211,0.757234,0.896137
0.127644,0.851194,0.878219
0.158106,0.946245,0.831658
0.159925,0.764951,0.828636
0.198955,0.938655,0.758312
0.200228,0.769757,0.755866
0.203304,0.706062,0.749919
0.203960,0.678254,0.748645
0.229437,0.743941,0.697815
0.246358,0.641111,0.663007
0.248501,0.649750,0.658565
0.251353,0.596063,0.652645
0.280333,0.618613,0.592378
0.292489,0.577902,0.567316
0.294229,0.596458,0.563751
0.297067,0.708391,0.557952
0.331229,0.446754,0.490022
0.331553,0.423730,0.489399
0.338620,0.580460,0.475898
0.338896,0.358030,0.475376
0.339364,0.343156,0.474489
0.342781,0.393394,0.468053
0.375752,0.554490,0.408852
0.382126,0.438931,0.398061
0.384093,0.392454,0.394775
0.384751,0.458685,0.393681
0.388495,0.464690,0.387501
0.419951,0.252507,0.338683
0.429634,0.285775,0.324787
0.430882,0.363138,0.323034
0.433022,0.367364,0.320049
0.434208,0.296811,0.318406
0.464150,0.315513,0.279531
0.474487,0.314157,0.267246
0.479922,0.294595,0.261014
0.519685,0.182168,0.219956
0.523144,0.174100,0.216744
0.525636,0.209541,0.214463
0.552549,0.217160,0.191585
0.565038,0.190098,0.181997
0.569274,0.200289,0.178885
0.585712,0.184659,0.167450
0.610079,0.169490,0.152258
0.610173,0.140200,0.152203
0.615405,0.115426,0.149198
0.617064,0.147241,0.148264
0.640947,0.134711,0.135722
0.655308,0.145763,0.128953
0.662778,0.145892,0.125645
0.685146,0.139218,0.116547
0.687505,0.156579,0.115654
0.707667,0.081285,0.108506
0.708492,0.075815,0.108231
0.729346,0.067873,0.101707
0.738401,0.122520,0.099116
0.745577,0.097427,0.097160
0.773545,0.124596,0.090290
0.789298,0.100708,0.086900
0.790712,0.097771,0.086612
0.790868,0.074017,0.086580
0.799919,0.076752,0.084791
0.799929,0.073436,0.084790
0.817744,0.078473,0.081545
0.835847,0.075903,0.078590
0.836065,0.078420,0.078557
0.840194,0.074884,0.077929
0.845633,0.075271,0.077125
0.846060,0.085443,0.077063
0.881263,0.073154,0.072478
0.891091,0.083682,0.071367
0.892190,0.082916,0.071247
0.926460,0.064425,0.067885
0.937061,0.059585,0.066983
0.938321,0.066283,0.066879
0.941987,0.071175,0.066583
0.971251,0.067761,0.064448
0.971657,0.064009,0.064421
0.984452,0.055046,0.063606
0.994541,0.062736,0.063008
