# best iteration: (array([49]),)
681482.562500,361175.375000
35.370853,40.749836
33.179684,38.088696
32.745003,37.886002
32.332222,37.584545
31.922882,37.344887
31.505352,36.976242
33.612000,38.689228
30.837122,36.152588
30.332218,35.547043
28.623589,33.432018
22.961540,27.310913
13.832058,19.183659
9.222377,10.601041
4.035222,7.391237
3.290118,6.247956
3.099237,5.794834
6.219266,12.632610
2.867036,5.703858
2.768201,5.344506
3.544274,5.621350
3.031858,5.093007
4.547687,7.582268
4.982296,5.821921
2.375337,4.621451
2.445408,4.810454
2.384885,4.755475
2.699462,5.305726
2.422470,4.462072
2.455683,4.536716
2.349648,4.630536
2.296807,4.520727
2.288743,4.537297
4.448789,8.214725
2.226755,4.383177
2.817408,5.381908
2.277149,4.306452
2.576919,4.466455
2.258073,4.240678
2.425124,4.357404
3.422094,7.010214
2.163518,4.164244
2.165561,4.257044
6.095255,10.510321
2.104720,4.350746
2.536086,4.587234
2.069977,4.183720
6.893262,9.174642
2.186222,4.202359
2.057806,4.160381
