# best iteration: (array([49]),)
600183.250000,277499.593750
36.100487,40.854511
34.408165,39.218510
34.029869,38.951542
33.641441,38.698238
33.297688,38.608643
33.001690,38.361145
35.813622,44.312073
82.752586,101.642685
32.036186,42.870117
28.427250,32.544170
22.960770,25.862263
20.844412,24.161089
18.138456,24.560884
8.289198,14.729421
4.760861,8.473520
3.497917,6.539002
3.080164,5.873186
2.958225,5.632671
2.866071,5.496169
2.775492,5.409015
2.733931,5.383891
3.287781,6.196699
2.698126,5.317143
2.766987,5.460820
2.526021,5.178794
10.804569,9.716913
2.490702,5.070113
2.439868,5.073668
2.430718,5.079001
2.770743,5.232762
3.644112,7.321022
2.388667,5.091616
2.362696,5.047086
5.860448,10.301179
2.976884,6.291778
2.324050,5.046787
3.036379,6.268702
2.336314,5.143425
2.375651,5.128057
2.274115,5.018240
2.790214,5.286650
2.671797,5.362704
2.318421,5.011105
3.589468,6.096803
2.279467,4.977029
3.869106,7.255352
2.295565,5.036493
2.195564,4.915292
2.216682,4.902419
