# best iteration: (array([49]),)
9873.194336,13785.419922
33.640831,38.991463
32.952686,38.565742
32.694061,38.331779
32.365791,37.983429
31.871239,37.337856
30.852110,36.851639
23.666056,28.213242
19.923475,25.808405
12.303836,21.687048
5.951855,14.216547
4.781239,10.069701
4.456125,8.350775
4.224414,7.338850
4.023668,6.890163
30.043346,16.030134
2.927822,5.387696
2.776104,5.155708
2.709899,5.061516
2.672385,5.011906
2.651797,4.983347
2.637762,4.961893
2.626899,4.947743
2.619068,4.947260
2.720180,5.042386
2.899949,5.698790
2.586142,4.881207
8.800468,13.970551
10.861684,9.877101
2.781039,4.836969
2.545825,4.803301
2.529515,4.777669
2.565908,4.840158
2.509316,4.715561
2.484681,4.695055
3.040749,5.604040
2.587920,4.706427
2.901294,5.191063
2.394122,4.632042
2.427256,4.722965
2.384458,4.626767
7.224529,9.185761
2.402161,4.583071
2.414433,4.628661
2.306486,4.345495
2.310930,4.243271
2.277213,4.062218
3.764754,6.364231
2.334731,3.630026
2.210258,2.645556
