# best iteration: (array([36]),)
439888.531250,245571.140625
40.229523,32.705772
39.389046,32.050446
38.416599,31.462444
36.829460,30.878990
30.425402,27.376825
22.909746,24.000753
21.003767,24.130756
19.621506,23.541204
17.358215,20.824423
16.513233,19.870119
15.825109,19.211445
10.427633,15.255355
8.197498,13.651373
4.955856,10.478197
3.186128,8.012922
11.945136,11.266123
2.421507,6.781748
2.298979,6.524161
3.252930,8.706965
2.492294,6.585959
5.260514,9.084136
2.299501,6.590082
2.654164,6.418180
2.457131,6.424496
2.153911,6.808005
2.575319,6.907205
1.989814,6.480595
1.967282,6.435380
2.320041,6.546160
2.104356,6.144752
2.619677,7.194568
2.282342,6.551865
1.944950,5.986290
1.914438,5.999892
3.327816,8.977544
1.890749,5.856631
2.163510,5.997171
1.920308,5.882849
1.868364,5.983992
1.900159,6.008229
2.009658,5.993382
1.855891,5.933783
2.320797,6.414425
1.871555,6.315441
1.823199,6.447118
1.821754,6.458243
