# best iteration: (array([42]),)
328371.750000,137889.171875
39.112812,35.501514
38.147438,35.032528
37.144936,34.524506
35.602573,34.018085
30.412924,30.751640
26.627716,27.524588
25.106012,26.340611
23.622715,25.174435
22.183887,23.990931
20.546337,22.494139
19.093912,21.716419
16.332657,20.220608
5.153013,12.265306
4.322171,10.015206
4.051320,9.853016
3.657837,9.659152
3.348279,9.477854
2.921246,8.792524
2.791860,8.628119
2.838424,8.702490
2.699599,8.534423
4.098658,10.640398
2.657603,8.454148
2.511507,8.329785
2.551548,8.388450
2.815660,8.067720
2.203361,7.993049
2.138157,8.007489
2.114703,8.095391
2.162739,8.287616
2.092802,8.328349
4.367833,11.903452
2.085461,8.164560
2.186945,8.052827
2.013545,7.883773
1.998973,7.736075
2.218372,7.535555
2.821711,7.747256
1.943176,6.606183
1.978292,6.102551
6.563012,9.056080
1.927673,6.024149
1.837789,7.360799
1.817896,10.230310
1.800621,11.706406
1.794102,12.717411
1.785853,13.457248
1.795883,14.167628
1.778813,14.672377
