# best iteration: (array([47]),)
379460.687500,116496.281250
33.754425,39.985039
33.400620,39.608391
32.825867,39.045292
32.439983,38.814693
32.180714,38.490101
33.146332,40.129555
31.415510,37.966122
30.422827,36.112717
29.617558,60.224087
26.706661,32.264805
24.464254,30.686440
23.521795,30.357590
22.299349,29.670532
18.326567,28.438969
5.521114,13.903312
3.905040,7.417731
3.730401,6.809766
3.830083,7.434735
3.648223,6.661426
3.586359,6.584147
3.541812,6.544087
3.158480,5.947734
2.474424,5.074386
2.376012,4.941386
3.016522,5.674257
2.302068,4.858813
2.241045,4.773357
2.223707,4.744099
2.201386,4.717669
2.219584,4.771607
2.168527,4.656357
2.159093,4.622257
2.148451,4.591902
2.137793,4.548164
2.127588,4.500461
2.161648,4.436725
2.091754,4.281465
2.063831,3.982449
2.005813,3.044215
1.930747,1.668618
1.912342,1.422566
1.903778,1.385857
1.898600,1.374041
1.896401,1.383604
1.887867,1.368914
1.880741,1.364582
1.876513,1.363804
1.918683,1.408161
1.872424,1.366431
