# best iteration: (array([49]),)
347613.437500,134884.843750
39.918930,35.395660
38.731922,34.514923
37.253033,33.899670
31.074181,30.212591
25.696321,26.748381
23.151743,25.919336
22.508623,26.072235
22.035269,25.925900
21.927231,25.934685
21.816498,25.963022
21.763351,25.966002
85.349548,27.378805
17.441010,21.665201
15.973916,20.035513
15.153414,19.974501
14.546547,20.250481
15.516201,21.149279
34.210743,49.263844
3.745868,19.746975
141.400757,161.662354
3.197969,18.068476
3.119642,17.863380
3.080409,17.923296
3.667076,26.511446
3.041568,18.026772
3.064146,16.838301
2.994751,15.915587
2.953657,14.683595
2.710348,7.821749
2.680569,7.537465
2.659602,7.427864
2.707168,7.386844
2.611513,7.289624
2.593451,7.214060
4.948070,9.217524
5.013999,12.515639
2.406659,6.998892
2.544955,7.269922
2.361266,6.951193
2.714755,7.110872
2.443089,7.610899
2.331259,6.927277
2.337003,6.933513
4.824147,9.891550
2.509493,7.182136
2.632822,7.422131
2.598850,7.365896
2.806736,7.342055
2.311600,6.821249
