# best iteration: (array([27]),)
55700.730469,7601.950684
39.974369,35.272232
38.223400,35.029476
32.599930,32.070000
27.001453,28.899797
21.905167,24.024778
21.048866,24.623314
18.152590,22.164766
16.724541,20.661730
13.832185,19.912586
8.789536,15.006300
4.432442,12.243548
2.792549,8.112312
2.566380,8.201676
2.413378,7.941115
2.932017,8.930245
2.538628,7.787391
3.626472,10.319304
2.304259,7.570867
2.236009,7.562871
2.259228,7.574451
2.243482,7.569324
2.130507,7.564950
2.481571,8.084378
3.248197,9.645238
1.994841,7.604781
2.239733,7.858525
1.917700,7.547951
2.030702,7.740127
1.875912,7.659193
2.016334,7.894180
2.193301,8.216127
