# best iteration: (array([49]),)
10790.901367,12685.210938
33.384315,40.384998
32.703857,39.842587
32.464935,39.702991
32.128876,39.355526
31.809383,38.932266
31.191833,38.001575
29.083817,35.193703
23.559410,28.956480
19.571888,26.890310
4.487659,8.178721
10.390794,12.354391
4.067608,7.166627
2.758039,5.258410
2.702688,5.064370
2.576222,4.982878
2.508134,4.884418
2.447403,4.814249
2.412811,4.730459
2.382815,4.782978
2.381509,4.801692
2.442305,4.697164
2.527917,5.210634
3.185573,4.814635
2.362491,4.689675
2.295611,4.686739
2.404058,4.731061
2.279831,4.664874
2.359410,4.908900
2.227751,4.666861
2.205195,4.668610
2.192859,4.657249
6.414342,4.984993
2.176791,4.639394
2.168998,4.630202
2.160372,4.618609
2.153597,4.613045
2.150209,4.588706
5.502213,8.921559
2.129581,4.569473
2.123605,4.560899
2.113971,4.520169
2.278233,5.175556
2.088306,4.467495
2.074588,4.415294
2.067875,4.368725
2.060967,4.318770
2.054880,4.283874
2.047944,4.252763
2.269881,4.245848
