# best iteration: (array([47]),)
211428.109375,41222.750000
33.336597,39.998245
33.010380,39.815113
32.597485,39.644718
32.358147,39.764084
32.299717,39.702618
32.412891,39.579746
31.921926,39.323463
31.347563,38.528507
29.599176,35.833549
25.228498,30.495474
49.757332,28.464062
19.112936,25.166346
6.590430,12.048287
4.220994,7.018395
3.873182,6.038148
3.313586,5.365847
2.481806,4.563249
2.429811,4.525351
2.359342,4.449695
2.343467,4.442841
2.646126,6.268122
3.810941,5.870242
2.493354,4.421249
2.278199,4.499354
2.244102,4.360005
2.228935,4.338062
7.293972,11.322453
2.969947,6.132301
2.438920,4.688231
2.161654,4.153302
4.319179,5.119045
2.138580,4.015322
2.093837,3.834281
2.483118,3.858127
2.287646,3.955300
2.186054,3.091730
2.112768,3.032195
2.215161,3.075513
1.949452,2.532018
2.042981,2.726988
2.033672,2.557312
4.748336,6.301661
2.120793,2.063646
3.124328,2.700201
2.121610,2.077509
3.904243,2.416637
1.808964,1.874875
2.329816,2.278222
2.170577,2.174267
