# best iteration: (array([49]),)
162717.031250,33141.906250
33.382114,39.560707
32.987198,39.198719
32.366089,38.766159
31.803616,38.323265
31.548416,38.092339
31.244173,37.736187
30.189415,36.364502
23.867334,29.424187
17.093971,23.018066
10.124831,18.060934
4.807061,9.365498
3.971172,6.722257
3.411701,5.918713
2.735532,5.231483
3.444952,7.980861
42.462494,29.284296
2.977831,5.695158
2.490142,4.879385
2.457313,4.797681
2.562063,4.744386
2.382089,4.616519
2.496342,4.661895
2.336806,4.500651
2.324880,4.467734
2.319536,4.436018
2.301938,4.408870
2.293634,4.381925
2.288900,4.353609
2.573697,7.280298
2.268265,4.295116
2.262171,4.253784
2.258396,4.205298
5.921320,7.362278
2.243658,4.059277
2.234191,3.946012
2.226635,3.815124
2.311005,3.710713
2.388190,3.343818
2.312019,2.937606
2.130218,2.345119
16.261612,16.776047
2.095639,1.775535
2.087486,1.712016
2.083968,1.680597
2.085591,1.651425
2.078484,1.651336
2.076348,1.644415
2.074456,1.637312
2.073153,1.634158
