# best iteration: (array([46]),)
113270.515625,18061.832031
39.309116,32.995945
38.658897,32.887138
37.534489,32.353256
42.017361,63.364590
31.846729,73.909172
26.332169,25.716808
24.360214,24.866711
22.769985,24.736469
21.412203,24.433626
20.724155,24.284132
19.578646,23.223181
16.330719,18.765110
14.652411,17.493589
4.389601,8.976398
4.382080,7.968759
10.826902,20.858467
2.320534,7.073564
2.387588,7.561262
2.225787,7.006189
2.207803,7.064516
2.133590,6.942515
2.225133,7.062149
2.334077,7.269924
8.595262,11.864030
2.181170,6.875893
7.549170,10.794417
1.959575,6.569695
4.316275,11.122621
5.051298,7.217257
1.901973,5.866704
6.023043,10.359540
1.880173,5.373921
1.871597,5.171100
1.860333,4.939948
1.862666,4.696747
1.834090,4.361447
1.822870,4.116480
1.876389,3.957290
1.803152,3.789519
1.899339,3.909303
1.791142,3.623010
1.792956,3.585145
1.837804,3.496117
1.918059,3.630894
1.986998,3.884503
1.775795,3.424342
1.847332,3.439938
1.802966,3.964483
1.882147,3.527914
