# best iteration: (array([48]),)
189460.703125,48286.937500
33.806709,39.102989
32.897850,38.324699
32.489410,37.935680
32.024582,37.430958
31.603504,36.836586
31.233206,36.288700
30.151697,34.678886
24.641817,27.994024
30.565514,34.432846
14.502135,18.443007
9.344612,10.022871
8.776897,8.851232
9.649318,8.546597
6.264781,6.282418
3.495534,5.462840
3.170365,5.241529
6.111012,5.635768
3.201460,5.208845
2.911419,4.894918
2.900393,4.942873
2.826191,4.906129
2.635374,4.667795
2.691578,4.771125
2.563120,4.618898
5.176831,5.647903
2.700021,4.758217
3.314240,5.386689
3.777408,5.183589
2.450921,4.518916
2.577941,4.482375
2.505655,4.611349
2.550745,4.614084
2.745518,4.860780
3.166794,5.366001
2.404091,4.383133
2.423907,4.393249
3.380063,4.960463
2.390958,4.227690
2.337650,4.038019
2.278316,3.743809
2.212369,2.844955
3.296441,3.501331
2.475197,2.143633
2.482868,2.445297
2.273571,1.924128
2.368296,2.112335
2.001240,1.682780
2.115876,1.644058
2.100480,1.744847
